"Powertrain","Year","Country","chemistry","MWh","chem_share_mwh"
"BEV","2022","Peru","NMC 111",0.0502501996387169,0.0081148181058583
"BEV","2022","Peru","LFP",0.4024,0.0649828822427492
"BEV","2022","Peru","NMC 622",5.35688698422151,0.865074443547172
"BEV","2022","Peru","NMC 532",0.169533109979106,0.0273776096471652
"BEV","2022","Peru","NMC 811",0.213329706160672,0.0344502464570557
"BEV","2022","Philippines","NMC 111",0.0603065842886369,0.00381883017804298
"BEV","2022","Philippines","LFP",0.6036,0.0382221265332227
"BEV","2022","Philippines","NMC 622",14.195509695079,0.898910814726472
"BEV","2022","Philippines","NMC 532",0.676461137670632,0.042835956260528
"BEV","2022","Philippines","NMC 811",0.256022582961766,0.0162122723017348
"BEV","2022","Poland","NMC 111",25.2484475631939,0.0293648299860143
"BEV","2022","Poland","LFP",28.2178,0.0328182910060288
"BEV","2022","Poland","NMC 622",311.801841840582,0.362636477037189
"BEV","2022","Poland","NMC 532",160.330703119743,0.186470230570241
"BEV","2022","Poland","NMC 811",145.327507476481,0.169020987870918
"BEV","2022","Poland","NMC 721",117.493,0.136648479511916
"BEV","2022","Poland","NMCA 89:4:4:3",64,0.074434244497652
"BEV","2022","Poland","NCA",7.4,0.00860645952004101
"BEV","2022","Portugal","NMC 111",31.4656979265494,0.0257491455683969
"BEV","2022","Portugal","LMO",0.0366,2.99506697738986e-05
"BEV","2022","Portugal","LFP",30.533,0.024985896180504
"BEV","2022","Portugal","NMC 622",411.85185116148,0.337028382237878
"BEV","2022","Portugal","NMC 532",291.896336991778,0.238865868782824
"BEV","2022","Portugal","NMC 811",177.852913920193,0.145541363200801
"BEV","2022","Portugal","NMC 721",105.393,0.0862456540841666
"BEV","2022","Portugal","NMCA 89:4:4:3",168.88,0.13819860960153
"BEV","2022","Portugal","NCA",4.1,0.00335512967412526
"BEV","2022","Qatar","NMC 111",0.416385082284101,0.0330692686445483
"BEV","2022","Qatar","NMC 622",6.52042274160413,0.517851432465602
"BEV","2022","Qatar","NMC 532",3.1427915919948,0.249600247154368
"BEV","2022","Qatar","NMC 811",2.51170058411697,0.199479051735482
"BEV","2022","Romania","NMC 111",16.9470892039891,0.0349354144618478
"BEV","2022","Romania","LFP",25.9632,0.0535215895684519
"BEV","2022","Romania","NMC 622",188.590330791137,0.388767728214619
"BEV","2022","Romania","NMC 532",80.2507477284118,0.165432134039002
"BEV","2022","Romania","NMC 811",83.5243322764622,0.172180433501256
"BEV","2022","Romania","NMC 721",42.702,0.0880276282489074
"BEV","2022","Romania","NMCA 89:4:4:3",47.12,0.0971350719659153
"BEV","2022","Russian Federation","NMC 111",2.24284659998575,0.0438074800086284
"BEV","2022","Russian Federation","NMC 622",28.7464130237795,0.561477505357252
"BEV","2022","Russian Federation","NMC 532",7.56687062012551,0.147796792442752
"BEV","2022","Russian Federation","NMC 811",9.52166975610923,0.18597810367065
"BEV","2022","Russian Federation","NMCA 89:4:4:3",3.12,0.0609401185207177
"BEV","2022","Rwanda","NMC 721",0.075,1
"BEV","2022","Saudi Arabia","NMC 111",1.04667612803029,0.0299282907868482
"BEV","2022","Saudi Arabia","NMC 622",24.3993621228603,0.69766681886667
"BEV","2022","Saudi Arabia","NMC 532",3.53125480896883,0.100971463793829
"BEV","2022","Saudi Arabia","NMC 811",5.99550694014062,0.171433426552653
"BEV","2022","Serbia","NMC 111",0.286971784047875,0.0289712463956907
"BEV","2022","Serbia","NMC 622",4.65895281519428,0.470344742786185
"BEV","2022","Serbia","NMC 532",0.968179616711485,0.0977426067308221
"BEV","2022","Serbia","NMC 811",1.21829578404636,0.122993093065031
"BEV","2022","Serbia","NMC 721",2.773,0.279948311022271
"BEV","2022","Singapore","NMC 111",5.13115447644195,0.0219692545725456
"BEV","2022","Singapore","LFP",58.3921,0.25000824196879
"BEV","2022","Singapore","NMC 622",66.770511234279,0.285880763477242
"BEV","2022","Singapore","NMC 532",32.9713854756543,0.14116837925068
"BEV","2022","Singapore","NMC 811",24.6955488136247,0.105735035104899
"BEV","2022","Singapore","NMCA 89:4:4:3",45.6,0.195238325625844
"BEV","2022","Slovak Republic","NMC 111",2.85846230333745,0.0271895800596728
"BEV","2022","Slovak Republic","LFP",3.223,0.0306570481723719
"BEV","2022","Slovak Republic","NMC 622",32.5923410925982,0.310017055825678
"BEV","2022","Slovak Republic","NMC 532",18.1518224629352,0.172659415346741
"BEV","2022","Slovak Republic","NMC 811",18.7901741411291,0.178731391192012
"BEV","2022","Slovak Republic","NMC 721",28.075,0.267048286515465
"BEV","2022","Slovak Republic","NMCA 89:4:4:3",1.44,0.0136972228880594
"BEV","2022","Slovenia","NMC 111",2.53564283899175,0.0167523971920702
"BEV","2022","Slovenia","LFP",2.738,0.0180893234672304
"BEV","2022","Slovenia","NMC 622",36.354964103054,0.240188716325674
"BEV","2022","Slovenia","NMC 532",23.5487006654937,0.155580739069065
"BEV","2022","Slovenia","NMC 811",11.7486923924606,0.0776208535442691
"BEV","2022","Slovenia","NMC 721",47.154,0.311535412262156
"BEV","2022","Slovenia","NMCA 89:4:4:3",25.68,0.169661733615222
"BEV","2022","Slovenia","NCA",1.6,0.0105708245243129
"BEV","2022","South Africa","NMC 111",1.953508234566,0.0566620229595813
"BEV","2022","South Africa","NMC 622",17.1589580816768,0.497700116939852
"BEV","2022","South Africa","NMC 532",6.59070667891627,0.191165190170588
"BEV","2022","South Africa","NMC 811",8.77332700484091,0.254472669929979
"BEV","2022","Spain","NMC 111",51.9940148053461,0.0246827297918556
"BEV","2022","Spain","LMO",0.0366,1.7374844273211e-05
"BEV","2022","Spain","LFP",79.9936,0.0379747634659434
"BEV","2022","Spain","NMC 622",643.796014168268,0.305624466936819
"BEV","2022","Spain","NMC 532",560.736658414991,0.266194320170524
"BEV","2022","Spain","NMC 811",250.163812611395,0.118758395817369
"BEV","2022","Spain","NMC 721",236.673,0.11235400324245
"BEV","2022","Spain","NMCA 89:4:4:3",277.6,0.131782971864573
"BEV","2022","Spain","NCA",5.5,0.00261097386619291
"BEV","2022","Sweden","NMC 111",193.450553785818,0.0281825986180992
"BEV","2022","Sweden","LFP",162.6792,0.0236997129622567
"BEV","2022","Sweden","NMC 622",2086.21867997043,0.303928122905676
"BEV","2022","Sweden","NMC 532",1238.59787640537,0.180443560986702
"BEV","2022","Sweden","NMC 811",941.32908983839,0.137136334775387
"BEV","2022","Sweden","NMC 721",1586.249,0.23109067407921
"BEV","2022","Sweden","NMCA 89:4:4:3",616.16,0.0897644882617081
"BEV","2022","Sweden","NCA",39.5,0.00575450741096058
"BEV","2022","Switzerland","NMC 111",67.4117404522753,0.0229156011245981
"BEV","2022","Switzerland","LFP",97.0568,0.032992990543012
"BEV","2022","Switzerland","NMC 622",719.957628657426,0.244738701808258
"BEV","2022","Switzerland","NMC 532",397.019370222328,0.134960727400221
"BEV","2022","Switzerland","NMC 811",335.861460667971,0.114171021459399
"BEV","2022","Switzerland","NMC 721",760.033,0.258361717894851
"BEV","2022","Switzerland","NMCA 89:4:4:3",537.2,0.182613011347026
"BEV","2022","Switzerland","NCA",27.2,0.00924622842263422
"BEV","2022","Thailand","NMC 111",12.7071968858615,0.0242370361157361
"BEV","2022","Thailand","LFP",205.1605,0.391312300634536
"BEV","2022","Thailand","NMC 622",126.952914927382,0.242143283977638
"BEV","2022","Thailand","NMC 532",92.7812845454461,0.176966121213908
"BEV","2022","Thailand","NMC 811",55.3165036413107,0.105507777096176
"BEV","2022","Thailand","NMC 721",0.13,0.000247955133090871
"BEV","2022","Thailand","NMCA 89:4:4:3",31.04,0.0592040563933896
"BEV","2022","Thailand","NCA",0.2,0.000381469435524417
"BEV","2022","Tunisia","NMC 111",0.0114204999178902,0.00359361230896483
"BEV","2022","Tunisia","NMC 622",1.21956522368671,0.383752430360826
"BEV","2022","Tunisia","NMC 532",1.89853025226798,0.597397813803643
"BEV","2022","Tunisia","NMC 811",0.0484840241274254,0.0152561435265656
"BEV","2022","Turkey","NMC 111",19.0970998290868,0.0328176454267368
"BEV","2022","Turkey","LFP",20.7702,0.0356928049359735
"BEV","2022","Turkey","NMC 622",249.60100917437,0.428929915565711
"BEV","2022","Turkey","NMC 532",80.94141020899,0.139094759117972
"BEV","2022","Turkey","NMC 811",206.385880787553,0.354666348156938
"BEV","2022","Turkey","NMCA 89:4:4:3",5.12,0.00879852679666948
"BEV","2022","Ukraine","NMC 111",0.892048903864228,0.031402764272662
"BEV","2022","Ukraine","LFP",0.2996,0.0105468076193292
"BEV","2022","Ukraine","NMC 622",16.4714143081554,0.579842583198873
"BEV","2022","Ukraine","NMC 532",5.08157659895611,0.178886551375419
"BEV","2022","Ukraine","NMC 811",4.02706018902424,0.141764449549727
"BEV","2022","Ukraine","NMC 721",0.675,0.023761999809904
"BEV","2022","Ukraine","NMCA 89:4:4:3",0.64,0.0225298961160571
"BEV","2022","Ukraine","NCA",0.32,0.0112649480580286
"BEV","2022","United Arab Emirates","NMC 111",1.97674895189891,0.00597302386067976
"BEV","2022","United Arab Emirates","NMC 622",50.9352433118793,0.153907972663462
"BEV","2022","United Arab Emirates","NMC 532",7.3301157422816,0.022148971516152
"BEV","2022","United Arab Emirates","NMC 811",16.3039919939402,0.0492647956689631
"BEV","2022","United Arab Emirates","NMCA 89:4:4:3",254.4,0.768705236290743
"BEV","2022","United Kingdom","NMC 111",429.299136147086,0.0223023969829709
"BEV","2022","United Kingdom","LFP",732.675,0.038062989961153
"BEV","2022","United Kingdom","NMC 622",6377.64612930255,0.331323275115746
"BEV","2022","United Kingdom","NMC 532",3734.34776643729,0.194002035753037
"BEV","2022","United Kingdom","NMC 811",2002.53826811307,0.104033294429334
"BEV","2022","United Kingdom","NMC 721",2540.427,0.131976998530101
"BEV","2022","United Kingdom","NMCA 89:4:4:3",3432.08,0.178299009227657
"BEV","2022","United States","NMC 111",1112.9336112453,0.0169194411115536
"BEV","2022","United States","LFP",3668.115,0.0557647420347584
"BEV","2022","United States","NMC 622",12723.1841449877,0.193424983051504
"BEV","2022","United States","NMC 532",3754.79296940583,0.0570824691518233
"BEV","2022","United States","NMC 811",6003.20617436116,0.0912641080486079
"BEV","2022","United States","NMC 721",1170.779,0.0177988391625433
"BEV","2022","United States","NCA",37345.38,0.56774541743921
"BEV","2022","Uruguay","NMC 111",0.941474289619986,0.0118988098289506
"BEV","2022","Uruguay","LFP",35.4711,0.44830100829843
"BEV","2022","Uruguay","NMC 622",25.2223104706662,0.318771823135333
"BEV","2022","Uruguay","NMC 532",6.78862696849364,0.0857979683443031
"BEV","2022","Uruguay","NMC 811",4.71188827122015,0.0595511349514827
"BEV","2022","Uruguay","NCA",5.988,0.0756792554415002
"BEV","2022","Vietnam","NMC 111",18.1094232725768,0.038820395338782
"BEV","2022","Vietnam","NMC 622",130.549522059878,0.27985342113727
"BEV","2022","Vietnam","NMC 532",61.0972069643767,0.130971466774657
"BEV","2022","Vietnam","NMC 811",77.3608477031688,0.165835137120466
"BEV","2022","Vietnam","NMCA 89:4:4:3",3.2,0.00685970299629683
"BEV","2022","Vietnam","NCA",176.1755,0.377659876632529
"BEV","2022","Zambia","NMC 622",2.106,1
"BEV","2022","Zimbabwe","LFP",4.9379,0.799025874205084
"BEV","2022","Zimbabwe","NMC 622",1.242,0.200974125794916
"PHEV","2022","Argentina","NMC 111",0.0282403584080719,0.0523357272202963
"PHEV","2022","Argentina","NMC 622",0.20169267257196,0.373781824632987
"PHEV","2022","Argentina","NMC 532",0.0952767515804294,0.176569220868105
"PHEV","2022","Argentina","NMC 811",0.214390217439539,0.397313227278612
"PHEV","2022","Australia","NMC 111",15.8558031078004,0.141779745147389
"PHEV","2022","Australia","LMO",14.421,0.128949993315989
"PHEV","2022","Australia","NMC 622",51.209512366174,0.457906267064226
"PHEV","2022","Australia","NMC 532",15.4131797612456,0.137821886636902
"PHEV","2022","Australia","NMC 811",14.93455476478,0.133542107835493
"PHEV","2022","Austria","NMC 111",54.5376684400712,0.278269169529862
"PHEV","2022","Austria","LMO",7.2588,0.0370367913693071
"PHEV","2022","Austria","NMC 622",70.8237204251273,0.36136597748713
"PHEV","2022","Austria","NMC 532",31.2428796496197,0.1594114750867
"PHEV","2022","Austria","NMC 811",32.1258314851818,0.163916586527001
"PHEV","2022","Bahrain","NMC 111",0.0268997707341173,0.0441776494237434
"PHEV","2022","Bahrain","NMC 622",0.476857978621436,0.783146622797563
"PHEV","2022","Bahrain","NMC 532",0.0465573881571408,0.0764614684794561
"PHEV","2022","Bahrain","NMC 811",0.0585848624873056,0.0962142592992374
"PHEV","2022","Belarus","NMC 111",0.117625794484058,0.167892941027774
"PHEV","2022","Belarus","NMC 622",0.330584462704606,0.471859067520134
"PHEV","2022","Belarus","NMC 532",0.111759137272842,0.159519179664348
"PHEV","2022","Belarus","NMC 811",0.140630605538493,0.200728811787744
"PHEV","2022","Belgium","NMC 111",274.232888198798,0.295733257944558
"PHEV","2022","Belgium","LMO",0.0138,1.48819457302889e-05
"PHEV","2022","Belgium","NMC 622",365.575979513807,0.394237817929107
"PHEV","2022","Belgium","NMC 532",135.513619374619,0.146138139800588
"PHEV","2022","Belgium","NMC 811",151.961812912776,0.163875902380017
"PHEV","2022","Bosnia and Herzegovina","NMC 111",0.528299544901761,0.267886793216247
"PHEV","2022","Bosnia and Herzegovina","NMC 622",0.878723410471953,0.445577511521704
"PHEV","2022","Bosnia and Herzegovina","NMC 532",0.296447149691638,0.150320546469062
"PHEV","2022","Bosnia and Herzegovina","NMC 811",0.268629894934648,0.136215148792986
"PHEV","2022","Brazil","NMC 111",5.41926388341827,0.125363508328281
"PHEV","2022","Brazil","NMC 622",29.1193010661581,0.673615055522713
"PHEV","2022","Brazil","NMC 532",7.91988181171121,0.183210153781107
"PHEV","2022","Brazil","NMC 811",0.769953238712474,0.0178112823678987
"PHEV","2022","Bulgaria","NMC 111",1.65720391982058,0.206592689715342
"PHEV","2022","Bulgaria","LMO",0.0552,0.00688142016555301
"PHEV","2022","Bulgaria","NMC 622",3.81397513868296,0.475463141852369
"PHEV","2022","Bulgaria","NMC 532",1.09262778630268,0.136210704385992
"PHEV","2022","Bulgaria","NMC 811",1.40259315519378,0.174852043880744
"PHEV","2022","Canada","NMC 111",107.966081987897,0.24238575776057
"PHEV","2022","Canada","NMC 622",227.131774360424,0.509914838310292
"PHEV","2022","Canada","NMC 532",54.8000158053501,0.123027001737083
"PHEV","2022","Canada","NMC 811",55.532927846329,0.124672402192055
"PHEV","2022","Chile","NMC 111",1.20234758497413,0.137426858495157
"PHEV","2022","Chile","LMO",0.0138,0.00157732312264259
"PHEV","2022","Chile","NMC 622",4.48934817038882,0.513127005416485
"PHEV","2022","Chile","NMC 532",1.70457621456156,0.194830976632936
"PHEV","2022","Chile","NMC 811",1.33892803007549,0.15303783633278
"PHEV","2022","China","NMC 111",863.509315375894,0.0265661946191716
"PHEV","2022","China","LFP",16879.2362,0.519296162678877
"PHEV","2022","China","NMC 622",5193.83470930281,0.159790312912933
"PHEV","2022","China","NMC 532",2029.94635852151,0.0624520767369902
"PHEV","2022","China","NMC 811",7537.53836679978,0.231895253052027
"PHEV","2022","Colombia","NMC 111",6.76142121688317,0.150232104626735
"PHEV","2022","Colombia","LMO",0.0276,0.0006132447535356
"PHEV","2022","Colombia","LFP",9.6473,0.214353482274783
"PHEV","2022","Colombia","NMC 622",17.3265669695279,0.384979213436458
"PHEV","2022","Colombia","NMC 532",2.20162621952534,0.0489179611728381
"PHEV","2022","Colombia","NMC 811",9.04198559406356,0.200903993735651
"PHEV","2022","Costa Rica","NMC 111",0.5184,0.545569353820248
"PHEV","2022","Costa Rica","NMC 622",0.4318,0.454430646179752
"PHEV","2022","Croatia","NMC 111",2.88763228688253,0.277983046158236
"PHEV","2022","Croatia","LMO",0.2484,0.0239126667821868
"PHEV","2022","Croatia","NMC 622",3.98482560705154,0.383606308077893
"PHEV","2022","Croatia","NMC 532",1.75418668215234,0.168869893736146
"PHEV","2022","Croatia","NMC 811",1.51275542391359,0.145628085245537
"PHEV","2022","Cyprus","NMC 111",0.0815222550391762,0.0314054453498637
"PHEV","2022","Cyprus","NMC 622",1.94005462896306,0.747382166947785
"PHEV","2022","Cyprus","NMC 532",0.242312475374177,0.093347898672539
"PHEV","2022","Cyprus","NMC 811",0.331910640623586,0.127864489029812
"PHEV","2022","Czechia","NMC 111",16.805351380234,0.301003408140517
"PHEV","2022","Czechia","LMO",1.0074,0.0180437068228998
"PHEV","2022","Czechia","NMC 622",23.0721209404385,0.413248546785547
"PHEV","2022","Czechia","NMC 532",6.34384173505199,0.113625591024572
"PHEV","2022","Czechia","NMC 811",8.60238594427544,0.154078747226464
"PHEV","2022","Denmark","NMC 111",74.7347881947319,0.191755228432689
"PHEV","2022","Denmark","LMO",1.6008,0.00410734782408451
"PHEV","2022","Denmark","NMC 622",181.672903836114,0.466138059886542
"PHEV","2022","Denmark","NMC 532",60.4458156959229,0.155092447259909
"PHEV","2022","Denmark","NMC 811",71.2862422732312,0.182906916596775
"PHEV","2022","Dominican Republic","NMC 111",0.00685229995073413,0.0634472217660568
"PHEV","2022","Dominican Republic","NMC 622",0.0489391342120235,0.45314013159281
"PHEV","2022","Dominican Republic","NMC 532",0.0231181513607872,0.214056957044326
"PHEV","2022","Dominican Republic","NMC 811",0.0290904144764552,0.269355689596808
"PHEV","2022","Ecuador","NMC 111",0.0924088408781018,0.0915664297246351
"PHEV","2022","Ecuador","NMC 622",0.429863979217607,0.425945282617526
"PHEV","2022","Ecuador","NMC 532",0.349340293658242,0.346155661571781
"PHEV","2022","Ecuador","NMC 811",0.137586886246049,0.136332626086058
"PHEV","2022","Egypt, Arab Rep.","NMC 111",0.00394641719384873,0.0634472217660568
"PHEV","2022","Egypt, Arab Rep.","NMC 622",0.0281853161850728,0.45314013159281
"PHEV","2022","Egypt, Arab Rep.","NMC 532",0.0133143427281571,0.214056957044326
"PHEV","2022","Egypt, Arab Rep.","NMC 811",0.0167539238929214,0.269355689596808
"PHEV","2022","Estonia","NMC 111",1.12842471169221,0.198890424367635
"PHEV","2022","Estonia","NMC 622",2.55439991129143,0.450225590681654
"PHEV","2022","Estonia","NMC 532",0.915752027518376,0.161405814212912
"PHEV","2022","Estonia","NMC 811",1.07502334949798,0.189478170737799
"PHEV","2022","Fiji","NMC 622",0.0267,1
"PHEV","2022","Finland","NMC 111",47.764583976472,0.191597068543218
"PHEV","2022","Finland","LMO",11.9508,0.047937992046035
"PHEV","2022","Finland","NMC 622",124.294082998367,0.498578234272597
"PHEV","2022","Finland","NMC 532",29.7481840974501,0.119328263601395
"PHEV","2022","Finland","NMC 811",35.5393989277105,0.142558441536755
"PHEV","2022","France","NMC 111",301.629902131552,0.166719992502518
"PHEV","2022","France","LMO",21.0036,0.011609326561392
"PHEV","2022","France","NMC 622",815.703833535695,0.450864241410768
"PHEV","2022","France","NMC 532",278.204856539648,0.153772259542839
"PHEV","2022","France","NMC 811",392.658357793105,0.217034179982482
"PHEV","2022","Georgia","NMC 111",0.00954246215361494,0.0323144671642903
"PHEV","2022","Georgia","NMC 622",0.213052275791559,0.721477398549132
"PHEV","2022","Georgia","NMC 532",0.0321941663394666,0.109021897526131
"PHEV","2022","Georgia","NMC 811",0.0405110957153599,0.137186236760447
"PHEV","2022","Germany","NMC 111",1594.12209302417,0.302257944774226
"PHEV","2022","Germany","LMO",260.1576,0.0493279039525883
"PHEV","2022","Germany","NMC 622",1815.41323639598,0.344216466323483
"PHEV","2022","Germany","NMC 532",707.655584642028,0.134177001597242
"PHEV","2022","Germany","NMC 811",896.696785937827,0.170020683352459
"PHEV","2022","Greece","NMC 111",13.1963467725811,0.176917495717694
"PHEV","2022","Greece","LMO",0.7176,0.00962054098114503
"PHEV","2022","Greece","NMC 622",38.4393443961366,0.515339030171934
"PHEV","2022","Greece","NMC 532",9.37177202926325,0.125643139455791
"PHEV","2022","Greece","NMC 811",12.865336802019,0.172479793673436
"PHEV","2022","Hungary","NMC 111",19.5453649918749,0.281926802694949
"PHEV","2022","Hungary","LMO",1.6146,0.0232893586699708
"PHEV","2022","Hungary","NMC 622",29.0020031630811,0.418331508616761
"PHEV","2022","Hungary","NMC 532",9.58109651190212,0.138199921415394
"PHEV","2022","Hungary","NMC 811",9.58473533314192,0.138252408602926
"PHEV","2022","Iceland","NMC 111",6.36932047404507,0.0870471796034362
"PHEV","2022","Iceland","LMO",20.2998,0.277429961911088
"PHEV","2022","Iceland","NMC 622",27.5188956292771,0.37609070859149
"PHEV","2022","Iceland","NMC 532",8.2226381580866,0.112375796362852
"PHEV","2022","Iceland","NMC 811",10.7602457385913,0.147056353531134
"PHEV","2022","India","NMC 111",0.051828463235349,0.128479085858575
"PHEV","2022","India","NMC 622",0.247734500266136,0.614116262434644
"PHEV","2022","India","NMC 532",0.0459794343731212,0.113979757989889
"PHEV","2022","India","NMC 811",0.0578576021253943,0.143424893716892
"PHEV","2022","Indonesia","LMO",0.138,0.129032258064516
"PHEV","2022","Indonesia","NMC 811",0.9315,0.870967741935484
"PHEV","2022","Iraq","NMC 111",0.0131,1
"PHEV","2022","Ireland","NMC 111",31.8725735433137,0.265169018440643
"PHEV","2022","Ireland","NMC 622",53.351656335703,0.443867713521638
"PHEV","2022","Ireland","NMC 532",14.7028924497201,0.122323086142773
"PHEV","2022","Ireland","NMC 811",20.2700776712633,0.168640181894947
"PHEV","2022","Israel","NMC 111",10.6394825922756,0.0766855152992924
"PHEV","2022","Israel","LMO",0.1932,0.00139251523063534
"PHEV","2022","Israel","NMC 622",71.5127245662816,0.515437671546464
"PHEV","2022","Israel","NMC 532",24.9096404509709,0.179539615515667
"PHEV","2022","Israel","NMC 811",31.4867023904719,0.226944682407941
"PHEV","2022","Italy","NMC 111",157.71451867571,0.159982932676422
"PHEV","2022","Italy","LMO",6.072,0.00615933381002574
"PHEV","2022","Italy","NMC 622",455.712646979221,0.462267179544703
"PHEV","2022","Italy","NMC 532",159.658250584918,0.161954621356595
"PHEV","2022","Italy","NMC 811",206.663483760151,0.209635932612254
"PHEV","2022","Jamaica","NMC 111",0.0113824315848306,0.0634472217660568
"PHEV","2022","Jamaica","NMC 622",0.0812933396077501,0.45314013159281
"PHEV","2022","Jamaica","NMC 532",0.038401818093752,0.214056957044326
"PHEV","2022","Jamaica","NMC 811",0.0483224107136673,0.269355689596808
"PHEV","2022","Japan","NMC 111",74.7981690221666,0.143997443832964
"PHEV","2022","Japan","LMO",66.4056,0.127840517772039
"PHEV","2022","Japan","NMC 622",233.194609688075,0.448933819499743
"PHEV","2022","Japan","NMC 532",64.9937174676416,0.125122436857629
"PHEV","2022","Japan","NMC 811",80.0488538221167,0.154105782037625
"PHEV","2022","Jordan","NMC 111",0.866931933125322,0.540987165756831
"PHEV","2022","Jordan","NMC 622",0.251131900006321,0.156712574106909
"PHEV","2022","Jordan","NMC 532",0.361609972412213,0.225653648931178
"PHEV","2022","Jordan","NMC 811",0.122826194456144,0.0766466112050822
"PHEV","2022","Kazakhstan","NMC 111",0.594363916054109,0.444184975752267
"PHEV","2022","Kazakhstan","NMC 622",0.388959542575963,0.290680474236577
"PHEV","2022","Kazakhstan","NMC 532",0.157096400774831,0.117402586334975
"PHEV","2022","Kazakhstan","NMC 811",0.197680140595097,0.14773196367618
"PHEV","2022","Korea, Rep.","NMC 111",74.02324169946,0.347794415139248
"PHEV","2022","Korea, Rep.","NMC 622",60.7704182196528,0.28552670184702
"PHEV","2022","Korea, Rep.","NMC 532",20.7439241851191,0.0974642668170128
"PHEV","2022","Korea, Rep.","NMC 811",57.2986158957681,0.269214616196719
"PHEV","2022","Kuwait","NMC 111",0.0646064546296849,0.0438247555485584
"PHEV","2022","Kuwait","NMC 622",1.01715915882704,0.68997365271133
"PHEV","2022","Kuwait","NMC 532",0.173771437728584,0.117875076467632
"PHEV","2022","Kuwait","NMC 811",0.218662948814688,0.148326515272479
"PHEV","2022","Latvia","NMC 111",1.19689086716816,0.307636577177854
"PHEV","2022","Latvia","NMC 622",1.46717647186063,0.377108022377174
"PHEV","2022","Latvia","NMC 532",0.826065717394037,0.212323476428838
"PHEV","2022","Latvia","NMC 811",0.400466943577174,0.102931924016135
"PHEV","2022","Lebanon","NMC 111",0.158681587509735,0.121436892561211
"PHEV","2022","Lebanon","NMC 622",0.706465141323935,0.540648305903371
"PHEV","2022","Lebanon","NMC 532",0.161779867959246,0.123807965071742
"PHEV","2022","Lebanon","NMC 811",0.279773403207084,0.214106836463675
"PHEV","2022","Lithuania","NMC 111",1.74810567494187,0.166027702055453
"PHEV","2022","Lithuania","NMC 622",5.61246454395932,0.533048204384017
"PHEV","2022","Lithuania","NMC 532",1.42841000940887,0.13566435648294
"PHEV","2022","Lithuania","NMC 811",1.74001977168994,0.165259737077589
"PHEV","2022","Luxembourg","NMC 111",15.3346017146646,0.240669996761655
"PHEV","2022","Luxembourg","LMO",0.0276,0.000433170162109225
"PHEV","2022","Luxembourg","NMC 622",26.5103819700139,0.416069074475667
"PHEV","2022","Luxembourg","NMC 532",8.68250606306043,0.136268208653993
"PHEV","2022","Luxembourg","NMC 811",13.161210252261,0.206559549946575
"PHEV","2022","Macedonia, FYR","NMC 111",0.0405246876575326,0.0951954138067479
"PHEV","2022","Macedonia, FYR","NMC 622",0.173747738687865,0.40814596825902
"PHEV","2022","Macedonia, FYR","NMC 532",0.140425413876884,0.329869424188124
"PHEV","2022","Macedonia, FYR","NMC 811",0.0710021597777185,0.166789193746109
"PHEV","2022","Madagascar","NMC 111",0.0016750066546239,0.0634472217660568
"PHEV","2022","Madagascar","NMC 622",0.0119628994740502,0.45314013159281
"PHEV","2022","Madagascar","NMC 532",0.0056511036659702,0.214056957044326
"PHEV","2022","Madagascar","NMC 811",0.00711099020535572,0.269355689596808
"PHEV","2022","Malaysia","NMC 111",17.2850942211333,0.591442832789853
"PHEV","2022","Malaysia","NMC 622",5.94385314826522,0.203380398088821
"PHEV","2022","Malaysia","NMC 532",5.1893360490005,0.17756314046393
"PHEV","2022","Malaysia","NMC 811",0.807016581600995,0.027613628657396
"PHEV","2022","Malta","NMC 111",0.191492429092923,0.152462125073984
"PHEV","2022","Malta","NMC 622",0.691989785405419,0.550947281373741
"PHEV","2022","Malta","NMC 532",0.164952291098357,0.131331441957291
"PHEV","2022","Malta","NMC 811",0.2075654944033,0.165259151594984
"PHEV","2022","Mauritius","NMC 111",0.211648474569452,0.402909717436612
"PHEV","2022","Mauritius","NMC 622",0.151756630070432,0.288895164801889
"PHEV","2022","Mauritius","NMC 532",0.0716876749141447,0.136469969377774
"PHEV","2022","Mauritius","NMC 811",0.0902072204459708,0.171725148383725
"PHEV","2022","Mexico","NMC 111",3.16405109780052,0.228317813971649
"PHEV","2022","Mexico","LMO",2.7324,0.197169886203736
"PHEV","2022","Mexico","NMC 622",5.41402640623417,0.390675951698586
"PHEV","2022","Mexico","NMC 532",1.45541846179634,0.105022944111844
"PHEV","2022","Mexico","NMC 811",1.09220403416897,0.0788134040141848
"PHEV","2022","Moldova","NMC 111",0.122339610506381,0.163906230581968
"PHEV","2022","Moldova","NMC 622",0.571948506185705,0.766276133689315
"PHEV","2022","Moldova","NMC 532",0.0230753399693783,0.0309155144284275
"PHEV","2022","Moldova","NMC 811",0.0290365433385359,0.0389021213002892
"PHEV","2022","Morocco","NMC 111",0.869725977380002,0.381007568835152
"PHEV","2022","Morocco","NMC 622",0.76793819474893,0.336416609606576
"PHEV","2022","Morocco","NMC 532",0.342657666542652,0.150110687581659
"PHEV","2022","Morocco","NMC 811",0.302378161328416,0.132465133976614
"PHEV","2022","Nepal","NMC 111",0.785022866414863,0.521263523515846
"PHEV","2022","Nepal","NMC 622",0.250133352639231,0.166091203611707
"PHEV","2022","Nepal","NMC 532",0.322159440288468,0.213917291028199
