"Powertrain","Year","Region","chemistry","MWh","chem_share_mwh"
"BEV","2018","Other Europe","NMC 811",3.76734335254575,0.0518802051408053
"BEV","2018","Other Europe","NCA",27.079,0.372905770337748
"BEV","2018","Other Latin America and Caribbean","NMC 111",0.172068865429546,0.00729380424946467
"BEV","2018","Other Latin America and Caribbean","LMO",0.6187,0.0262259920054597
"BEV","2018","Other Latin America and Caribbean","LFP",0.1284,0.0054427305212559
"BEV","2018","Other Latin America and Caribbean","NMC 622",10.2229160368797,0.433337828116523
"BEV","2018","Other Latin America and Caribbean","NMC 532",0.773522467504211,0.0327887409872457
"BEV","2018","Other Latin America and Caribbean","NMC 811",0.730492630186542,0.0309647549366728
"BEV","2018","Other Latin America and Caribbean","NCA",10.945,0.463946149183378
"BEV","2018","South Korea","NMC 111",55.3209850297928,0.020771208249955
"BEV","2018","South Korea","LMO",36.3078,0.0136323833440704
"BEV","2018","South Korea","LFP",0.786,0.000295117118317259
"BEV","2018","South Korea","NMC 622",2448.7974015493,0.919442789424962
"BEV","2018","South Korea","NMC 532",13.0302950831495,0.0048924467376115
"BEV","2018","South Korea","NMC 811",11.9319183377594,0.0044800424374509
"BEV","2018","South Korea","NCA",97.175,0.0364860126876331
"BEV","2018","United Kingdom","NMC 111",1054.72822436463,0.109433998307147
"BEV","2018","United Kingdom","LMO",105.5593,0.0109523723653668
"BEV","2018","United Kingdom","LFP",23.6756,0.00245647694872436
"BEV","2018","United Kingdom","NMC 622",3724.21599304967,0.38640840101189
"BEV","2018","United Kingdom","NMC 532",1861.25330770633,0.193115521723528
"BEV","2018","United Kingdom","NMC 811",325.966174879369,0.0338208279686691
"BEV","2018","United Kingdom","NCA",2542.632,0.263812401674674
"BEV","2018","United States","NMC 111",173.070055795488,0.00945394826323363
"BEV","2018","United States","LMO",1.8,9.83249632387544e-05
"BEV","2018","United States","NMC 622",2332.23437857032,0.127398255298381
"BEV","2018","United States","NMC 532",69.8981587532541,0.0038181854943724
"BEV","2018","United States","NMC 811",87.9554068809415,0.0048045623045657
"BEV","2018","United States","NCA",15641.685,0.854426723676209
"BEV","2019","ASEAN","NMC 111",1.18166259366112,0.00939933353585951
"BEV","2019","ASEAN","LMO",0.0183,0.000145564228426069
"BEV","2019","ASEAN","LFP",2.952,0.0234811804543036
"BEV","2019","ASEAN","NMC 622",101.409835268614,0.80664723637653
"BEV","2019","ASEAN","NMC 532",11.584935475088,0.0921503931036596
"BEV","2019","ASEAN","NMC 811",4.53796666263724,0.0360964817415307
"BEV","2019","ASEAN","NCA",4.033,0.0320798105596905
"BEV","2019","Africa","NMC 111",2.11979865873996,0.135688824371257
"BEV","2019","Africa","LMO",0.0305,0.0019523123699792
"BEV","2019","Africa","NMC 622",9.99742240401943,0.639937423845058
"BEV","2019","Africa","NMC 532",2.0746680627164,0.132800004014492
"BEV","2019","Africa","NMC 811",1.40011087452421,0.089621435399213
"BEV","2019","Australia/NZ","NMC 111",4.26242179133978,0.00735825037938157
"BEV","2019","Australia/NZ","LFP",1.33,0.00229598887291287
"BEV","2019","Australia/NZ","NMC 622",173.836371735621,0.30009501895679
"BEV","2019","Australia/NZ","NMC 532",2.59807164964368,0.00448507037489645
"BEV","2019","Australia/NZ","NMC 811",1.83323482339587,0.00316472688417543
"BEV","2019","Australia/NZ","NCA",395.411,0.682600944531844
"BEV","2019","Brazil","NMC 111",0.855520300669349,0.0147654209239318
"BEV","2019","Brazil","LMO",1.0187,0.0175817386021594
"BEV","2019","Brazil","LFP",11.4931,0.198359359898379
"BEV","2019","Brazil","NMC 622",25.0306069119501,0.432003129262111
"BEV","2019","Brazil","NMC 532",14.9766103445089,0.258481248869689
"BEV","2019","Brazil","NMC 811",3.43026244287165,0.0592028836825113
"BEV","2019","Brazil","NCA",1.136,0.0196062187612183
"BEV","2019","Canada","NMC 111",233.865082002307,0.0120286714380032
"BEV","2019","Canada","NMC 622",3535.17143549386,0.181828836141303
"BEV","2019","Canada","NMC 532",57.5738294514271,0.00296126583741996
"BEV","2019","Canada","NMC 811",126.984253052405,0.00653133783243696
"BEV","2019","Canada","NCA",15488.709,0.796649888750837
"BEV","2019","China","NMC 111",1031.47043889972,0.0212604646098844
"BEV","2019","China","LFP",2683.2062,0.0553057153212983
"BEV","2019","China","NMC 622",11799.7731629169,0.243214589845603
"BEV","2019","China","NMC 532",21540.3414382101,0.443985255961773
"BEV","2019","China","NMC 811",7524.62735997321,0.155096130394128
"BEV","2019","China","NMCA 89:4:4:3",1.98,4.08113682564429e-05
"BEV","2019","China","NCA",3934.495,0.0810970324990572
"BEV","2019","EFTA","NMC 111",1174.69488412792,0.0545623196965347
"BEV","2019","EFTA","LMO",59.0619,0.00274331174267193
"BEV","2019","EFTA","LFP",52.4192,0.00243477109441904
"BEV","2019","EFTA","NMC 622",8463.94462491176,0.393133960791058
"BEV","2019","EFTA","NMC 532",2294.63832177867,0.10658153993218
"BEV","2019","EFTA","NMC 811",639.367169181641,0.0296973761950581
"BEV","2019","EFTA","NMC 721",7.13,0.000331174796700594
"BEV","2019","EFTA","NCA",8838.16,0.410515545751378
"BEV","2019","European Union","NMC 111",1174.69488412792,0.0545623196965347
"BEV","2019","European Union","LMO",59.0619,0.00274331174267193
"BEV","2019","European Union","LFP",52.4192,0.00243477109441904
"BEV","2019","European Union","NMC 622",8463.94462491176,0.393133960791058
"BEV","2019","European Union","NMC 532",2294.63832177867,0.10658153993218
"BEV","2019","European Union","NMC 811",639.367169181641,0.0296973761950581
"BEV","2019","European Union","NMC 721",7.13,0.000331174796700594
"BEV","2019","European Union","NCA",8838.16,0.410515545751378
"BEV","2019","India","NMC 111",0.605286495648182,0.0198741297494149
"BEV","2019","India","LFP",0.5,0.0164171263462044
"BEV","2019","India","NMC 622",24.7389568553954,0.81228516073665
"BEV","2019","India","NMC 532",2.04210337020287,0.0670509380812604
"BEV","2019","India","NMC 811",2.56965327875354,0.0843726450864705
"BEV","2019","Japan","NMC 111",14.9625064097511,0.00453278013084244
"BEV","2019","Japan","LMO",28.7294,0.00870335824258411
"BEV","2019","Japan","LFP",0.5521,0.000167254592359419
"BEV","2019","Japan","NMC 622",2677.02533487647,0.810984932295961
"BEV","2019","Japan","NMC 532",32.3796519961205,0.00980917495988224
"BEV","2019","Japan","NMC 811",58.7087067176624,0.0177853664372601
"BEV","2019","Japan","NCA",488.598,0.148017133341111
"BEV","2019","Mexico","NMC 111",233.865082002307,0.0120286714380032
"BEV","2019","Mexico","NMC 622",3535.17143549386,0.181828836141303
"BEV","2019","Mexico","NMC 532",57.5738294514271,0.00296126583741996
"BEV","2019","Mexico","NMC 811",126.984253052405,0.00653133783243696
"BEV","2019","Mexico","NCA",15488.709,0.796649888750837
"BEV","2019","Middle East","NMC 111",0.0286146970164916,0.000354415558239727
"BEV","2019","Middle East","LMO",0.0244,0.00030221321637847
"BEV","2019","Middle East","NMC 622",59.8073661993484,0.740761332058609
"BEV","2019","Middle East","NMC 532",10.558839687627,0.130779545214032
"BEV","2019","Middle East","NMC 811",0.12147941600816,0.00150461823916411
"BEV","2019","Middle East","NCA",10.197,0.126297875713576
"BEV","2019","Other Asia Pacific","NMC 111",14.9625064097511,0.00453278013084244
"BEV","2019","Other Asia Pacific","LMO",28.7294,0.00870335824258411
"BEV","2019","Other Asia Pacific","LFP",0.5521,0.000167254592359419
"BEV","2019","Other Asia Pacific","NMC 622",2677.02533487647,0.810984932295961
"BEV","2019","Other Asia Pacific","NMC 532",32.3796519961205,0.00980917495988224
"BEV","2019","Other Asia Pacific","NMC 811",58.7087067176624,0.0177853664372601
"BEV","2019","Other Asia Pacific","NCA",488.598,0.148017133341111
"BEV","2019","Other Europe","NMC 111",2.09149627249155,0.0231548211987559
"BEV","2019","Other Europe","LMO",0.0305,0.000337663545400801
"BEV","2019","Other Europe","LFP",0.6733,0.00745406115142162
"BEV","2019","Other Europe","NMC 622",58.1530175836289,0.643808330919451
"BEV","2019","Other Europe","NMC 532",4.74409920678675,0.0525216182916964
"BEV","2019","Other Europe","NMC 811",1.48118693709284,0.0163981256583647
"BEV","2019","Other Europe","NCA",23.153,0.25632537923491
"BEV","2019","Other Latin America and Caribbean","NMC 111",0.499456529742399,0.00544708160146576
"BEV","2019","Other Latin America and Caribbean","LMO",0.3233,0.0035259154238351
"BEV","2019","Other Latin America and Caribbean","LFP",13.3096,0.145154729121793
"BEV","2019","Other Latin America and Caribbean","NMC 622",24.9951191158986,0.27259720387053
"BEV","2019","Other Latin America and Caribbean","NMC 532",3.10265636585293,0.0338376242970028
"BEV","2019","Other Latin America and Caribbean","NMC 811",2.12036798850607,0.0231247701666556
"BEV","2019","Other Latin America and Caribbean","NCA",47.342,0.516312675518718
"BEV","2019","South Korea","NMC 111",14.9625064097511,0.00453278013084244
"BEV","2019","South Korea","LMO",28.7294,0.00870335824258411
"BEV","2019","South Korea","LFP",0.5521,0.000167254592359419
"BEV","2019","South Korea","NMC 622",2677.02533487647,0.810984932295961
"BEV","2019","South Korea","NMC 532",32.3796519961205,0.00980917495988224
"BEV","2019","South Korea","NMC 811",58.7087067176624,0.0177853664372601
"BEV","2019","South Korea","NCA",488.598,0.148017133341111
"BEV","2019","United Kingdom","NMC 111",1174.69488412792,0.0545623196965347
"BEV","2019","United Kingdom","LMO",59.0619,0.00274331174267193
"BEV","2019","United Kingdom","LFP",52.4192,0.00243477109441904
"BEV","2019","United Kingdom","NMC 622",8463.94462491176,0.393133960791058
"BEV","2019","United Kingdom","NMC 532",2294.63832177867,0.10658153993218
"BEV","2019","United Kingdom","NMC 811",639.367169181641,0.0296973761950581
"BEV","2019","United Kingdom","NMC 721",7.13,0.000331174796700594
"BEV","2019","United Kingdom","NCA",8838.16,0.410515545751378
"BEV","2019","United States","NMC 111",233.865082002307,0.0120286714380032
"BEV","2019","United States","NMC 622",3535.17143549386,0.181828836141303
"BEV","2019","United States","NMC 532",57.5738294514271,0.00296126583741996
"BEV","2019","United States","NMC 811",126.984253052405,0.00653133783243696
"BEV","2019","United States","NCA",15488.709,0.796649888750837
"BEV","2020","ASEAN","NMC 111",0.474420256033513,0.00330816005423305
"BEV","2020","ASEAN","LFP",7.0923,0.0494550206367657
"BEV","2020","ASEAN","NMC 622",81.2522100199721,0.566576388945835
"BEV","2020","ASEAN","NMC 532",44.5510894906033,0.310657339670936
"BEV","2020","ASEAN","NMC 811",3.55108023339117,0.0247618891227347
"BEV","2020","ASEAN","NCA",6.488,0.0452412015694959
"BEV","2020","Africa","NMC 111",0.434114744236143,0.0343894121468802
"BEV","2020","Africa","LMO",0.1281,0.0101477403255832
"BEV","2020","Africa","LFP",0.4458,0.0353150869410227
"BEV","2020","Africa","NMC 622",9.27436251661904,0.734690261545454
"BEV","2020","Africa","NMC 532",1.56203834255501,0.123740511154197
"BEV","2020","Africa","NMC 811",0.779084396589806,0.0617169878868623
"BEV","2020","Australia/NZ","NMC 111",3.26862215713167,0.00703308980508336
"BEV","2020","Australia/NZ","LFP",0.745,0.00160301547652271
"BEV","2020","Australia/NZ","NMC 622",142.655679199709,0.306952028954353
"BEV","2020","Australia/NZ","NMC 532",13.5500687081833,0.0291556642243811
"BEV","2020","Australia/NZ","NMC 811",2.02172993497572,0.00435015352364473
"BEV","2020","Australia/NZ","NCA",302.508,0.650906048016015
"BEV","2020","Brazil","NMC 111",0.658702711653025,0.00551350381560201
"BEV","2020","Brazil","LMO",0.5307,0.00444208961520304
"BEV","2020","Brazil","LFP",6.5786,0.0550645011165908
"BEV","2020","Brazil","NMC 622",71.1617555321834,0.595641408044337
"BEV","2020","Brazil","NMC 532",36.3246179223385,0.304045992178327
"BEV","2020","Brazil","NMC 811",2.7964238338251,0.0234067557413619
"BEV","2020","Brazil","NCA",1.42,0.011885749488578
"BEV","2020","Canada","NMC 111",68.2616573408695,0.00311968807408857
"BEV","2020","Canada","NMC 622",4307.91411076441,0.196879900065116
"BEV","2020","Canada","NMC 532",24.4884369713064,0.00111916832594562
"BEV","2020","Canada","NMC 811",79.9456949234092,0.00365367090022233
"BEV","2020","Canada","NCA",17400.314,0.795227572634627
"BEV","2020","China","NMC 111",1153.09175435461,0.0211931884104895
"BEV","2020","China","LFP",7005.830368,0.128763285662428
"BEV","2020","China","NMC 622",12650.8089236423,0.232514868007113
"BEV","2020","China","NMC 532",11495.6079106128,0.211282912589285
"BEV","2020","China","NMC 811",13542.7830913904,0.248908859658676
"BEV","2020","China","NMCA 89:4:4:3",7613.02,0.139923095125357
"BEV","2020","China","NCA",947.46,0.0174137905466518
"BEV","2020","EFTA","NMC 111",1510.93704842643,0.0356146901162086
"BEV","2020","EFTA","LMO",24.0282,0.000566374951187751
"BEV","2020","EFTA","LFP",432.0977,0.0101850872618773
"BEV","2020","EFTA","NMC 622",22392.2743205106,0.5278141215431
"BEV","2020","EFTA","NMC 532",5444.43837755685,0.12833227292654
"BEV","2020","EFTA","NMC 811",1825.31505350609,0.0430249758338861
"BEV","2020","EFTA","NMC 721",3817.599,0.0899856188678056
"BEV","2020","EFTA","NCA",6977.856,0.164476858499395
"BEV","2020","European Union","NMC 111",1510.93704842643,0.0356146901162086
"BEV","2020","European Union","LMO",24.0282,0.000566374951187751
"BEV","2020","European Union","LFP",432.0977,0.0101850872618773
"BEV","2020","European Union","NMC 622",22392.2743205106,0.5278141215431
"BEV","2020","European Union","NMC 532",5444.43837755685,0.12833227292654
"BEV","2020","European Union","NMC 811",1825.31505350609,0.0430249758338861
"BEV","2020","European Union","NMC 721",3817.599,0.0899856188678056
"BEV","2020","European Union","NCA",6977.856,0.164476858499395
"BEV","2020","India","NMC 111",4.99434957686998,0.0328768998139036
"BEV","2020","India","LFP",4.587,0.0301953912366879
"BEV","2020","India","NMC 622",52.3766504825386,0.344786015475803
"BEV","2020","India","NMC 532",68.4848358648754,0.450823285964741
"BEV","2020","India","NMC 811",21.4677640757161,0.141318407508864
"BEV","2020","Japan","NMC 111",59.2572722544584,0.013362413951701
"BEV","2020","Japan","LMO",24.5801,0.00554277067907887
"BEV","2020","Japan","LFP",1.0346,0.000233300537612744
"BEV","2020","Japan","NMC 622",2166.70439806311,0.488588150895051
"BEV","2020","Japan","NMC 532",215.017550357578,0.0484860913344269
"BEV","2020","Japan","NMC 811",266.989379324857,0.0602056502352425
"BEV","2020","Japan","NCA",1701.04,0.383581622366887
"BEV","2020","Mexico","NMC 111",68.2616573408695,0.00311968807408857
"BEV","2020","Mexico","NMC 622",4307.91411076441,0.196879900065116
"BEV","2020","Mexico","NMC 532",24.4884369713064,0.00111916832594562
"BEV","2020","Mexico","NMC 811",79.9456949234092,0.00365367090022233
"BEV","2020","Mexico","NCA",17400.314,0.795227572634627
"BEV","2020","Middle East","NMC 111",0.590135299090447,0.00220425921781846
"BEV","2020","Middle East","LMO",0.0366,0.00013670744233822
"BEV","2020","Middle East","LFP",2.524,0.00942758427490895
"BEV","2020","Middle East","NMC 622",105.305546991971,0.39333475391529
"BEV","2020","Middle East","NMC 532",43.8233865688607,0.163688062634646
"BEV","2020","Middle East","NMC 811",2.50533114007783,0.00935785279700374
"BEV","2020","Middle East","NMCA 89:4:4:3",0.36,0.00134466336726118
"BEV","2020","Middle East","NCA",112.58,0.420506116350733
"BEV","2020","Other Asia Pacific","NMC 111",59.2572722544584,0.013362413951701
"BEV","2020","Other Asia Pacific","LMO",24.5801,0.00554277067907887
"BEV","2020","Other Asia Pacific","LFP",1.0346,0.000233300537612744
"BEV","2020","Other Asia Pacific","NMC 622",2166.70439806311,0.488588150895051
"BEV","2020","Other Asia Pacific","NMC 532",215.017550357578,0.0484860913344269
"BEV","2020","Other Asia Pacific","NMC 811",266.989379324857,0.0602056502352425
"BEV","2020","Other Asia Pacific","NCA",1701.04,0.383581622366887
"BEV","2020","Other Europe","NMC 111",1.32720957844454,0.0073341934321232
"BEV","2020","Other Europe","LMO",0.0183,0.000101126259173892
"BEV","2020","Other Europe","LFP",1.4465,0.00799339529481068
"BEV","2020","Other Europe","NMC 622",145.303010444433,0.802948081581998
"BEV","2020","Other Europe","NMC 532",3.17313050117974,0.0175347987680265
"BEV","2020","Other Europe","NMC 811",3.2097494759424,0.0177371561413889
"BEV","2020","Other Europe","NCA",26.484,0.146351248522479
"BEV","2020","Other Latin America and Caribbean","NMC 111",1.34985866438967,0.00763382457551307
"BEV","2020","Other Latin America and Caribbean","LMO",0.0549,0.000310474703946252
"BEV","2020","Other Latin America and Caribbean","LFP",10.0753,0.056978611742617
"BEV","2020","Other Latin America and Caribbean","NMC 622",45.2865457981799,0.256107958095415
"BEV","2020","Other Latin America and Caribbean","NMC 532",5.68266514100817,0.0321370451235009
"BEV","2020","Other Latin America and Caribbean","NMC 811",2.98473039642222,0.0168794769797554
"BEV","2020","Other Latin America and Caribbean","NCA",111.392,0.629952608779252
"BEV","2020","South Korea","NMC 111",59.2572722544584,0.013362413951701
"BEV","2020","South Korea","LMO",24.5801,0.00554277067907887
"BEV","2020","South Korea","LFP",1.0346,0.000233300537612744
"BEV","2020","South Korea","NMC 622",2166.70439806311,0.488588150895051
"BEV","2020","South Korea","NMC 532",215.017550357578,0.0484860913344269
"BEV","2020","South Korea","NMC 811",266.989379324857,0.0602056502352425
"BEV","2020","South Korea","NCA",1701.04,0.383581622366887
"BEV","2020","United Kingdom","NMC 111",1510.93704842643,0.0356146901162086
"BEV","2020","United Kingdom","LMO",24.0282,0.000566374951187751
"BEV","2020","United Kingdom","LFP",432.0977,0.0101850872618773
"BEV","2020","United Kingdom","NMC 622",22392.2743205106,0.5278141215431
"BEV","2020","United Kingdom","NMC 532",5444.43837755685,0.12833227292654
"BEV","2020","United Kingdom","NMC 811",1825.31505350609,0.0430249758338861
"BEV","2020","United Kingdom","NMC 721",3817.599,0.0899856188678056
"BEV","2020","United Kingdom","NCA",6977.856,0.164476858499395
"BEV","2020","United States","NMC 111",68.2616573408695,0.00311968807408857
"BEV","2020","United States","NMC 622",4307.91411076441,0.196879900065116
"BEV","2020","United States","NMC 532",24.4884369713064,0.00111916832594562
"BEV","2020","United States","NMC 811",79.9456949234092,0.00365367090022233
"BEV","2020","United States","NCA",17400.314,0.795227572634627
"BEV","2021","ASEAN","NMC 111",5.03812815988856,0.0143688331449249
"BEV","2021","ASEAN","LFP",53.2962,0.152001731745444
"BEV","2021","ASEAN","NMC 622",171.285217173338,0.488508554695114
"BEV","2021","ASEAN","NMC 532",53.2532351652359,0.151879195255257
"BEV","2021","ASEAN","NMC 811",23.8406195015379,0.0679938804289602
"BEV","2021","ASEAN","NMCA 89:4:4:3",28.71,0.081881442174333
"BEV","2021","ASEAN","NCA",15.2055,0.0433663625559673
"BEV","2021","Africa","NMC 111",0.893660463297086,0.0144218104360154
"BEV","2021","Africa","LMO",0.0427,0.00068908867619126
"BEV","2021","Africa","LFP",3.9082,0.0630701724658239
"BEV","2021","Africa","NMC 622",44.0652240674979,0.711120536738721
"BEV","2021","Africa","NMC 532",9.26221364566503,0.149472752685994
"BEV","2021","Africa","NMC 811",3.79390182353999,0.0612256389972549
"BEV","2021","Australia/NZ","NMC 111",7.56063377720616,0.00508677935576238
"BEV","2021","Australia/NZ","LFP",588.6132,0.396017789317609
"BEV","2021","Australia/NZ","NMC 622",331.548437015889,0.223065128472724
"BEV","2021","Australia/NZ","NMC 532",133.890307147712,0.0900811321385465
"BEV","2021","Australia/NZ","NMC 811",31.3376220591924,0.0210838897434718
"BEV","2021","Australia/NZ","NMCA 89:4:4:3",330.08,0.222077166971377
"BEV","2021","Australia/NZ","NCA",63.3,0.0425881140005094
"BEV","2021","Brazil","NMC 111",3.25918226656751,0.0101128086547878
"BEV","2021","Brazil","LMO",0.2074,0.000643534587346633
"BEV","2021","Brazil","LFP",33.3427,0.103457958946589
"BEV","2021","Brazil","NMC 622",169.676783535712,0.526484469021015
"BEV","2021","Brazil","NMC 532",88.2101633922357,0.273704392952756
"BEV","2021","Brazil","NMC 811",13.8363708054847,0.0429324164738793
"BEV","2021","Brazil","NCA",13.75,0.0426644193636268
"BEV","2021","Canada","NMC 111",294.233686614158,0.0071173929018239
"BEV","2021","Canada","LFP",859.1,0.0207812786915021
"BEV","2021","Canada","NMC 622",7474.19007158956,0.180797610139635
"BEV","2021","Canada","NMC 532",988.693893624002,0.0239161021347768
"BEV","2021","Canada","NMC 811",1380.95664817228,0.0334047782173797
"BEV","2021","Canada","NMC 721",1421.596,0.034387827566901
"BEV","2021","Canada","NCA",28921.323,0.699595010347981
"BEV","2021","China","NMC 111",2773.11709363052,0.020493402011833
"BEV","2021","China","LFP",41440.60244,0.306247048624849
"BEV","2021","China","NMC 622",24617.9941445816,0.18192756875959
"BEV","2021","China","NMC 532",17384.047583527,0.128468529706276
"BEV","2021","China","NMC 811",29222.0456782608,0.215951620315004
"BEV","2021","China","NMC 721",5546.498,0.0409887536061512
"BEV","2021","China","NMCA 89:4:4:3",14289.47,0.105599526943396
"BEV","2021","China","NCA",43.782,0.000323550032900853
"BEV","2021","EFTA","NMC 111",1216.17409116081,0.0165536116045398
"BEV","2021","EFTA","LMO",2.5058,3.41069919677898e-05
"BEV","2021","EFTA","LFP",3439.1308,0.0468107616616563
"BEV","2021","EFTA","NMC 622",28501.3857305864,0.387938596130573
"BEV","2021","EFTA","NMC 532",12742.8058612791,0.173445118188901
"BEV","2021","EFTA","NMC 811",5447.58541697369,0.0741482768220011
"BEV","2021","EFTA","NMC 721",13241.168,0.180228434280531
"BEV","2021","EFTA","NMCA 89:4:4:3",5187.28,0.070605202847265
"BEV","2021","EFTA","NCA",3690.771,0.0502358914725642
"BEV","2021","European Union","NMC 111",1216.17409116081,0.0165536116045398
"BEV","2021","European Union","LMO",2.5058,3.41069919677898e-05
"BEV","2021","European Union","LFP",3439.1308,0.0468107616616563
"BEV","2021","European Union","NMC 622",28501.3857305864,0.387938596130573
"BEV","2021","European Union","NMC 532",12742.8058612791,0.173445118188901
"BEV","2021","European Union","NMC 811",5447.58541697369,0.0741482768220011
"BEV","2021","European Union","NMC 721",13241.168,0.180228434280531
"BEV","2021","European Union","NMCA 89:4:4:3",5187.28,0.070605202847265
"BEV","2021","European Union","NCA",3690.771,0.0502358914725642
"BEV","2021","India","NMC 111",23.5579915100699,0.045909454997142
"BEV","2021","India","LFP",7.2494,0.0141275202902598
"BEV","2021","India","NMC 622",195.823002744489,0.381616884786654
"BEV","2021","India","NMC 532",185.967976584732,0.362411559927631
"BEV","2021","India","NMC 811",100.541929160708,0.195934579998313
"BEV","2021","Japan","NMC 111",294.714637907739,0.0327017160876983
"BEV","2021","Japan","LMO",1.8239,0.000202381057133052
"BEV","2021","Japan","LFP",116.7563,0.0129553503048105
"BEV","2021","Japan","NMC 622",3781.11537351281,0.419554869473962
"BEV","2021","Japan","NMC 532",1061.74628553622,0.117812015830864
"BEV","2021","Japan","NMC 811",1264.01860304322,0.140256275628999
"BEV","2021","Japan","NMCA 89:4:4:3",463.53,0.0514335716941081
"BEV","2021","Japan","NCA",2028.502,0.225083819922425
"BEV","2021","Mexico","NMC 111",294.233686614158,0.0071173929018239
"BEV","2021","Mexico","LFP",859.1,0.0207812786915021
"BEV","2021","Mexico","NMC 622",7474.19007158956,0.180797610139635
"BEV","2021","Mexico","NMC 532",988.693893624002,0.0239161021347768
"BEV","2021","Mexico","NMC 811",1380.95664817228,0.0334047782173797
"BEV","2021","Mexico","NMC 721",1421.596,0.034387827566901
"BEV","2021","Mexico","NCA",28921.323,0.699595010347981
"BEV","2021","Middle East","NMC 111",7.94107331040619,0.00694279760284329
"BEV","2021","Middle East","LFP",65.9788,0.0576845769548809
"BEV","2021","Middle East","NMC 622",261.007954812196,0.22819653366233
"BEV","2021","Middle East","NMC 532",156.138332960755,0.136510116632638
"BEV","2021","Middle East","NMC 811",34.4326389166433,0.0301040972152682
"BEV","2021","Middle East","NMC 721",0.667,0.000583151145957573
"BEV","2021","Middle East","NMCA 89:4:4:3",566.08,0.494917842134428
"BEV","2021","Middle East","NCA",51.54,0.0450608846516542
"BEV","2021","Other Asia Pacific","NMC 111",294.714637907739,0.0327017160876983
"BEV","2021","Other Asia Pacific","LMO",1.8239,0.000202381057133052
"BEV","2021","Other Asia Pacific","LFP",116.7563,0.0129553503048105
"BEV","2021","Other Asia Pacific","NMC 622",3781.11537351281,0.419554869473962
"BEV","2021","Other Asia Pacific","NMC 532",1061.74628553622,0.117812015830864
"BEV","2021","Other Asia Pacific","NMC 811",1264.01860304322,0.140256275628999
"BEV","2021","Other Asia Pacific","NMCA 89:4:4:3",463.53,0.0514335716941081
"BEV","2021","Other Asia Pacific","NCA",2028.502,0.225083819922425
"BEV","2021","Other Europe","NMC 111",7.21513557784768,0.01701858724521
"BEV","2021","Other Europe","LMO",0.0122,2.87765575783536e-05
"BEV","2021","Other Europe","LFP",6.5128,0.0153619642783854
"BEV","2021","Other Europe","NMC 622",308.911006682563,0.728638964785898
"BEV","2021","Other Europe","NMC 532",41.0380788810366,0.0967979212971448
"BEV","2021","Other Europe","NMC 811",31.6129788585525,0.074566615274296
"BEV","2021","Other Europe","NMC 721",0.274,0.000646293178399089
"BEV","2021","Other Europe","NMCA 89:4:4:3",16.96,0.040004132502367
"BEV","2021","Other Europe","NCA",11.42,0.0269367448807212
"BEV","2021","Other Latin America and Caribbean","NMC 111",3.63807311826746,0.00925837555234201
"BEV","2021","Other Latin America and Caribbean","LMO",0.2257,0.000574374206958962
"BEV","2021","Other Latin America and Caribbean","LFP",35.2651,0.0897446337874546
"BEV","2021","Other Latin America and Caribbean","NMC 622",94.0232387973002,0.239275689942013
"BEV","2021","Other Latin America and Caribbean","NMC 532",27.8571763874529,0.0708925281154595
"BEV","2021","Other Latin America and Caribbean","NMC 811",16.6281116969794,0.0423161651270606
"BEV","2021","Other Latin America and Caribbean","NMC 721",3.15,0.00801629929960448
"BEV","2021","Other Latin America and Caribbean","NCA",212.162,0.539921933969106
"BEV","2021","South Korea","NMC 111",294.714637907739,0.0327017160876983
"BEV","2021","South Korea","LMO",1.8239,0.000202381057133052
"BEV","2021","South Korea","LFP",116.7563,0.0129553503048105
"BEV","2021","South Korea","NMC 622",3781.11537351281,0.419554869473962
"BEV","2021","South Korea","NMC 532",1061.74628553622,0.117812015830864
"BEV","2021","South Korea","NMC 811",1264.01860304322,0.140256275628999
"BEV","2021","South Korea","NMCA 89:4:4:3",463.53,0.0514335716941081
"BEV","2021","South Korea","NCA",2028.502,0.225083819922425
"BEV","2021","United Kingdom","NMC 111",1216.17409116081,0.0165536116045398
"BEV","2021","United Kingdom","LMO",2.5058,3.41069919677898e-05
"BEV","2021","United Kingdom","LFP",3439.1308,0.0468107616616563
"BEV","2021","United Kingdom","NMC 622",28501.3857305864,0.387938596130573
"BEV","2021","United Kingdom","NMC 532",12742.8058612791,0.173445118188901
"BEV","2021","United Kingdom","NMC 811",5447.58541697369,0.0741482768220011
"BEV","2021","United Kingdom","NMC 721",13241.168,0.180228434280531
"BEV","2021","United Kingdom","NMCA 89:4:4:3",5187.28,0.070605202847265
"BEV","2021","United Kingdom","NCA",3690.771,0.0502358914725642
"BEV","2021","United States","NMC 111",294.233686614158,0.0071173929018239
"BEV","2021","United States","LFP",859.1,0.0207812786915021
"BEV","2021","United States","NMC 622",7474.19007158956,0.180797610139635
"BEV","2021","United States","NMC 532",988.693893624002,0.0239161021347768
"BEV","2021","United States","NMC 811",1380.95664817228,0.0334047782173797
"BEV","2021","United States","NMC 721",1421.596,0.034387827566901
"BEV","2021","United States","NCA",28921.323,0.699595010347981
"BEV","2022","ASEAN","NMC 111",50.9908571267252,0.0287344343450486
"BEV","2022","ASEAN","LFP",500.3331,0.281948361387114
"BEV","2022","ASEAN","NMC 622",474.853360861667,0.267589985539856
"BEV","2022","ASEAN","NMC 532",238.112925272859,0.134181706358774
