"Powertrain","Year","Region","chemistry","MWh","chem_share_mwh"
"BEV","2015","Brazil","NMC 111",0.0693372774949552,0.0289448037966834
"BEV","2015","Brazil","LMO",1.2855,0.536631183469004
"BEV","2015","Brazil","LFP",0.3,0.125234815278647
"BEV","2015","Brazil","NMC 622",0.440946881587542,0.184073004211038
"BEV","2015","Brazil","NMC 532",0.132715313367482,0.0554019258474147
"BEV","2015","Brazil","NMC 811",0.167000527550021,0.0697142673972117
"BEV","2015","Canada","NMC 111",76.4427049209883,0.0223731162046131
"BEV","2015","Canada","LMO",467.4,0.136797808565837
"BEV","2015","Canada","NMC 622",300.24136248076,0.0878741130256507
"BEV","2015","Canada","NMC 532",127.538003370234,0.0373275981384475
"BEV","2015","Canada","NMC 811",160.485729228019,0.0469706804973969
"BEV","2015","Canada","NCA",2284.6136,0.668656683568054
"BEV","2015","China","NMC 111",602.515915218653,0.172336146896267
"BEV","2015","China","LMO",203.6963,0.0582627522233779
"BEV","2015","China","LFP",875.5803,0.250440081977782
"BEV","2015","China","NMC 622",720.085744837023,0.205964356402281
"BEV","2015","China","NMC 532",352.560502388287,0.100842014284984
"BEV","2015","China","NMC 811",427.908037556038,0.12239348464611
"BEV","2015","China","NCA",313.82,0.0897611635691981
"BEV","2015","EFTA","NMC 111",269.683417191334,0.0804989850568143
"BEV","2015","EFTA","LMO",486.5403,0.145229546358983
"BEV","2015","EFTA","LFP",0.24,7.16386517749013e-05
"BEV","2015","EFTA","NMC 622",315.575091765938,0.0941973921160524
"BEV","2015","EFTA","NMC 532",617.392812125843,0.184288286150876
"BEV","2015","EFTA","NMC 811",166.514178916885,0.0497035469958763
"BEV","2015","EFTA","NCA",1494.201,0.446010604669622
"BEV","2015","European Union","NMC 111",269.683417191334,0.0804989850568143
"BEV","2015","European Union","LMO",486.5403,0.145229546358983
"BEV","2015","European Union","LFP",0.24,7.16386517749013e-05
"BEV","2015","European Union","NMC 622",315.575091765938,0.0941973921160524
"BEV","2015","European Union","NMC 532",617.392812125843,0.184288286150876
"BEV","2015","European Union","NMC 811",166.514178916885,0.0497035469958763
"BEV","2015","European Union","NCA",1494.201,0.446010604669622
"BEV","2015","India","NMC 111",0.0253408203733631,0.000305276515350829
"BEV","2015","India","LMO",77.9,0.938447934812202
"BEV","2015","India","LFP",3.75,0.0451756066180457
"BEV","2015","India","NMC 622",0.180984168558168,0.0021802852274341
"BEV","2015","India","NMC 532",0.0854943486435037,0.00102993574996932
"BEV","2015","India","NMC 811",0.107580662424965,0.0012960057827784
"BEV","2015","India","NCA",0.96,0.0115649552942197
"BEV","2015","Japan","NMC 111",42.207430096241,0.0701308359457307
"BEV","2015","Japan","LMO",251.871,0.418502707703596
"BEV","2015","Japan","LFP",0.352,0.000584874610858995
"BEV","2015","Japan","NMC 622",28.5682195962687,0.047468256588926
"BEV","2015","Japan","NMC 532",29.3832208568595,0.0488224427967034
"BEV","2015","Japan","NMC 811",16.9815294506307,0.0282160949693983
"BEV","2015","Japan","NCA",232.475,0.386274787384786
"BEV","2015","Mexico","NMC 111",76.4427049209883,0.0223731162046131
"BEV","2015","Mexico","LMO",467.4,0.136797808565837
"BEV","2015","Mexico","NMC 622",300.24136248076,0.0878741130256507
"BEV","2015","Mexico","NMC 532",127.538003370234,0.0373275981384475
"BEV","2015","Mexico","NMC 811",160.485729228019,0.0469706804973969
"BEV","2015","Mexico","NCA",2284.6136,0.668656683568054
"BEV","2015","Middle East","NMC 111",0.044666844123304,0.0573386959220847
"BEV","2015","Middle East","LMO",0.075,0.0962772785622593
"BEV","2015","Middle East","NMC 622",0.319010652641338,0.40951303291571
"BEV","2015","Middle East","NMC 532",0.150696097759205,0.19344813576278
"BEV","2015","Middle East","NMC 811",0.189626405476153,0.243422856837166
"BEV","2015","Other Asia Pacific","NMC 111",42.207430096241,0.0701308359457307
"BEV","2015","Other Asia Pacific","LMO",251.871,0.418502707703596
"BEV","2015","Other Asia Pacific","LFP",0.352,0.000584874610858995
"BEV","2015","Other Asia Pacific","NMC 622",28.5682195962687,0.047468256588926
"BEV","2015","Other Asia Pacific","NMC 532",29.3832208568595,0.0488224427967034
"BEV","2015","Other Asia Pacific","NMC 811",16.9815294506307,0.0282160949693983
"BEV","2015","Other Asia Pacific","NCA",232.475,0.386274787384786
"BEV","2015","Other Europe","NMC 111",0.173655045973697,0.0095361939788193
"BEV","2015","Other Europe","LMO",4.4031,0.241794388828178
"BEV","2015","Other Europe","NMC 622",1.24024454016952,0.0681075084798832
"BEV","2015","Other Europe","NMC 532",1.79587389143032,0.0986196611457553
"BEV","2015","Other Europe","NMC 811",0.737226522426462,0.0404844851168562
"BEV","2015","Other Europe","NCA",9.86,0.541457762450508
"BEV","2015","Other Latin America and Caribbean","NMC 111",0.172703337647206,0.035001284432574
"BEV","2015","Other Latin America and Caribbean","LMO",2.2122,0.448340156459
"BEV","2015","Other Latin America and Caribbean","NMC 622",1.23344743819563,0.249979214096637
"BEV","2015","Other Latin America and Caribbean","NMC 532",0.582663037074655,0.118086627431935
"BEV","2015","Other Latin America and Caribbean","NMC 811",0.73318618708251,0.148592717579853
"BEV","2015","South Korea","NMC 111",42.207430096241,0.0701308359457307
"BEV","2015","South Korea","LMO",251.871,0.418502707703596
"BEV","2015","South Korea","LFP",0.352,0.000584874610858995
"BEV","2015","South Korea","NMC 622",28.5682195962687,0.047468256588926
"BEV","2015","South Korea","NMC 532",29.3832208568595,0.0488224427967034
"BEV","2015","South Korea","NMC 811",16.9815294506307,0.0282160949693983
"BEV","2015","South Korea","NCA",232.475,0.386274787384786
"BEV","2015","United Kingdom","NMC 111",269.683417191334,0.0804989850568143
"BEV","2015","United Kingdom","LMO",486.5403,0.145229546358983
"BEV","2015","United Kingdom","LFP",0.24,7.16386517749013e-05
"BEV","2015","United Kingdom","NMC 622",315.575091765938,0.0941973921160524
"BEV","2015","United Kingdom","NMC 532",617.392812125843,0.184288286150876
"BEV","2015","United Kingdom","NMC 811",166.514178916885,0.0497035469958763
"BEV","2015","United Kingdom","NCA",1494.201,0.446010604669622
"BEV","2015","United States","NMC 111",76.4427049209883,0.0223731162046131
"BEV","2015","United States","LMO",467.4,0.136797808565837
"BEV","2015","United States","NMC 622",300.24136248076,0.0878741130256507
"BEV","2015","United States","NMC 532",127.538003370234,0.0373275981384475
"BEV","2015","United States","NMC 811",160.485729228019,0.0469706804973969
"BEV","2015","United States","NCA",2284.6136,0.668656683568054
"BEV","2016","ASEAN","NMC 111",1.11,0.199156723782184
"BEV","2016","ASEAN","LMO",2.7855,0.499775724410155
"BEV","2016","ASEAN","NMC 622",0.448,0.0803803714003768
"BEV","2016","ASEAN","NCA",1.23,0.220687180407284
"BEV","2016","Africa","NMC 111",0.153415382230325,0.0582619558826998
"BEV","2016","Africa","LMO",0.2152,0.0817256569952909
"BEV","2016","Africa","NMC 622",1.09569283819141,0.416106956627455
"BEV","2016","Africa","NMC 532",0.51758972213318,0.196563011595465
"BEV","2016","Africa","NMC 811",0.651302057445081,0.247342418899089
"BEV","2016","Australia/NZ","NMC 111",0.291184679573141,0.00637419452764867
"BEV","2016","Australia/NZ","LMO",2.0124,0.044052554846788
"BEV","2016","Australia/NZ","NMC 622",2.19164131993204,0.0479762469940336
"BEV","2016","Australia/NZ","NMC 532",1.08239299865923,0.0236941845255491
"BEV","2016","Australia/NZ","NMC 811",1.23618100183559,0.0270606894175709
"BEV","2016","Australia/NZ","NCA",38.868,0.85084212968841
"BEV","2016","Brazil","NMC 111",0.0667464772978917,0.0218840909173415
"BEV","2016","Brazil","LMO",1.388,0.455081967213115
"BEV","2016","Brazil","LFP",0.082,0.0268852459016393
"BEV","2016","Brazil","NMC 622",1.00470341843564,0.329410956864143
"BEV","2016","Brazil","NMC 532",0.225187918810631,0.0738321045280756
"BEV","2016","Brazil","NMC 811",0.283362185455842,0.0929056345756858
"BEV","2016","Canada","NMC 111",103.726810014104,0.0194950310319587
"BEV","2016","Canada","LMO",446.0734,0.0838376768199941
"BEV","2016","Canada","NMC 622",266.685152739064,0.0501223871408348
"BEV","2016","Canada","NMC 532",103.395589469989,0.0194327794811297
"BEV","2016","Canada","NMC 811",130.106447776843,0.0244529763956164
"BEV","2016","Canada","NCA",4270.692,0.802659149130466
"BEV","2016","China","NMC 111",780.845693940001,0.0786789836076269
"BEV","2016","China","LMO",418.7048,0.0421892165780016
"BEV","2016","China","LFP",3141.2856,0.316519845274661
"BEV","2016","China","NMC 622",1491.43049202043,0.150278391933614
"BEV","2016","China","NMC 532",2403.19656462431,0.242149075779509
"BEV","2016","China","NMC 811",886.536549415264,0.0893285257001946
"BEV","2016","China","NCA",802.451,0.0808559611263926
"BEV","2016","EFTA","NMC 111",223.986915458236,0.0612153613777749
"BEV","2016","EFTA","LMO",651.0961,0.177943800742198
"BEV","2016","EFTA","LFP",0.328,8.96420154312717e-05
"BEV","2016","EFTA","NMC 622",362.740360404043,0.0991365151978179
"BEV","2016","EFTA","NMC 532",794.482220616051,0.217131059391265
"BEV","2016","EFTA","NMC 811",193.60290352167,0.0529114465397212
"BEV","2016","EFTA","NCA",1432.762,0.391572174735792
"BEV","2016","European Union","NMC 111",223.986915458236,0.0612153613777749
"BEV","2016","European Union","LMO",651.0961,0.177943800742198
"BEV","2016","European Union","LFP",0.328,8.96420154312717e-05
"BEV","2016","European Union","NMC 622",362.740360404043,0.0991365151978179
"BEV","2016","European Union","NMC 532",794.482220616051,0.217131059391265
"BEV","2016","European Union","NMC 811",193.60290352167,0.0529114465397212
"BEV","2016","European Union","NCA",1432.762,0.391572174735792
"BEV","2016","India","NMC 111",0.0504532307483683,0.00211853063372839
"BEV","2016","India","LMO",12.238,0.513873492559374
"BEV","2016","India","LFP",9.63,0.404363599717827
"BEV","2016","India","NMC 622",0.360337032642602,0.0151305482482869
"BEV","2016","India","NMC 532",0.170218092241648,0.00714745592065772
"BEV","2016","India","NMC 811",0.214191644367381,0.00899390491649792
"BEV","2016","India","NCA",1.152,0.0483724680036279
"BEV","2016","Japan","NMC 111",25.1450454553904,0.0331863153257683
"BEV","2016","Japan","LMO",446.4775,0.589258950720424
"BEV","2016","Japan","LFP",0.0352,4.64567980813342e-05
"BEV","2016","Japan","NMC 622",119.319994314243,0.157477979628487
"BEV","2016","Japan","NMC 532",29.9228807895786,0.0394920804219685
"BEV","2016","Japan","NMC 811",8.29857944078804,0.0109524269728012
"BEV","2016","Japan","NCA",128.494,0.16958579013247
"BEV","2016","Mexico","NMC 111",103.726810014104,0.0194950310319587
"BEV","2016","Mexico","LMO",446.0734,0.0838376768199941
"BEV","2016","Mexico","NMC 622",266.685152739064,0.0501223871408348
"BEV","2016","Mexico","NMC 532",103.395589469989,0.0194327794811297
"BEV","2016","Mexico","NMC 811",130.106447776843,0.0244529763956164
"BEV","2016","Mexico","NCA",4270.692,0.802659149130466
"BEV","2016","Middle East","NMC 111",0.00164962776591748,0.00990172728641942
"BEV","2016","Middle East","LMO",0.0656,0.3937575030012
"BEV","2016","Middle East","NMC 622",0.0117816434214131,0.0707181477875934
"BEV","2016","Middle East","NMC 532",0.0805654808831525,0.483586319826846
"BEV","2016","Middle East","NMC 811",0.007003247929517,0.0420363020979412
"BEV","2016","Other Asia Pacific","NMC 111",25.1450454553904,0.0331863153257683
"BEV","2016","Other Asia Pacific","LMO",446.4775,0.589258950720424
"BEV","2016","Other Asia Pacific","LFP",0.0352,4.64567980813342e-05
"BEV","2016","Other Asia Pacific","NMC 622",119.319994314243,0.157477979628487
"BEV","2016","Other Asia Pacific","NMC 532",29.9228807895786,0.0394920804219685
"BEV","2016","Other Asia Pacific","NMC 811",8.29857944078804,0.0109524269728012
"BEV","2016","Other Asia Pacific","NCA",128.494,0.16958579013247
"BEV","2016","Other Europe","NMC 111",0.143390721191288,0.00487582573716063
"BEV","2016","Other Europe","LMO",10.3145,0.350731931244368
"BEV","2016","Other Europe","NMC 622",1.02409669739975,0.0348231530815836
"BEV","2016","Other Europe","NMC 532",1.03376872292018,0.0351520384555546
"BEV","2016","Other Europe","NMC 811",0.608743858488785,0.0206995888429803
"BEV","2016","Other Europe","NCA",16.284,0.553717462638353
"BEV","2016","Other Latin America and Caribbean","NMC 111",0.0448571857886021,0.00951371914922633
"BEV","2016","Other Latin America and Caribbean","LMO",4.008,0.850053022269353
"BEV","2016","Other Latin America and Caribbean","NMC 622",0.320370073036117,0.0679469932208095
"BEV","2016","Other Latin America and Caribbean","NMC 532",0.151338268630338,0.0320971937710155
"BEV","2016","Other Latin America and Caribbean","NMC 811",0.190434472544943,0.0403890715895955
"BEV","2016","South Korea","NMC 111",25.1450454553904,0.0331863153257683
"BEV","2016","South Korea","LMO",446.4775,0.589258950720424
"BEV","2016","South Korea","LFP",0.0352,4.64567980813342e-05
"BEV","2016","South Korea","NMC 622",119.319994314243,0.157477979628487
"BEV","2016","South Korea","NMC 532",29.9228807895786,0.0394920804219685
"BEV","2016","South Korea","NMC 811",8.29857944078804,0.0109524269728012
"BEV","2016","South Korea","NCA",128.494,0.16958579013247
"BEV","2016","United Kingdom","NMC 111",223.986915458236,0.0612153613777749
"BEV","2016","United Kingdom","LMO",651.0961,0.177943800742198
"BEV","2016","United Kingdom","LFP",0.328,8.96420154312717e-05
"BEV","2016","United Kingdom","NMC 622",362.740360404043,0.0991365151978179
"BEV","2016","United Kingdom","NMC 532",794.482220616051,0.217131059391265
"BEV","2016","United Kingdom","NMC 811",193.60290352167,0.0529114465397212
"BEV","2016","United Kingdom","NCA",1432.762,0.391572174735792
"BEV","2016","United States","NMC 111",103.726810014104,0.0194950310319587
"BEV","2016","United States","LMO",446.0734,0.0838376768199941
"BEV","2016","United States","NMC 622",266.685152739064,0.0501223871408348
"BEV","2016","United States","NMC 532",103.395589469989,0.0194327794811297
"BEV","2016","United States","NMC 811",130.106447776843,0.0244529763956164
"BEV","2016","United States","NCA",4270.692,0.802659149130466
"BEV","2017","ASEAN","NMC 111",1.74673524585346,0.0420734806775521
"BEV","2017","ASEAN","LMO",1.6683,0.0401842168015936
"BEV","2017","ASEAN","LFP",8.282,0.199487911976742
"BEV","2017","ASEAN","NMC 622",5.15504379617864,0.12416915274672
"BEV","2017","ASEAN","NMC 532",2.28577773953292,0.0550573567377854
"BEV","2017","ASEAN","NMC 811",2.44844321843498,0.0589754679110369
"BEV","2017","ASEAN","NCA",19.93,0.480052413148571
"BEV","2017","Africa","NMC 111",0.253154414846566,0.0601259773053787
"BEV","2017","Africa","LMO",0.0844,0.020045601368041
"BEV","2017","Africa","NMC 622",1.80802912505531,0.42941979979463
"BEV","2017","Africa","NMC 532",0.99008725860686,0.235152778502484
"BEV","2017","Africa","NMC 811",1.07472920149126,0.255255843029466
"BEV","2017","Australia/NZ","NMC 111",1.38308025311675,0.00932473583549471
"BEV","2017","Australia/NZ","LMO",0.044,0.000296648278968042
"BEV","2017","Australia/NZ","NMC 622",8.74250245180152,0.0589420069591092
"BEV","2017","Australia/NZ","NMC 532",1.54111267743036,0.0103901914421715
"BEV","2017","Australia/NZ","NMC 811",1.76810461765136,0.0119205725423119
"BEV","2017","Australia/NZ","NCA",134.845,0.909125844941945
"BEV","2017","Brazil","NMC 111",0.612498870838216,0.0458690703979732
"BEV","2017","Brazil","LMO",1.3981,0.104701494772789
"BEV","2017","Brazil","LFP",3.9956,0.299224156007549
"BEV","2017","Brazil","NMC 622",2.43082715925259,0.182040796157669
"BEV","2017","Brazil","NMC 532",3.23894880767248,0.242559746553072
"BEV","2017","Brazil","NMC 811",0.817225162236714,0.0612006981275435
"BEV","2017","Brazil","NCA",0.86,0.0644040379834047
"BEV","2017","Canada","NMC 111",156.902308003098,0.0215437863468774
"BEV","2017","Canada","LMO",365.341,0.0501638793458612
"BEV","2017","Canada","NMC 622",1842.56326971451,0.252996848284409
"BEV","2017","Canada","NMC 532",103.215760220376,0.0141722471397579
"BEV","2017","Canada","NMC 811",129.880162062012,0.0178334563574843
"BEV","2017","Canada","NCA",4685.047,0.64328978252561
"BEV","2017","China","NMC 111",850.274259763605,0.0493655616139007
"BEV","2017","China","LMO",619.9256,0.0359918873838926
"BEV","2017","China","LFP",4344.7113,0.252246979032848
"BEV","2017","China","NMC 622",3123.32037749055,0.181334978407823
"BEV","2017","China","NMC 532",5127.08045016668,0.297670078749058
"BEV","2017","China","NMC 811",1856.56501257916,0.107789190918433
"BEV","2017","China","NCA",1302.16,0.0756013238940441
"BEV","2017","EFTA","NMC 111",698.756987206544,0.11321246255059
"BEV","2017","EFTA","LMO",609.6816,0.0987804867379184
"BEV","2017","EFTA","LFP",0.588,9.52676383900975e-05
"BEV","2017","EFTA","NMC 622",769.291225195277,0.124640405201664
"BEV","2017","EFTA","NMC 532",1346.36919658331,0.218138458774941
"BEV","2017","EFTA","NMC 811",243.152391014865,0.0393955001035573
"BEV","2017","EFTA","NCA",2504.246,0.405737418992939
"BEV","2017","European Union","NMC 111",698.756987206544,0.11321246255059
"BEV","2017","European Union","LMO",609.6816,0.0987804867379184
"BEV","2017","European Union","LFP",0.588,9.52676383900975e-05
"BEV","2017","European Union","NMC 622",769.291225195277,0.124640405201664
"BEV","2017","European Union","NMC 532",1346.36919658331,0.218138458774941
"BEV","2017","European Union","NMC 811",243.152391014865,0.0393955001035573
"BEV","2017","European Union","NCA",2504.246,0.405737418992939
"BEV","2017","India","NMC 111",0.244589039908149,0.0072707800210508
"BEV","2017","India","LMO",4.5,0.133769322235434
"BEV","2017","India","LFP",21.9,0.651010701545779
"BEV","2017","India","NMC 622",1.74685520729028,0.051927919360591
"BEV","2017","India","NMC 532",0.825189569405876,0.0245300109811497
"BEV","2017","India","NMC 811",1.03836618339569,0.0308670090188969
"BEV","2017","India","NCA",3.385,0.100624256837099
"BEV","2017","Japan","NMC 111",65.167243359327,0.0461600230061363
"BEV","2017","Japan","LMO",325.9568,0.230885527933768
"BEV","2017","Japan","LFP",0.6216,0.000440298972635731
"BEV","2017","Japan","NMC 622",588.369782303935,0.416760956689721
"BEV","2017","Japan","NMC 532",20.4975686099718,0.0145190772208832
"BEV","2017","Japan","NMC 811",12.5350057267666,0.00887894167226246
"BEV","2017","Japan","NCA",398.62,0.282355174504593
"BEV","2017","Mexico","NMC 111",156.902308003098,0.0215437863468774
"BEV","2017","Mexico","LMO",365.341,0.0501638793458612
"BEV","2017","Mexico","NMC 622",1842.56326971451,0.252996848284409
"BEV","2017","Mexico","NMC 532",103.215760220376,0.0141722471397579
"BEV","2017","Mexico","NMC 811",129.880162062012,0.0178334563574843
"BEV","2017","Mexico","NCA",4685.047,0.64328978252561
"BEV","2017","Middle East","NMC 111",0.0856537493841766,0.00160380157141663
"BEV","2017","Middle East","LMO",0.1927,0.00360816152280519
"BEV","2017","Middle East","LFP",0.41,0.00767693941022381
"BEV","2017","Middle East","NMC 622",0.611739177650293,0.0114543526870279
"BEV","2017","Middle East","NMC 532",4.06297689200984,0.0760761644514609
"BEV","2017","Middle East","NMC 811",0.36363018095569,0.00680869967542818
"BEV","2017","Middle East","NCA",47.68,0.892771880681637
"BEV","2017","Other Asia Pacific","NMC 111",65.167243359327,0.0461600230061363
"BEV","2017","Other Asia Pacific","LMO",325.9568,0.230885527933768
"BEV","2017","Other Asia Pacific","LFP",0.6216,0.000440298972635731
"BEV","2017","Other Asia Pacific","NMC 622",588.369782303935,0.416760956689721
"BEV","2017","Other Asia Pacific","NMC 532",20.4975686099718,0.0145190772208832
"BEV","2017","Other Asia Pacific","NMC 811",12.5350057267666,0.00887894167226246
"BEV","2017","Other Asia Pacific","NCA",398.62,0.282355174504593
"BEV","2017","Other Europe","NMC 111",2.68007428363733,0.0918151238489109
"BEV","2017","Other Europe","LMO",7.4105,0.253872058485983
"BEV","2017","Other Europe","LFP",0.3744,0.0128263543211864
"BEV","2017","Other Europe","NMC 622",3.01437893362781,0.103267874628821
"BEV","2017","Other Europe","NMC 532",2.87883087805138,0.09862421173253
"BEV","2017","Other Europe","NMC 811",1.46071590468349,0.0500418262715353
"BEV","2017","Other Europe","NCA",11.371,0.389552550711034
"BEV","2017","Other Latin America and Caribbean","NMC 111",0.0837503327311949,0.00401316469632778
"BEV","2017","Other Latin America and Caribbean","LMO",3.2979,0.158029412187513
"BEV","2017","Other Latin America and Caribbean","NMC 622",1.80414497370251,0.0864513689606308
"BEV","2017","Other Latin America and Caribbean","NMC 532",0.28255518329851,0.0135395341057032
"BEV","2017","Other Latin America and Caribbean","NMC 811",0.355549510267786,0.0170372904306306
"BEV","2017","Other Latin America and Caribbean","NCA",15.045,0.720929229619194
"BEV","2017","South Korea","NMC 111",65.167243359327,0.0461600230061363
"BEV","2017","South Korea","LMO",325.9568,0.230885527933768
"BEV","2017","South Korea","LFP",0.6216,0.000440298972635731
"BEV","2017","South Korea","NMC 622",588.369782303935,0.416760956689721
"BEV","2017","South Korea","NMC 532",20.4975686099718,0.0145190772208832
"BEV","2017","South Korea","NMC 811",12.5350057267666,0.00887894167226246
"BEV","2017","South Korea","NCA",398.62,0.282355174504593
"BEV","2017","United Kingdom","NMC 111",698.756987206544,0.11321246255059
"BEV","2017","United Kingdom","LMO",609.6816,0.0987804867379184
"BEV","2017","United Kingdom","LFP",0.588,9.52676383900975e-05
"BEV","2017","United Kingdom","NMC 622",769.291225195277,0.124640405201664
"BEV","2017","United Kingdom","NMC 532",1346.36919658331,0.218138458774941
"BEV","2017","United Kingdom","NMC 811",243.152391014865,0.0393955001035573
"BEV","2017","United Kingdom","NCA",2504.246,0.405737418992939
"BEV","2017","United States","NMC 111",156.902308003098,0.0215437863468774
"BEV","2017","United States","LMO",365.341,0.0501638793458612
"BEV","2017","United States","NMC 622",1842.56326971451,0.252996848284409
"BEV","2017","United States","NMC 532",103.215760220376,0.0141722471397579
"BEV","2017","United States","NMC 811",129.880162062012,0.0178334563574843
"BEV","2017","United States","NCA",4685.047,0.64328978252561
"BEV","2018","ASEAN","NMC 111",0.879690696272216,0.0223378336940524
"BEV","2018","ASEAN","LFP",10.906,0.276934171635197
"BEV","2018","ASEAN","NMC 622",14.9150611553764,0.378735568123278
"BEV","2018","ASEAN","NMC 532",1.74927345296623,0.0444189982267232
"BEV","2018","ASEAN","NMC 811",2.20117469538511,0.0558940483120146
"BEV","2018","ASEAN","NCA",8.73,0.221679380008735
"BEV","2018","Africa","NMC 111",0.345094576624591,0.0700173629201598
"BEV","2018","Africa","LMO",0.061,0.0123764887292795
"BEV","2018","Africa","NMC 622",2.47253825266662,0.501661341259688
"BEV","2018","Africa","NMC 532",1.36913598740806,0.277788460934538
"BEV","2018","Africa","NMC 811",0.680931183300729,0.138156346156335
"BEV","2018","Australia/NZ","NMC 111",4.2910045749824,0.0226030069972977
"BEV","2018","Australia/NZ","LFP",1.96,0.0103243641297878
"BEV","2018","Australia/NZ","NMC 622",20.1318427264007,0.106045140260705
"BEV","2018","Australia/NZ","NMC 532",3.36374103276763,0.0177186159492865
"BEV","2018","Australia/NZ","NMC 811",1.65061166584924,0.00869465095668527
"BEV","2018","Australia/NZ","NCA",158.445,0.834614221706238
"BEV","2018","Brazil","NMC 111",0.585015456068472,0.0329352378631772
"BEV","2018","Brazil","LMO",0.9816,0.0552621800862486
"BEV","2018","Brazil","LFP",0.9425,0.0530609257653722
"BEV","2018","Brazil","NMC 622",6.4998407533583,0.365928453793831
"BEV","2018","Brazil","NMC 532",6.72129279172508,0.37839577492738
"BEV","2018","Brazil","NMC 811",1.33735099884815,0.0752902727555735
"BEV","2018","Brazil","NCA",0.695,0.0391271548084177
"BEV","2018","Canada","NMC 111",173.070055795488,0.00945394826323363
"BEV","2018","Canada","LMO",1.8,9.83249632387544e-05
"BEV","2018","Canada","NMC 622",2332.23437857032,0.127398255298381
"BEV","2018","Canada","NMC 532",69.8981587532541,0.0038181854943724
"BEV","2018","Canada","NMC 811",87.9554068809415,0.0048045623045657
"BEV","2018","Canada","NCA",15641.685,0.854426723676209
"BEV","2018","China","NMC 111",1536.22683008567,0.043007781408117
"BEV","2018","China","LMO",168.6294,0.00472090203878128
"BEV","2018","China","LFP",4812.7835,0.134737355629344
"BEV","2018","China","NMC 622",5199.15505664535,0.14555410685715
"BEV","2018","China","NMC 532",18853.2488726501,0.52781034054883
"BEV","2018","China","NMC 811",3823.76274061885,0.107049004017113
"BEV","2018","China","NCA",1325.935,0.0371205095006651
"BEV","2018","EFTA","NMC 111",1054.72822436463,0.109433998307147
"BEV","2018","EFTA","LMO",105.5593,0.0109523723653668
"BEV","2018","EFTA","LFP",23.6756,0.00245647694872436
"BEV","2018","EFTA","NMC 622",3724.21599304967,0.38640840101189
"BEV","2018","EFTA","NMC 532",1861.25330770633,0.193115521723528
"BEV","2018","EFTA","NMC 811",325.966174879369,0.0338208279686691
"BEV","2018","EFTA","NCA",2542.632,0.263812401674674
"BEV","2018","European Union","NMC 111",1054.72822436463,0.109433998307147
"BEV","2018","European Union","LMO",105.5593,0.0109523723653668
"BEV","2018","European Union","LFP",23.6756,0.00245647694872436
"BEV","2018","European Union","NMC 622",3724.21599304967,0.38640840101189
"BEV","2018","European Union","NMC 532",1861.25330770633,0.193115521723528
"BEV","2018","European Union","NMC 811",325.966174879369,0.0338208279686691
"BEV","2018","European Union","NCA",2542.632,0.263812401674674
"BEV","2018","India","NMC 111",1.83489365347436,0.0548138507385918
"BEV","2018","India","LFP",4.47,0.133532486930545
"BEV","2018","India","NMC 622",13.1048126056641,0.391480585680779
"BEV","2018","India","NMC 532",6.1905271977219,0.184929864009616
"BEV","2018","India","NMC 811",7.78976654313967,0.232704004276017
"BEV","2018","India","NCA",0.085,0.00253920836445108
"BEV","2018","Japan","NMC 111",55.3209850297928,0.020771208249955
"BEV","2018","Japan","LMO",36.3078,0.0136323833440704
"BEV","2018","Japan","LFP",0.786,0.000295117118317259
"BEV","2018","Japan","NMC 622",2448.7974015493,0.919442789424962
"BEV","2018","Japan","NMC 532",13.0302950831495,0.0048924467376115
"BEV","2018","Japan","NMC 811",11.9319183377594,0.0044800424374509
"BEV","2018","Japan","NCA",97.175,0.0364860126876331
"BEV","2018","Mexico","NMC 111",173.070055795488,0.00945394826323363
"BEV","2018","Mexico","LMO",1.8,9.83249632387544e-05
"BEV","2018","Mexico","NMC 622",2332.23437857032,0.127398255298381
"BEV","2018","Mexico","NMC 532",69.8981587532541,0.0038181854943724
"BEV","2018","Mexico","NMC 811",87.9554068809415,0.0048045623045657
"BEV","2018","Mexico","NCA",15641.685,0.854426723676209
"BEV","2018","Middle East","NMC 111",0.0104687915913994,0.000398471079589203
"BEV","2018","Middle East","LMO",0.0854,0.00325055952254077
"BEV","2018","Middle East","LFP",0.082,0.00312114614576514
"BEV","2018","Middle East","NMC 622",3.72476812171281,0.141774947157961
"BEV","2018","Middle East","NMC 532",4.89531939791231,0.186329356964431
"BEV","2018","Middle East","NMC 811",0.0444436887834732,0.0016916493652454
"BEV","2018","Middle East","NCA",17.43,0.663433869764468
"BEV","2018","Other Asia Pacific","NMC 111",55.3209850297928,0.020771208249955
"BEV","2018","Other Asia Pacific","LMO",36.3078,0.0136323833440704
"BEV","2018","Other Asia Pacific","LFP",0.786,0.000295117118317259
"BEV","2018","Other Asia Pacific","NMC 622",2448.7974015493,0.919442789424962
"BEV","2018","Other Asia Pacific","NMC 532",13.0302950831495,0.0048924467376115
"BEV","2018","Other Asia Pacific","NMC 811",11.9319183377594,0.0044800424374509
"BEV","2018","Other Asia Pacific","NCA",97.175,0.0364860126876331
"BEV","2018","Other Europe","NMC 111",2.83440456723095,0.0390326754530112
"BEV","2018","Other Europe","LMO",0.4027,0.0055455945092142
"BEV","2018","Other Europe","LFP",1.3084,0.018018018018018
"BEV","2018","Other Europe","NMC 622",30.5944444505228,0.421317067686313
"BEV","2018","Other Europe","NMC 532",6.62990762970046,0.09130066885489
