"Powertrain","Year","Country","chemistry","MWh","unit","share_units","kwh_veh","kwh_veh_total"
"BEV","2022","Thailand","NMC 811",55.3165036413107,1092.53726856005,0.11033500995355,5.84198806630285,52.9477277317714
"BEV","2022","Thailand","NMC 721",0.13,2,0.000201979398101394,0.0106943501780996,52.9477277317714
"BEV","2022","Thailand","NMCA 89:4:4:3",31.04,388,0.0391840032316704,2.07470393455133,52.9477277317714
"BEV","2022","Thailand","NCA",0.2,2,0.000201979398101394,0.0106943501780996,52.9477277317714
"BEV","2022","Tunisia","NMC 111",0.0114204999178902,0.126894443532114,0.00269988177727901,0.182557963578568,67.6170212765958
"BEV","2022","Tunisia","NMC 622",1.21956522368671,15.9062802631856,0.338431494961396,22.8837295954748,67.6170212765958
"BEV","2022","Tunisia","NMC 532",1.89853025226798,30.4281139140887,0.647406679023163,43.7757111901194,67.6170212765958
"BEV","2022","Tunisia","NMC 811",0.0484840241274254,0.538711379193615,0.011461944238162,0.775022527422956,67.6170212765958
"BEV","2022","Turkey","NMC 111",19.0970998290868,215.847448448125,0.0299746491387481,2.42226301046578,80.810387446188
"BEV","2022","Turkey","LFP",20.7702,393,0.0545757533675878,4.41028777480237,80.810387446188
"BEV","2022","Turkey","NMC 622",249.60100917437,3345.58272767874,0.464599739991493,37.5444849961108,80.810387446188
"BEV","2022","Turkey","NMC 532",80.94141020899,1034.2217678648,0.143621964708346,11.6061466138641,80.810387446188
"BEV","2022","Turkey","NMC 811",206.385880787553,2148.34805600834,0.298340238301394,24.1089902479237,80.810387446188
"BEV","2022","Turkey","NMCA 89:4:4:3",5.12,64,0.00888765449243161,0.718214803021252,80.810387446188
"BEV","2022","Ukraine","NMC 111",0.892048903864228,11.9915249137847,0.0305906247800631,2.21678240035668,72.4660714285714
"BEV","2022","Ukraine","LFP",0.2996,4,0.0102040816326531,0.73944970845481,72.4660714285714
"BEV","2022","Ukraine","NMC 622",16.4714143081554,227.643484871041,0.580723175691431,42.0827271298821,72.4660714285714
"BEV","2022","Ukraine","NMC 532",5.08157659895611,74.4567648813776,0.189940726738208,13.7642582710058,72.4660714285714
"BEV","2022","Ukraine","NMC 811",4.02706018902424,52.9082253337966,0.134969962586216,9.78074294948433,72.4660714285714
"BEV","2022","Ukraine","NMC 721",0.675,9,0.0229591836734694,1.66376184402332,72.4660714285714
"BEV","2022","Ukraine","NMCA 89:4:4:3",0.64,8,0.0204081632653061,1.47889941690962,72.4660714285714
"BEV","2022","Ukraine","NCA",0.32,4,0.0102040816326531,0.73944970845481,72.4660714285714
"BEV","2022","United Arab Emirates","NMC 111",1.97674895189891,23.6658137187392,0.00578060911547122,0.467286282948131,80.8368588177821
