"Powertrain","Year","Region","chemistry","MWh","unit","share_units","kwh_veh","kwh_veh_total"
"PHEV","2022","EFTA","NMC 111",3381.67710050902,239481.593039792,0.240021882296843,3.54474090299547,14.7684072346853
"PHEV","2022","EFTA","LMO",382.2738,27701,0.0277634956286601,0.410022609702457,14.7684072346853
"PHEV","2022","EFTA","NMC 622",6258.67483938509,414367.661511753,0.415302507456037,6.13335655569667,14.7684072346853
"PHEV","2022","EFTA","NMC 532",2113.3754110266,144015.834134238,0.144340745151574,2.13168290495637,14.7684072346853
"PHEV","2022","EFTA","NMC 811",2599.16239907929,172182.911314216,0.172571369466886,2.54860426133431,14.7684072346853
"PHEV","2022","European Union","NMC 111",3381.67710050902,239481.593039792,0.240021882296843,3.54474090299547,14.7684072346853
"PHEV","2022","European Union","LMO",382.2738,27701,0.0277634956286601,0.410022609702457,14.7684072346853
"PHEV","2022","European Union","NMC 622",6258.67483938509,414367.661511753,0.415302507456037,6.13335655569667,14.7684072346853
"PHEV","2022","European Union","NMC 532",2113.3754110266,144015.834134238,0.144340745151574,2.13168290495637,14.7684072346853
"PHEV","2022","European Union","NMC 811",2599.16239907929,172182.911314216,0.172571369466886,2.54860426133431,14.7684072346853
"PHEV","2022","India","NMC 111",0.836851329650212,39.6799388624313,0.333444864390179,5.3502489417362,16.0453781512605
"PHEV","2022","India","NMC 622",0.497867852905367,34.282127632383,0.288085106154479,4.62243446799464,16.0453781512605
"PHEV","2022","India","NMC 532",0.368138874661589,29.4153035085709,0.247187424441772,3.96621569940437,16.0453781512605
"PHEV","2022","India","NMC 811",0.206541942782832,15.6226299966148,0.13128260501357,2.1064790421253,16.0453781512605
"PHEV","2022","Japan","NMC 111",151.387253816165,11657.3308030445,0.22162647204404,3.27105571513105,14.7593186182247
"PHEV","2022","Japan","LMO",66.4056,4812,0.0914846289853419,1.35025078786473,14.7593186182247
"PHEV","2022","Japan","NMC 622",330.965519969797,20401.5003483559,0.387868597280478,5.72467620926645,14.7593186182247
"PHEV","2022","Japan","NMC 532",87.7141472684774,6056.77603981476,0.115150022620482,1.69953587275148,14.7593186182247
"PHEV","2022","Japan","NMC 811",139.852878945561,9671.39280878491,0.183870279069657,2.71380003321096,14.7593186182247
"PHEV","2022","Mexico","NMC 111",812.403792938218,48599.9643991928,0.222803773909901,3.6555532108631,16.4070524781207
"PHEV","2022","Mexico","LMO",15.6216,1132,0.00518958964649359,0.0851458696699324,16.4070524781207
"PHEV","2022","Mexico","NMC 622",1863.53868763984,110741.501054007,0.507688115995611,8.32966556165825,16.4070524781207
"PHEV","2022","Mexico","NMC 532",434.222996230845,28711.4501387971,0.131626010932967,2.15959486886288,16.4070524781207
"PHEV","2022","Mexico","NMC 811",433.495673191095,26720.0844080033,0.122496707948064,2.00980991570092,16.4070524781207
"PHEV","2022","Mexico","NCA",19.5712,2224,0.0101958015669627,0.167283051365662,16.4070524781207
"PHEV","2022","Middle East","NMC 111",12.6368231455796,798.281077440402,0.0809615697201219,1.25527998906095,15.504639959432
"PHEV","2022","Middle East","LMO",0.1932,14,0.00141987829614604,0.0220147017679563,15.504639959432
"PHEV","2022","Middle East","NMC 622",79.356509386458,5245.4939586473,0.531997358889178,8.24842750894547,15.504639959432
"PHEV","2022","Middle East","NMC 532",26.9179219966631,1701.7949596557,0.172595837693276,2.67603632193081,15.504639959432
"PHEV","2022","Middle East","NMC 811",33.7712954712993,2100.4300042566,0.213025355401278,3.30288143772687,15.504639959432
"PHEV","2022","Other Asia Pacific","NMC 111",151.387253816165,11657.3308030445,0.22162647204404,3.27105571513105,14.7593186182247
"PHEV","2022","Other Asia Pacific","LMO",66.4056,4812,0.0914846289853419,1.35025078786473,14.7593186182247
"PHEV","2022","Other Asia Pacific","NMC 622",330.965519969797,20401.5003483559,0.387868597280478,5.72467620926645,14.7593186182247
"PHEV","2022","Other Asia Pacific","NMC 532",87.7141472684774,6056.77603981476,0.115150022620482,1.69953587275148,14.7593186182247
"PHEV","2022","Other Asia Pacific","NMC 811",139.852878945561,9671.39280878491,0.183870279069657,2.71380003321096,14.7593186182247
"PHEV","2022","Other Europe","NMC 111",1.57139966595956,91.6326775934869,0.107424006557429,1.69291670638792,15.7592028135991
"PHEV","2022","Other Europe","NMC 622",9.06126764290953,566.068613163495,0.663620882958377,10.4581360858807,15.7592028135991
"PHEV","2022","Other Europe","NMC 532",1.24424887421155,86.4790106459076,0.101382193019821,1.59770254148681,15.7592028135991
"PHEV","2022","Other Europe","NMC 811",1.56568381691936,108.81969859711,0.127572917464373,2.01044747984359,15.7592028135991
"PHEV","2022","Other Latin America and Caribbean","NMC 111",4.34743503205578,211.351402638647,0.192137638762407,3.19196512570179,16.6129090909091
"PHEV","2022","Other Latin America and Caribbean","LMO",2.7324,198,0.18,2.99032363636364,16.6129090909091
"PHEV","2022","Other Latin America and Caribbean","NMC 622",7.70002298507259,464.207740135807,0.422007036487097,7.0107645328841,16.6129090909091
"PHEV","2022","Other Latin America and Caribbean","NMC 532",1.94888784986691,134.287371898519,0.122079428998654,2.02809445582473,16.6129090909091
"PHEV","2022","Other Latin America and Caribbean","NMC 811",1.54545413300472,92.1534853270263,0.0837758957518421,1.39176134013483,16.6129090909091
"PHEV","2022","South Korea","NMC 111",151.387253816165,11657.3308030445,0.22162647204404,3.27105571513105,14.7593186182247
"PHEV","2022","South Korea","LMO",66.4056,4812,0.0914846289853419,1.35025078786473,14.7593186182247
"PHEV","2022","South Korea","NMC 622",330.965519969797,20401.5003483559,0.387868597280478,5.72467620926645,14.7593186182247
"PHEV","2022","South Korea","NMC 532",87.7141472684774,6056.77603981476,0.115150022620482,1.69953587275148,14.7593186182247
"PHEV","2022","South Korea","NMC 811",139.852878945561,9671.39280878491,0.183870279069657,2.71380003321096,14.7593186182247
"PHEV","2022","United Kingdom","NMC 111",3381.67710050902,239481.593039792,0.240021882296843,3.54474090299547,14.7684072346853
"PHEV","2022","United Kingdom","LMO",382.2738,27701,0.0277634956286601,0.410022609702457,14.7684072346853
"PHEV","2022","United Kingdom","NMC 622",6258.67483938509,414367.661511753,0.415302507456037,6.13335655569667,14.7684072346853
"PHEV","2022","United Kingdom","NMC 532",2113.3754110266,144015.834134238,0.144340745151574,2.13168290495637,14.7684072346853
"PHEV","2022","United Kingdom","NMC 811",2599.16239907929,172182.911314216,0.172571369466886,2.54860426133431,14.7684072346853
"PHEV","2022","United States","NMC 111",812.403792938218,48599.9643991928,0.222803773909901,3.6555532108631,16.4070524781207
"PHEV","2022","United States","LMO",15.6216,1132,0.00518958964649359,0.0851458696699324,16.4070524781207
"PHEV","2022","United States","NMC 622",1863.53868763984,110741.501054007,0.507688115995611,8.32966556165825,16.4070524781207
"PHEV","2022","United States","NMC 532",434.222996230845,28711.4501387971,0.131626010932967,2.15959486886288,16.4070524781207
"PHEV","2022","United States","NMC 811",433.495673191095,26720.0844080033,0.122496707948064,2.00980991570092,16.4070524781207
"PHEV","2022","United States","NCA",19.5712,2224,0.0101958015669627,0.167283051365662,16.4070524781207
