"Scenario","Region","t","Recycling"
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2023,0.0723766159023914
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2024,0.127511030046309
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2025,0.199296583246019
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2026,0.314025489404761
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2027,0.519403612115609
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2028,0.881424863069736
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2029,1.53359869109313
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2030,2.68974576347877
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2031,4.82598269352099
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2032,6.65838205606556
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2033,9.08577783779063
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2034,12.3057455088531
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2035,16.595635343249
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2036,22.0241396611374
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2037,28.557469329388
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2038,36.6295778321243
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2039,46.3356624303207
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2040,57.8636513759149
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2041,71.7831275079219
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2042,87.2408062903679
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2043,104.907045483766
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2044,124.685484043499
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2045,146.609376901111
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2046,170.620603527184
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2047,196.188731253391
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2048,222.818151126321
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2049,250.163424266922
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2050,278.160099635533
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2051,306.117112829855
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2052,334.583968270281
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2053,362.772539749264
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2054,390.851730348274
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2055,418.077048152171
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2056,444.239348699545
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2057,469.150964462709
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2058,492.598633901181
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2059,514.478539799606
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2060,534.717694869694
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2061,553.325215742679
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2062,570.353715132523
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2063,585.835682101974
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2064,599.850843852471
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2065,612.487679671082
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2066,623.837351430513
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2067,634.069828095796
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2068,643.347779280747
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2069,651.835674341346
"Ambitious-Baseline-Baseline-Baseline-Baseline","ASEAN",2070,659.713858668474
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2023,0.042417910568897
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2024,0.0721408327918785
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2025,0.146741333786936
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2026,0.23369060376432
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2027,0.401979557090879
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2028,0.637660576294888
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2029,1.0663604522856
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2030,1.66236415716659
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2031,2.64273673483362
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2032,3.62694443695198
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2033,4.94501353018327
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2034,6.69116240145224
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2035,8.83658191270804
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2036,11.6478610171664
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2037,15.1263930995949
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2038,19.4021941342573
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2039,24.5522732118542
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2040,30.8297420873309
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2041,38.023194430188
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2042,46.1661500033968
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2043,55.3805401175405
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2044,65.6315846442889
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2045,76.7746993028482
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2046,88.9485955035257
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2047,101.48508788135
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2048,114.309262158527
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2049,127.262783869654
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2050,140.182352386615
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2051,152.953489003572
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2052,165.692333049085
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2053,178.277106454666
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2054,190.687991349538
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2055,202.902554258768
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2056,214.878402649651
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2057,226.590460986002
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2058,237.912094969779
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2059,248.761817774985
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2060,259.03864146743
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2061,268.674528036695
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2062,277.619530192739
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2063,285.810436365324
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2064,293.245554859304
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2065,299.921811013608
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2066,305.876730034554
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2067,311.179805187838
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2068,315.93260166248
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2069,320.229782691647
"Ambitious-Baseline-Baseline-Baseline-Baseline","Africa",2070,324.169860009781
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2023,0.0657982903018657
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2024,0.104646601117147
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2025,0.150502794150307
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2026,0.257075530791655
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2027,0.398714913342712
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2028,0.501132640691037
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2029,0.636650588303532
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2030,0.822935325070297
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2031,1.09464430922588
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2032,1.40962583493143
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2033,1.92173607676827
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2034,2.58078777770456
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2035,3.41990305652102
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2036,4.48837847332291
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2037,5.77590455819583
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2038,7.23030385242841
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2039,8.95169945750781
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2040,10.9029290189278
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2041,13.0757915800723
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2042,15.4962558997775
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2043,18.1255472105071
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2044,20.9633128114518
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2045,24.0057344215598
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2046,27.9899205519437
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2047,31.8099933412109
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2048,35.7466173432945
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2049,39.3914248370345
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2050,43.1575092276226
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2051,46.6382352786798
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2052,49.9562351150094
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2053,52.8694804427405
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2054,55.3975629549412
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2055,57.5759463822961
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2056,59.451303006898
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2057,61.0776770086863
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2058,62.4901102958473
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2059,63.7026798853406
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2060,64.7271381054593
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2061,65.5596536224071
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2062,66.2061016942398
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2063,66.6792877685012
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2064,66.9985967081258
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2065,67.1921767233571
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2066,67.2978920902671
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2067,67.3463204714236
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2068,67.3611132632967
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2069,67.3666831489892
"Ambitious-Baseline-Baseline-Baseline-Baseline","Australia/NZ",2070,67.3716562880526
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2023,0.0185753461890392
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2024,0.0503753530454067
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2025,0.0623487880431675
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2026,0.171860177569487
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2027,0.343336751397837
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2028,0.495146367194026
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2029,0.724697999175721
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2030,1.06107553130738
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2031,1.57890190576792
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2032,2.14468549398084
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2033,2.87173729377836
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2034,3.82062366695871
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2035,5.05293465671169
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2036,6.6325028288504
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2037,8.63571532518245
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2038,11.1310325148317
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2039,14.307713503905
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2040,17.9208982716869
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2041,22.1285449519921
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2042,26.7800557174107
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2043,32.0181415383441
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2044,37.8115321605494
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2045,44.126774907416
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2046,50.7624978969989
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2047,58.0495142305798
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2048,66.5320662429998
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2049,75.3446685928015
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2050,84.3806798498928
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2051,93.5328466453869
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2052,103.139279779052
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2053,112.630951773093
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2054,121.863379660893
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2055,130.703408783987
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2056,139.035900971726
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2057,146.791690146259
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2058,153.902293395345
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2059,160.365164072789
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2060,166.178632935693
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2061,171.36451512725
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2062,175.970916133515
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2063,180.029574337987
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2064,183.594607027063
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2065,186.715645679118
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2066,189.442495913439
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2067,191.839371573577
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2068,193.959150312397
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2069,195.862389032723
"Ambitious-Baseline-Baseline-Baseline-Baseline","Brazil",2070,197.60544793792
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2023,0.121702221075323
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2024,0.142770827788082
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2025,0.20771618186558
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2026,0.311844967793909
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2027,0.465138524770803
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2028,0.691583751516784
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2029,1.03256256589418
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2030,1.56911232955413
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2031,2.40264617037297
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2032,3.00595184884676
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2033,3.79176038615011
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2034,4.81670472041458
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2035,6.14568861773743
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2036,7.66984282013839
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2037,9.77194621696258
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2038,12.1636140747415
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2039,15.0384115342902
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2040,18.4124413257712
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2041,22.3009760056538
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2042,26.7117901259052
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2043,31.4923142964273
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2044,36.4789923175511
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2045,41.4723466417286
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2046,46.4887153763901
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2047,51.7726392795822
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2048,56.5278846408759
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2049,60.6681832971891
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2050,64.1487105362885
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2051,66.9814566716544
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2052,69.7147681704209
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2053,71.9903148352371
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2054,73.8953767922806
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2055,75.4859716850848
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2056,76.8035591593427
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2057,77.8893825623733
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2058,78.7630562957579
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2059,79.4419418200933
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2060,79.9545803184796
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2061,80.3239463257758
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2062,80.5826185264232
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2063,80.7667468647224
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2064,80.9012722221257
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2065,81.0041676628111
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2066,81.0904324831853
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2067,81.1641215122863
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2068,81.2308783468025
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2069,81.2951459253924
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2070,81.3488033547129
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2023,10.7373479200508
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2024,14.2058628062138
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2025,22.4199827347462
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2026,34.1790847212444
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2027,48.8005050003078
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2028,68.5672880839908
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2029,94.5059736732222
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2030,126.384952192895
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2031,166.897503918548
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2032,213.973064262644
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2033,269.400094445915
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2034,333.577543603173
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2035,406.145844854064
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2036,479.197216351131
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2037,564.28575845813
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2038,656.094070185668
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2039,753.730539732759
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2040,856.281104754498
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2041,962.560887061383
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2042,1085.76977411377
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2043,1210.12422565672
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2044,1334.25118815326
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2045,1456.28686074246
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2046,1574.31300352758
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2047,1686.73672581059
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2048,1791.54066792153
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2049,1887.55173653634
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2050,1973.93576425285
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2051,2050.42027231589
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2052,2126.56538655241
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2053,2194.57393171753
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2054,2255.47289609002
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2055,2310.32763206321
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2056,2360.11656318725
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2057,2405.72915807143
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2058,2447.88270031275
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2059,2487.1739668925
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2060,2524.04726934509
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2061,2558.98950597048
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2062,2592.32601473321
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2063,2624.29867312361
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2064,2655.12603471117
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2065,2684.98863426093
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2066,2714.09962112151
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2067,2742.60730317154
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2068,2770.7727880685
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2069,2798.76334579444
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2070,2826.71036972592
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2023,0.2768408640546
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2024,0.341357814026724
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2025,0.401631659271091
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2026,0.562841254967547
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2027,0.664492664922878
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2028,0.828875183904005
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2029,1.06298254780785
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2030,1.38006124778709
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2031,1.79688131479054
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2032,2.2616213120356
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2033,2.86986409720929
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2034,3.57213820583541
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2035,4.42130324717038
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2036,5.44415454061009
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2037,6.55227575768298
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2038,7.72619222999152
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2039,8.9259622300623
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2040,10.1353200933886
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2041,11.3417989818332
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2042,12.5351981172109
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2043,13.7219957175774
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2044,14.9129419151915
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2045,16.0858588815853
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2046,17.2346795292589
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2047,18.2242529057935
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2048,19.2819465336314
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2049,20.2617285163507
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2050,21.1518390294437
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2051,21.9474279955226
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2052,22.6856016012931
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2053,23.3362441944659
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2054,23.9057973882816
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2055,24.4035025702635
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2056,24.8314481020713
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2057,25.1976377456472
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2058,25.5089344322984
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2059,25.7759715467335
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2060,26.0041216628876
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2061,26.1990528364684
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2062,26.3667765050802
