"t","Region","Scenario","Demand"
2030,"United States","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",440212.536988979
2030,"United States","Ambitious-Baseline-Baseline-Baseline-USA Recycling",439989.513801394
2030,"United States","Ambitious-Baseline-High Capacity-Baseline-Baseline",492400.049201747
2030,"United States","Ambitious-Baseline-Low Capacity-Baseline-Baseline",348884.816308008
2030,"United States","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",346627.908737927
2030,"United States","Ambitious-Double LFP-Baseline-Baseline-Baseline",453732.259350771
2030,"United States","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",440245.794388587
2030,"United States","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",447579.717646525
2030,"United States","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",447701.151787136
2031,"ASEAN","Ambitious-Baseline-Baseline-Baseline-Baseline",135878.768014249
2031,"ASEAN","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",135900.398376334
2031,"ASEAN","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",133630.942217549
2031,"ASEAN","Ambitious-Baseline-Baseline-Baseline-USA Recycling",135878.768014249
2031,"ASEAN","Ambitious-Baseline-High Capacity-Baseline-Baseline",181279.303826927
2031,"ASEAN","Ambitious-Baseline-Low Capacity-Baseline-Baseline",115077.340690172
2031,"ASEAN","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",114354.392093393
2031,"ASEAN","Ambitious-Double LFP-Baseline-Baseline-Baseline",142464.992726766
2031,"ASEAN","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",134071.602121823
2031,"ASEAN","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",135774.115956642
2031,"ASEAN","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",135878.768014249
2031,"Africa","Ambitious-Baseline-Baseline-Baseline-Baseline",80930.0435833812
2031,"Africa","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",80941.2356884074
2031,"Africa","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",79702.1714849127
2031,"Africa","Ambitious-Baseline-Baseline-Baseline-USA Recycling",80930.0435833812
2031,"Africa","Ambitious-Baseline-High Capacity-Baseline-Baseline",104205.175695317
2031,"Africa","Ambitious-Baseline-Low Capacity-Baseline-Baseline",67063.6381264384
2031,"Africa","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",66672.7435952925
2031,"Africa","Ambitious-Double LFP-Baseline-Baseline-Baseline",81261.8494976669
2031,"Africa","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",79934.3871219882
2031,"Africa","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",80921.472407866
2031,"Africa","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",80930.0435833812
2031,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-Baseline",28691.9544451478
2031,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",28703.9841561792
2031,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",28171.7771035311
2031,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-USA Recycling",28691.9544451478
2031,"Australia/NZ","Ambitious-Baseline-High Capacity-Baseline-Baseline",34303.9337587828
2031,"Australia/NZ","Ambitious-Baseline-Low Capacity-Baseline-Baseline",23403.7762976361
2031,"Australia/NZ","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",23228.5723534189
2031,"Australia/NZ","Ambitious-Double LFP-Baseline-Baseline-Baseline",29196.5040957234
2031,"Australia/NZ","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",28608.0472951319
2031,"Australia/NZ","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",28679.2049646906
2031,"Australia/NZ","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",28691.9544451478
2031,"Brazil","Ambitious-Baseline-Baseline-Baseline-Baseline",49763.0127771459
2031,"Brazil","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",49771.3482679465
2031,"Brazil","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",49027.3377242419
2031,"Brazil","Ambitious-Baseline-Baseline-Baseline-USA Recycling",49763.0127771459
2031,"Brazil","Ambitious-Baseline-High Capacity-Baseline-Baseline",64495.2613081255
2031,"Brazil","Ambitious-Baseline-Low Capacity-Baseline-Baseline",41810.5638057629
2031,"Brazil","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",41570.7137725309
2031,"Brazil","Ambitious-Double LFP-Baseline-Baseline-Baseline",51715.6190710454
2031,"Brazil","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",47814.3091147174
2031,"Brazil","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",49731.5471000617
2031,"Brazil","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",49763.0127771458
2031,"Canada","Ambitious-Baseline-Baseline-Baseline-Baseline",61567.4491212662
2031,"Canada","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",61594.4519796041
2031,"Canada","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",60425.0442645194
2031,"Canada","Ambitious-Baseline-Baseline-Baseline-USA Recycling",61567.4491212662
2031,"Canada","Ambitious-Baseline-High Capacity-Baseline-Baseline",72299.4305344092
2031,"Canada","Ambitious-Baseline-Low Capacity-Baseline-Baseline",46894.696807405
2031,"Canada","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",46521.616279572
2031,"Canada","Ambitious-Double LFP-Baseline-Baseline-Baseline",62592.9955895197
2031,"Canada","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",60311.8786074191
2031,"Canada","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",61543.3355101186
2031,"Canada","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",61567.4491212662
2031,"China","Ambitious-Baseline-Baseline-Baseline-Baseline",1090898.5395777
2031,"China","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",1089953.86073648
2031,"China","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",1091843.21841893
2031,"China","Ambitious-Baseline-Baseline-Baseline-USA Recycling",1090898.5395777
2031,"China","Ambitious-Baseline-High Capacity-Baseline-Baseline",1509290.30838808
2031,"China","Ambitious-Baseline-Low Capacity-Baseline-Baseline",937474.557494953
2031,"China","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",938201.320901881
2031,"China","Ambitious-Double LFP-Baseline-Baseline-Baseline",1146354.49885922
2031,"China","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",1060340.97325499
2031,"China","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",1089673.19455151
2031,"China","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",1090898.5395777
2031,"EFTA","Ambitious-Baseline-Baseline-Baseline-Baseline",21613.9893532233
2031,"EFTA","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",21678.4007766737
2031,"EFTA","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",20685.9021762795
2031,"EFTA","Ambitious-Baseline-Baseline-Baseline-USA Recycling",21613.9893532233
2031,"EFTA","Ambitious-Baseline-High Capacity-Baseline-Baseline",25411.7171957411
2031,"EFTA","Ambitious-Baseline-Low Capacity-Baseline-Baseline",17047.7455276872
2031,"EFTA","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",16692.671415533
2031,"EFTA","Ambitious-Double LFP-Baseline-Baseline-Baseline",21699.5179074703
2031,"EFTA","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",21548.1304042578
2031,"EFTA","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",21611.6645905966
2031,"EFTA","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",21613.9893532233
2031,"European Union","Ambitious-Baseline-Baseline-Baseline-Baseline",558278.235146404
2031,"European Union","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",557887.891225377
2031,"European Union","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",558669.304318789
2031,"European Union","Ambitious-Baseline-Baseline-Baseline-USA Recycling",558278.235146404
2031,"European Union","Ambitious-Baseline-High Capacity-Baseline-Baseline",713340.19091022
2031,"European Union","Ambitious-Baseline-Low Capacity-Baseline-Baseline",475420.588601387
2031,"European Union","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",475791.011555821
2031,"European Union","Ambitious-Double LFP-Baseline-Baseline-Baseline",560237.207315895
2031,"European Union","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",556815.425879092
2031,"European Union","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",558177.74864602
2031,"European Union","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",558278.235146403
2031,"India","Ambitious-Baseline-Baseline-Baseline-Baseline",139404.657534189
2031,"India","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",139462.658354436
2031,"India","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",135592.397213311
2031,"India","Ambitious-Baseline-Baseline-Baseline-USA Recycling",139404.657534189
2031,"India","Ambitious-Baseline-High Capacity-Baseline-Baseline",210258.347540206
2031,"India","Ambitious-Baseline-Low Capacity-Baseline-Baseline",125468.940469611
2031,"India","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",124257.158606197
2031,"India","Ambitious-Double LFP-Baseline-Baseline-Baseline",139447.132473457
2031,"India","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",138890.86682649
2031,"India","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",139403.473587146
2031,"India","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",139404.657534189
2031,"Japan","Ambitious-Baseline-Baseline-Baseline-Baseline",97378.4931804384
2031,"Japan","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",97413.7584284755
2031,"Japan","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",95659.2316478219
2031,"Japan","Ambitious-Baseline-Baseline-Baseline-USA Recycling",97378.4931804384
2031,"Japan","Ambitious-Baseline-High Capacity-Baseline-Baseline",133825.268704105
2031,"Japan","Ambitious-Baseline-Low Capacity-Baseline-Baseline",87491.7131515643
2031,"Japan","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",86881.9383023447
2031,"Japan","Ambitious-Double LFP-Baseline-Baseline-Baseline",97541.5198320772
2031,"Japan","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",96596.8026521072
2031,"Japan","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",97374.0087087216
2031,"Japan","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",97378.4931804385
2031,"Mexico","Ambitious-Baseline-Baseline-Baseline-Baseline",59800.9565825077
2031,"Mexico","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",59806.6707077329
2031,"Mexico","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",58980.5757673295
2031,"Mexico","Ambitious-Baseline-Baseline-Baseline-USA Recycling",59800.9565825077
2031,"Mexico","Ambitious-Baseline-High Capacity-Baseline-Baseline",71643.0106082095
2031,"Mexico","Ambitious-Baseline-Low Capacity-Baseline-Baseline",49936.4704838875
2031,"Mexico","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",49669.9220078763
2031,"Mexico","Ambitious-Double LFP-Baseline-Baseline-Baseline",60244.0290585224
2031,"Mexico","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",59260.3911946134
2031,"Mexico","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",59790.5356728716
2031,"Mexico","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",59800.9565825078
2031,"Middle East","Ambitious-Baseline-Baseline-Baseline-Baseline",131413.688537274
2031,"Middle East","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",131432.934996467
2031,"Middle East","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",129353.429588463
2031,"Middle East","Ambitious-Baseline-Baseline-Baseline-USA Recycling",131413.688537274
2031,"Middle East","Ambitious-Baseline-High Capacity-Baseline-Baseline",155936.499434798
2031,"Middle East","Ambitious-Baseline-Low Capacity-Baseline-Baseline",101165.183641212
2031,"Middle East","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",100529.527928199
2031,"Middle East","Ambitious-Double LFP-Baseline-Baseline-Baseline",133193.897114886
2031,"Middle East","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",130709.081633466
2031,"Middle East","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",131366.986167534
2031,"Middle East","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",131413.688537274
2031,"Other Asia Pacific","Ambitious-Baseline-Baseline-Baseline-Baseline",54377.8346837153
2031,"Other Asia Pacific","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",54385.1130726941
2031,"Other Asia Pacific","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",53443.2469806817
2031,"Other Asia Pacific","Ambitious-Baseline-Baseline-Baseline-USA Recycling",54377.8346837153
2031,"Other Asia Pacific","Ambitious-Baseline-High Capacity-Baseline-Baseline",68376.0613004891
2031,"Other Asia Pacific","Ambitious-Baseline-Low Capacity-Baseline-Baseline",41200.7052726944
2031,"Other Asia Pacific","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",40923.7284637039
2031,"Other Asia Pacific","Ambitious-Double LFP-Baseline-Baseline-Baseline",54449.4151034451
2031,"Other Asia Pacific","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",54056.357769227
2031,"Other Asia Pacific","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",54375.8669756491
2031,"Other Asia Pacific","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",54377.8346837152
2031,"Other Europe","Ambitious-Baseline-Baseline-Baseline-Baseline",80776.2673285733
2031,"Other Europe","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",80787.2808486042
2031,"Other Europe","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",79191.0628311162
2031,"Other Europe","Ambitious-Baseline-Baseline-Baseline-USA Recycling",80776.2673285733
2031,"Other Europe","Ambitious-Baseline-High Capacity-Baseline-Baseline",100786.813151554
2031,"Other Europe","Ambitious-Baseline-Low Capacity-Baseline-Baseline",62082.8057055004
2031,"Other Europe","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",61606.7139500027
2031,"Other Europe","Ambitious-Double LFP-Baseline-Baseline-Baseline",81051.1485869021
2031,"Other Europe","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",79926.313770635
2031,"Other Europe","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",80768.8284683661
2031,"Other Europe","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",80776.2673285733
2031,"Other Latin America and Caribbean","Ambitious-Baseline-Baseline-Baseline-Baseline",170025.834420374
2031,"Other Latin America and Caribbean","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",170057.616547262
2031,"Other Latin America and Caribbean","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",166038.322844437
2031,"Other Latin America and Caribbean","Ambitious-Baseline-Baseline-Baseline-USA Recycling",170025.834420374
2031,"Other Latin America and Caribbean","Ambitious-Baseline-High Capacity-Baseline-Baseline",214348.672214852
2031,"Other Latin America and Caribbean","Ambitious-Baseline-Low Capacity-Baseline-Baseline",135853.761414551
2031,"Other Latin America and Caribbean","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",134657.568779624
2031,"Other Latin America and Caribbean","Ambitious-Double LFP-Baseline-Baseline-Baseline",177391.029184048
2031,"Other Latin America and Caribbean","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",168161.498510208
2031,"Other Latin America and Caribbean","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",169943.179578889
2031,"Other Latin America and Caribbean","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",170025.834420374
2031,"South Korea","Ambitious-Baseline-Baseline-Baseline-Baseline",63244.9610627619
2031,"South Korea","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",63280.8754538171
2031,"South Korea","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",61643.7778171179
2031,"South Korea","Ambitious-Baseline-Baseline-Baseline-USA Recycling",63244.9610627619
2031,"South Korea","Ambitious-Baseline-High Capacity-Baseline-Baseline",76678.3380292151
2031,"South Korea","Ambitious-Baseline-Low Capacity-Baseline-Baseline",48904.3788047441
2031,"South Korea","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",48392.3618362303
2031,"South Korea","Ambitious-Double LFP-Baseline-Baseline-Baseline",63351.3766404169
2031,"South Korea","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",62744.109642587
2031,"South Korea","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",63242.0381061548
2031,"South Korea","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",63244.9610627619
2031,"United Kingdom","Ambitious-Baseline-Baseline-Baseline-Baseline",105730.311502732
2031,"United Kingdom","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",105794.621953703
2031,"United Kingdom","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",103519.106605676
2031,"United Kingdom","Ambitious-Baseline-Baseline-Baseline-USA Recycling",105730.311502732
2031,"United Kingdom","Ambitious-Baseline-High Capacity-Baseline-Baseline",127414.75730988
2031,"United Kingdom","Ambitious-Baseline-Low Capacity-Baseline-Baseline",85985.9976638781
2031,"United Kingdom","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",85225.3078349552
2031,"United Kingdom","Ambitious-Double LFP-Baseline-Baseline-Baseline",106096.247306398
2031,"United Kingdom","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",105458.82992683
2031,"United Kingdom","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",105720.410324512
2031,"United Kingdom","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",105730.311502732
2031,"United States","Ambitious-Baseline-Baseline-Baseline-Baseline",485910.052416395
2031,"United States","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",485483.649186873
2031,"United States","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",475156.313540562
2031,"United States","Ambitious-Baseline-Baseline-Baseline-USA Recycling",474873.759487505
2031,"United States","Ambitious-Baseline-High Capacity-Baseline-Baseline",542000.594633811
2031,"United States","Ambitious-Baseline-Low Capacity-Baseline-Baseline",365415.172992633
2031,"United States","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",362329.076573029
2031,"United States","Ambitious-Double LFP-Baseline-Baseline-Baseline",493312.644021063
2031,"United States","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",476833.69162206
2031,"United States","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",485648.982491486
2031,"United States","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",485910.052416394
2032,"ASEAN","Ambitious-Baseline-Baseline-Baseline-Baseline",161918.98297076
2032,"ASEAN","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",161954.058327992
2032,"ASEAN","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",158698.046079245
2032,"ASEAN","Ambitious-Baseline-Baseline-Baseline-USA Recycling",161918.98297076
2032,"ASEAN","Ambitious-Baseline-High Capacity-Baseline-Baseline",222271.70034129
2032,"ASEAN","Ambitious-Baseline-Low Capacity-Baseline-Baseline",134301.222730577
2032,"ASEAN","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",133322.497157159
2032,"ASEAN","Ambitious-Double LFP-Baseline-Baseline-Baseline",169970.400718455
2032,"ASEAN","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",159557.493084529
2032,"ASEAN","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",161736.803521787
2032,"ASEAN","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",161918.98297076
2032,"Africa","Ambitious-Baseline-Baseline-Baseline-Baseline",97107.1930375526
2032,"Africa","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",97124.2082767332
2032,"Africa","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",95358.5176574169
2032,"Africa","Ambitious-Baseline-Baseline-Baseline-USA Recycling",97107.1930375526
2032,"Africa","Ambitious-Baseline-High Capacity-Baseline-Baseline",128215.162103356
2032,"Africa","Ambitious-Baseline-Low Capacity-Baseline-Baseline",78616.4623946393
2032,"Africa","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",78093.6195501309
2032,"Africa","Ambitious-Double LFP-Baseline-Baseline-Baseline",97564.3871557494
2032,"Africa","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",95811.3230628709
2032,"Africa","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",97091.2626285102
2032,"Africa","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",97107.1930375526
2032,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-Baseline",35166.6899629993
2032,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",35184.4913442766
2032,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",34469.3931633728
2032,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-USA Recycling",35166.6899629993
2032,"Australia/NZ","Ambitious-Baseline-High Capacity-Baseline-Baseline",42843.5385171339
2032,"Australia/NZ","Ambitious-Baseline-Low Capacity-Baseline-Baseline",27880.8698956288
2032,"Australia/NZ","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",27656.1559844398
2032,"Australia/NZ","Ambitious-Double LFP-Baseline-Baseline-Baseline",35870.1204450059
2032,"Australia/NZ","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",35059.8449908608
2032,"Australia/NZ","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",35142.7206595195
2032,"Australia/NZ","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",35166.6899629993
2032,"Brazil","Ambitious-Baseline-Baseline-Baseline-Baseline",59451.1496332426
2032,"Brazil","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",59463.5440427561
2032,"Brazil","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",58414.4564113472
2032,"Brazil","Ambitious-Baseline-Baseline-Baseline-USA Recycling",59451.1496332426
2032,"Brazil","Ambitious-Baseline-High Capacity-Baseline-Baseline",79153.9399419012
2032,"Brazil","Ambitious-Baseline-Low Capacity-Baseline-Baseline",48877.7253929507
2032,"Brazil","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",48558.0299140292
2032,"Brazil","Ambitious-Double LFP-Baseline-Baseline-Baseline",62019.3090787257
2032,"Brazil","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",56887.1048550006
2032,"Brazil","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",59393.3807210127
2032,"Brazil","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",59451.1496332426
2032,"Canada","Ambitious-Baseline-Baseline-Baseline-Baseline",66287.9524721074
2032,"Canada","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",66328.7502091562
2032,"Canada","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",64796.9734425072
2032,"Canada","Ambitious-Baseline-Baseline-Baseline-USA Recycling",66287.9524721074
2032,"Canada","Ambitious-Baseline-High Capacity-Baseline-Baseline",79325.883342712
2032,"Canada","Ambitious-Baseline-Low Capacity-Baseline-Baseline",48821.8665348516
2032,"Canada","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",48354.1676702929
2032,"Canada","Ambitious-Double LFP-Baseline-Baseline-Baseline",67486.116177343
2032,"Canada","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",64853.7756833274
2032,"Canada","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",66249.9399632522
2032,"Canada","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",66287.9524721074
2032,"China","Ambitious-Baseline-Baseline-Baseline-Baseline",1167238.57931251
2032,"China","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",1165901.48895716
2032,"China","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",1168575.66966785
2032,"China","Ambitious-Baseline-Baseline-Baseline-USA Recycling",1167238.57931251
2032,"China","Ambitious-Baseline-High Capacity-Baseline-Baseline",1668412.40191302
2032,"China","Ambitious-Baseline-Low Capacity-Baseline-Baseline",985330.84500049
2032,"China","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",986341.870314119
2032,"China","Ambitious-Double LFP-Baseline-Baseline-Baseline",1230657.06383678
2032,"China","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",1130683.78440888
2032,"China","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",1165286.99294583
2032,"China","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",1167238.57931251
2032,"EFTA","Ambitious-Baseline-Baseline-Baseline-Baseline",24055.5379330182
2032,"EFTA","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",23931.6901094963
2032,"EFTA","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",23049.2772296007
2032,"EFTA","Ambitious-Baseline-Baseline-Baseline-USA Recycling",24055.5379330182
2032,"EFTA","Ambitious-Baseline-High Capacity-Baseline-Baseline",28533.2334605131
2032,"EFTA","Ambitious-Baseline-Low Capacity-Baseline-Baseline",18744.6142642968
2032,"EFTA","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",18493.9722606638
2032,"EFTA","Ambitious-Double LFP-Baseline-Baseline-Baseline",24154.4034538174
2032,"EFTA","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",23982.4280181237
2032,"EFTA","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",24046.8964953826
2032,"EFTA","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",24055.5379330182
2032,"European Union","Ambitious-Baseline-Baseline-Baseline-Baseline",577830.076062822
2032,"European Union","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",577299.88688837
2032,"European Union","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",578362.900811533
2032,"European Union","Ambitious-Baseline-Baseline-Baseline-USA Recycling",577830.076062822
2032,"European Union","Ambitious-Baseline-High Capacity-Baseline-Baseline",756797.055402221
2032,"European Union","Ambitious-Baseline-Low Capacity-Baseline-Baseline",482438.64202142
2032,"European Union","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",482939.923071481
2032,"European Union","Ambitious-Double LFP-Baseline-Baseline-Baseline",580045.742629683
2032,"European Union","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",576214.230655375
2032,"European Union","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",577678.671054993
2032,"European Union","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",577830.076062822
2032,"India","Ambitious-Baseline-Baseline-Baseline-Baseline",155477.822821552
2032,"India","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",155569.388566712
2032,"India","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",150134.288601511
2032,"India","Ambitious-Baseline-Baseline-Baseline-USA Recycling",155477.822821552
2032,"India","Ambitious-Baseline-High Capacity-Baseline-Baseline",243296.667314116
2032,"India","Ambitious-Baseline-Low Capacity-Baseline-Baseline",138841.091131101
2032,"India","Ambitious-Baseline-Low Capacity-Baseline-Recycling Medium",137247.746878485
2032,"India","Ambitious-Double LFP-Baseline-Baseline-Baseline",155531.095290453
2032,"India","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",154908.663735502
2032,"India","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",155475.83175384
2032,"India","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",155477.822821552
2032,"Japan","Ambitious-Baseline-Baseline-Baseline-Baseline",106701.265802189
