"Powertrain","Country","chemistry","share_units","year"
"BEV","Latvia","NMC 622",0.0174419012607594,2052
"BEV","Latvia","NMC 622",0.0174419012607594,2053
"BEV","Latvia","NMC 622",0.0174419012607594,2054
"BEV","Latvia","NMC 622",0.0174419012607594,2055
"BEV","Latvia","NMC 622",0.0174419012607594,2056
"BEV","Latvia","NMC 622",0.0174419012607594,2057
"BEV","Latvia","NMC 622",0.0174419012607594,2058
"BEV","Latvia","NMC 622",0.0174419012607594,2059
"BEV","Latvia","NMC 622",0.0174419012607594,2060
"BEV","Latvia","NMC 622",0.0174419012607594,2061
"BEV","Latvia","NMC 622",0.0174419012607594,2062
"BEV","Latvia","NMC 622",0.0174419012607594,2063
"BEV","Latvia","NMC 622",0.0174419012607594,2064
"BEV","Latvia","NMC 622",0.0174419012607594,2065
"BEV","Latvia","NMC 622",0.0174419012607594,2066
"BEV","Latvia","NMC 622",0.0174419012607594,2067
"BEV","Latvia","NMC 622",0.0174419012607594,2068
"BEV","Latvia","NMC 622",0.0174419012607594,2069
"BEV","Latvia","NMC 622",0.0174419012607594,2070
"BEV","Latvia","NMC 532",0.206780741355457,2022
"BEV","Latvia","NMC 532",0.239859974995259,2023
"BEV","Latvia","NMC 532",0.20026718739926,2024
"BEV","Latvia","NMC 532",0.150176470373757,2025
"BEV","Latvia","NMC 532",0.105817827293774,2026
"BEV","Latvia","NMC 532",0.0890539524633145,2027
"BEV","Latvia","NMC 532",0.0729835739661793,2028
"BEV","Latvia","NMC 532",0.0599912129101671,2029
"BEV","Latvia","NMC 532",0.0488052983814608,2030
"BEV","Latvia","NMC 532",0.0423758608225142,2031
"BEV","Latvia","NMC 532",0.0380452913400664,2032
"BEV","Latvia","NMC 532",0.0353930723793657,2033
"BEV","Latvia","NMC 532",0.0330066625032638,2034
"BEV","Latvia","NMC 532",0.0299355352715714,2035
"BEV","Latvia","NMC 532",0.028450168705931,2036
"BEV","Latvia","NMC 532",0.0266891007439198,2037
"BEV","Latvia","NMC 532",0.0249871239718069,2038
"BEV","Latvia","NMC 532",0.0231613327770734,2039
"BEV","Latvia","NMC 532",0.0211880478117664,2040
"BEV","Latvia","NMC 532",0.0196860452028155,2041
"BEV","Latvia","NMC 532",0.0182697869065301,2042
"BEV","Latvia","NMC 532",0.0169382836712924,2043
"BEV","Latvia","NMC 532",0.0156896917807345,2044
"BEV","Latvia","NMC 532",0.0145215115145926,2045
"BEV","Latvia","NMC 532",0.013430756649497,2046
"BEV","Latvia","NMC 532",0.0124140971933763,2047
"BEV","Latvia","NMC 532",0.0114679778796426,2048
"BEV","Latvia","NMC 532",0.0105887151082889,2049
"BEV","Latvia","NMC 532",0.00977257503642166,2050
"BEV","Latvia","NMC 532",0.00977257503642166,2051
"BEV","Latvia","NMC 532",0.00977257503642166,2052
"BEV","Latvia","NMC 532",0.00977257503642166,2053
"BEV","Latvia","NMC 532",0.00977257503642166,2054
"BEV","Latvia","NMC 532",0.00977257503642166,2055
"BEV","Latvia","NMC 532",0.00977257503642166,2056
"BEV","Latvia","NMC 532",0.00977257503642166,2057
"BEV","Latvia","NMC 532",0.00977257503642166,2058
"BEV","Latvia","NMC 532",0.00977257503642166,2059
"BEV","Latvia","NMC 532",0.00977257503642166,2060
"BEV","Latvia","NMC 532",0.00977257503642166,2061
"BEV","Latvia","NMC 532",0.00977257503642166,2062
"BEV","Latvia","NMC 532",0.00977257503642166,2063
"BEV","Latvia","NMC 532",0.00977257503642166,2064
"BEV","Latvia","NMC 532",0.00977257503642166,2065
"BEV","Latvia","NMC 532",0.00977257503642166,2066
"BEV","Latvia","NMC 532",0.00977257503642166,2067
"BEV","Latvia","NMC 532",0.00977257503642166,2068
"BEV","Latvia","NMC 532",0.00977257503642166,2069
"BEV","Latvia","NMC 532",0.00977257503642166,2070
"BEV","Latvia","NMC 811",0.104802216447025,2022
"BEV","Latvia","NMC 811",0.106652799908373,2023
"BEV","Latvia","NMC 811",0.124617415016615,2024
"BEV","Latvia","NMC 811",0.146949866643502,2025
"BEV","Latvia","NMC 811",0.165142554774469,2026
"BEV","Latvia","NMC 811",0.173090305786059,2027
"BEV","Latvia","NMC 811",0.180991225545568,2028
"BEV","Latvia","NMC 811",0.187418592277532,2029
"BEV","Latvia","NMC 811",0.193320295473008,2030
"BEV","Latvia","NMC 811",0.198480070960553,2031
"BEV","Latvia","NMC 811",0.203024062915135,2032
"BEV","Latvia","NMC 811",0.207220649805574,2033
"BEV","Latvia","NMC 811",0.21144345483399,2034
"BEV","Latvia","NMC 811",0.215706077703929,2035
"BEV","Latvia","NMC 811",0.219153060466061,2036
"BEV","Latvia","NMC 811",0.222441900732378,2037
"BEV","Latvia","NMC 811",0.225643130807892,2038
"BEV","Latvia","NMC 811",0.228858843945376,2039
"BEV","Latvia","NMC 811",0.232034008663814,2040
"BEV","Latvia","NMC 811",0.234389600496619,2041
"BEV","Latvia","NMC 811",0.236500740420607,2042
"BEV","Latvia","NMC 811",0.238389754692487,2043
"BEV","Latvia","NMC 811",0.240077665277854,2044
"BEV","Latvia","NMC 811",0.241584091617093,2045
"BEV","Latvia","NMC 811",0.242927203753722,2046
"BEV","Latvia","NMC 811",0.244123717227782,2047
"BEV","Latvia","NMC 811",0.245188920514272,2048
"BEV","Latvia","NMC 811",0.246136726684378,2049
"BEV","Latvia","NMC 811",0.24697974211392,2050
"BEV","Latvia","NMC 811",0.24697974211392,2051
"BEV","Latvia","NMC 811",0.24697974211392,2052
"BEV","Latvia","NMC 811",0.24697974211392,2053
"BEV","Latvia","NMC 811",0.24697974211392,2054
"BEV","Latvia","NMC 811",0.24697974211392,2055
"BEV","Latvia","NMC 811",0.24697974211392,2056
"BEV","Latvia","NMC 811",0.24697974211392,2057
"BEV","Latvia","NMC 811",0.24697974211392,2058
"BEV","Latvia","NMC 811",0.24697974211392,2059
"BEV","Latvia","NMC 811",0.24697974211392,2060
"BEV","Latvia","NMC 811",0.24697974211392,2061
"BEV","Latvia","NMC 811",0.24697974211392,2062
"BEV","Latvia","NMC 811",0.24697974211392,2063
"BEV","Latvia","NMC 811",0.24697974211392,2064
"BEV","Latvia","NMC 811",0.24697974211392,2065
"BEV","Latvia","NMC 811",0.24697974211392,2066
"BEV","Latvia","NMC 811",0.24697974211392,2067
"BEV","Latvia","NMC 811",0.24697974211392,2068
"BEV","Latvia","NMC 811",0.24697974211392,2069
"BEV","Latvia","NMC 811",0.24697974211392,2070
"BEV","Latvia","NMC 721",0.283903675538657,2022
"BEV","Latvia","NMC 721",0.288916808508352,2023
"BEV","Latvia","NMC 721",0.337582003117526,2024
"BEV","Latvia","NMC 721",0.398079436431519,2025
"BEV","Latvia","NMC 721",0.447362468827316,2026
"BEV","Latvia","NMC 721",0.468892507035973,2027
"BEV","Latvia","NMC 721",0.490295681853316,2028
"BEV","Latvia","NMC 721",0.507707079255981,2029
"BEV","Latvia","NMC 721",0.523694481869559,2030
"BEV","Latvia","NMC 721",0.537672041462574,2031
"BEV","Latvia","NMC 721",0.549981475950308,2032
"BEV","Latvia","NMC 721",0.56134980844655,2033
"BEV","Latvia","NMC 721",0.572789164495439,2034
"BEV","Latvia","NMC 721",0.584336384976436,2035
"BEV","Latvia","NMC 721",0.593674079434284,2036
"BEV","Latvia","NMC 721",0.602583374213742,2037
"BEV","Latvia","NMC 721",0.611255337608168,2038
"BEV","Latvia","NMC 721",0.619966534853421,2039
"BEV","Latvia","NMC 721",0.628567888570599,2040
"BEV","Latvia","NMC 721",0.634949062576972,2041
"BEV","Latvia","NMC 721",0.640668029258364,2042
"BEV","Latvia","NMC 721",0.645785269266385,2043
"BEV","Latvia","NMC 721",0.650357729996816,2044
"BEV","Latvia","NMC 721",0.654438559478646,2045
"BEV","Latvia","NMC 721",0.658076979401208,2046
"BEV","Latvia","NMC 721",0.661318271280649,2047
"BEV","Latvia","NMC 721",0.664203850789202,2048
"BEV","Latvia","NMC 721",0.666771407702727,2049
"BEV","Latvia","NMC 721",0.669055092028275,2050
"BEV","Latvia","NMC 721",0.669055092028275,2051
"BEV","Latvia","NMC 721",0.669055092028275,2052
"BEV","Latvia","NMC 721",0.669055092028275,2053
"BEV","Latvia","NMC 721",0.669055092028275,2054
"BEV","Latvia","NMC 721",0.669055092028275,2055
"BEV","Latvia","NMC 721",0.669055092028275,2056
"BEV","Latvia","NMC 721",0.669055092028275,2057
"BEV","Latvia","NMC 721",0.669055092028275,2058
"BEV","Latvia","NMC 721",0.669055092028275,2059
"BEV","Latvia","NMC 721",0.669055092028275,2060
"BEV","Latvia","NMC 721",0.669055092028275,2061
"BEV","Latvia","NMC 721",0.669055092028275,2062
"BEV","Latvia","NMC 721",0.669055092028275,2063
"BEV","Latvia","NMC 721",0.669055092028275,2064
"BEV","Latvia","NMC 721",0.669055092028275,2065
"BEV","Latvia","NMC 721",0.669055092028275,2066
"BEV","Latvia","NMC 721",0.669055092028275,2067
"BEV","Latvia","NMC 721",0.669055092028275,2068
"BEV","Latvia","NMC 721",0.669055092028275,2069
"BEV","Latvia","NMC 721",0.669055092028275,2070
"BEV","Latvia","NMCA 89:4:4:3",0.0240811153358682,2022
"BEV","Latvia","NMCA 89:4:4:3",0.0245063364359763,2023
"BEV","Latvia","NMCA 89:4:4:3",0.028634187764433,2024
"BEV","Latvia","NMCA 89:4:4:3",0.0337656664830306,2025
"BEV","Latvia","NMCA 89:4:4:3",0.0379459236951741,2026
"BEV","Latvia","NMCA 89:4:4:3",0.0397721322932298,2027
"BEV","Latvia","NMCA 89:4:4:3",0.0415875801572009,2028
"BEV","Latvia","NMCA 89:4:4:3",0.0430644397583198,2029
"BEV","Latvia","NMCA 89:4:4:3",0.0444205140871501,2030
"BEV","Latvia","NMCA 89:4:4:3",0.0456061106597718,2031
"BEV","Latvia","NMCA 89:4:4:3",0.0466502144779279,2032
"BEV","Latvia","NMCA 89:4:4:3",0.0476144926807341,2033
"BEV","Latvia","NMCA 89:4:4:3",0.0485847952027381,2034
"BEV","Latvia","NMCA 89:4:4:3",0.0495642469399655,2035
"BEV","Latvia","NMCA 89:4:4:3",0.0503562835234437,2036
"BEV","Latvia","NMCA 89:4:4:3",0.0511119826342013,2037
"BEV","Latvia","NMCA 89:4:4:3",0.0518475509578356,2038
"BEV","Latvia","NMCA 89:4:4:3",0.0525864471527455,2039
"BEV","Latvia","NMCA 89:4:4:3",0.0533160262626847,2040
"BEV","Latvia","NMCA 89:4:4:3",0.0538572865578681,2041
"BEV","Latvia","NMCA 89:4:4:3",0.0543423774817362,2042
"BEV","Latvia","NMCA 89:4:4:3",0.0547764290895594,2043
"BEV","Latvia","NMCA 89:4:4:3",0.0551642717408013,2044
"BEV","Latvia","NMCA 89:4:4:3",0.0555104135272065,2045
"BEV","Latvia","NMCA 89:4:4:3",0.055819029502781,2046
"BEV","Latvia","NMCA 89:4:4:3",0.0560939605104121,2047
"BEV","Latvia","NMCA 89:4:4:3",0.056338719486584,2048
"BEV","Latvia","NMCA 89:4:4:3",0.0565565033319277,2049
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2050
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2051
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2052
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2053
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2054
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2055
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2056
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2057
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2058
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2059
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2060
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2061
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2062
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2063
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2064
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2065
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2066
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2067
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2068
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2069
"BEV","Latvia","NMCA 89:4:4:3",0.0567502086988268,2070
"BEV","Lebanon","NMC 111",0.0236148852313126,2022
"BEV","Lebanon","NMC 111",0.0176592707021043,2023
"BEV","Lebanon","NMC 111",0.0138107760150603,2024
"BEV","Lebanon","NMC 111",0.0118110115966314,2025
"BEV","Lebanon","NMC 111",0.00955195141756924,2026
"BEV","Lebanon","NMC 111",0.00751841904011802,2027
"BEV","Lebanon","NMC 111",0.00492187440442953,2028
"BEV","Lebanon","NMC 111",0.00419414307335759,2029
"BEV","Lebanon","NMC 111",0.00341506704007978,2030
"BEV","Lebanon","NMC 111",0.0028067486623484,2031
"BEV","Lebanon","NMC 111",0.00220524902301532,2032
"BEV","Lebanon","NMC 111",0.00163767702561853,2033
"BEV","Lebanon","NMC 111",0.0010368725885066,2034
"BEV","Lebanon","NMC 111",0.000797215733371666,2035
"BEV","Lebanon","NMC 111",0.000652577750262418,2036
"BEV","Lebanon","NMC 111",0.000508946698192669,2037
"BEV","Lebanon","NMC 111",0.000367930920464041,2038
"BEV","Lebanon","NMC 111",0.000228902767364974,2039
"BEV","Lebanon","NMC 111",8.73457313404694e-05,2040
"BEV","Lebanon","NMC 111",5.74690684943602e-05,2041
"BEV","Lebanon","NMC 111",3.76955550477163e-05,2042
"BEV","Lebanon","NMC 111",2.46551783416764e-05,2043
"BEV","Lebanon","NMC 111",1.60836758763354e-05,2044
"BEV","Lebanon","NMC 111",1.04668538526988e-05,2045
"BEV","Lebanon","NMC 111",6.79659811872696e-06,2046
"BEV","Lebanon","NMC 111",4.40451503408579e-06,2047
"BEV","Lebanon","NMC 111",2.84916239670016e-06,2048
"BEV","Lebanon","NMC 111",1.84003090582859e-06,2049
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2050
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2051
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2052
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2053
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2054
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2055
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2056
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2057
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2058
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2059
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2060
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2061
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2062
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2063
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2064
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2065
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2066
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2067
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2068
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2069
"BEV","Lebanon","NMC 111",1.18656775655427e-06,2070
"BEV","Lebanon","NMC 622",0.585697896512122,2022
"BEV","Lebanon","NMC 622",0.542156029235261,2023
"BEV","Lebanon","NMC 622",0.53226736850529,2024
"BEV","Lebanon","NMC 622",0.514700588288026,2025
"BEV","Lebanon","NMC 622",0.504363547450808,2026
"BEV","Lebanon","NMC 622",0.495646709454115,2027
"BEV","Lebanon","NMC 622",0.48565898213649,2028
"BEV","Lebanon","NMC 622",0.474752134345382,2029
"BEV","Lebanon","NMC 622",0.462570228818315,2030
"BEV","Lebanon","NMC 622",0.443800797343974,2031
"BEV","Lebanon","NMC 622",0.423229746089854,2032
"BEV","Lebanon","NMC 622",0.399844101470832,2033
"BEV","Lebanon","NMC 622",0.374084065742553,2034
"BEV","Lebanon","NMC 622",0.347450171415151,2035
"BEV","Lebanon","NMC 622",0.321817077693424,2036
"BEV","Lebanon","NMC 622",0.296874923636197,2037
"BEV","Lebanon","NMC 622",0.271161026812879,2038
"BEV","Lebanon","NMC 622",0.244153930445157,2039
"BEV","Lebanon","NMC 622",0.216421078820191,2040
"BEV","Lebanon","NMC 622",0.194772753765212,2041
"BEV","Lebanon","NMC 622",0.174751279317105,2042
"BEV","Lebanon","NMC 622",0.156341597150852,2043
"BEV","Lebanon","NMC 622",0.139504392775373,2044
"BEV","Lebanon","NMC 622",0.124180929276167,2045
"BEV","Lebanon","NMC 622",0.11029771383598,2046
"BEV","Lebanon","NMC 622",0.097770805053439,2047
"BEV","Lebanon","NMC 622",0.0865096336777382,2048
"BEV","Lebanon","NMC 622",0.0764202688813944,2049
"BEV","Lebanon","NMC 622",0.0674081116570569,2050
"BEV","Lebanon","NMC 622",0.0674081116570569,2051
"BEV","Lebanon","NMC 622",0.0674081116570569,2052
"BEV","Lebanon","NMC 622",0.0674081116570569,2053
"BEV","Lebanon","NMC 622",0.0674081116570569,2054
"BEV","Lebanon","NMC 622",0.0674081116570569,2055
"BEV","Lebanon","NMC 622",0.0674081116570569,2056
"BEV","Lebanon","NMC 622",0.0674081116570569,2057
"BEV","Lebanon","NMC 622",0.0674081116570569,2058
"BEV","Lebanon","NMC 622",0.0674081116570569,2059
"BEV","Lebanon","NMC 622",0.0674081116570569,2060
"BEV","Lebanon","NMC 622",0.0674081116570569,2061
"BEV","Lebanon","NMC 622",0.0674081116570569,2062
"BEV","Lebanon","NMC 622",0.0674081116570569,2063
"BEV","Lebanon","NMC 622",0.0674081116570569,2064
"BEV","Lebanon","NMC 622",0.0674081116570569,2065
"BEV","Lebanon","NMC 622",0.0674081116570569,2066
"BEV","Lebanon","NMC 622",0.0674081116570569,2067
"BEV","Lebanon","NMC 622",0.0674081116570569,2068
"BEV","Lebanon","NMC 622",0.0674081116570569,2069
"BEV","Lebanon","NMC 622",0.0674081116570569,2070
"BEV","Lebanon","NMC 532",0.227653486254166,2022
"BEV","Lebanon","NMC 532",0.270336259761208,2023
"BEV","Lebanon","NMC 532",0.241544325857284,2024
"BEV","Lebanon","NMC 532",0.198724014273666,2025
"BEV","Lebanon","NMC 532",0.151656178127646,2026
"BEV","Lebanon","NMC 532",0.132616937741168,2027
"BEV","Lebanon","NMC 532",0.113101472230131,2028
"BEV","Lebanon","NMC 532",0.0962355029751708,2029
"BEV","Lebanon","NMC 532",0.0809484366051106,2030
"BEV","Lebanon","NMC 532",0.0726406562193883,2031
"BEV","Lebanon","NMC 532",0.0672768072111154,2032
"BEV","Lebanon","NMC 532",0.0645449099228461,2033
"BEV","Lebanon","NMC 532",0.0621658263862055,2034
"BEV","Lebanon","NMC 532",0.058287698763621,2035
"BEV","Lebanon","NMC 532",0.0570099404822235,2036
"BEV","Lebanon","NMC 532",0.0549917742011504,2037
"BEV","Lebanon","NMC 532",0.0529414405079952,2038
"BEV","Lebanon","NMC 532",0.0505024926805072,2039
"BEV","Lebanon","NMC 532",0.0475591881117597,2040
"BEV","Lebanon","NMC 532",0.0451739985975197,2041
"BEV","Lebanon","NMC 532",0.0427765887352933,2042
"BEV","Lebanon","NMC 532",0.040391109583588,2043
"BEV","Lebanon","NMC 532",0.0380386046542515,2044
"BEV","Lebanon","NMC 532",0.0357369146544002,2045
"BEV","Lebanon","NMC 532",0.0335007180194389,2046
"BEV","Lebanon","NMC 532",0.0313416784569345,2047
"BEV","Lebanon","NMC 532",0.0292686699646063,2048
"BEV","Lebanon","NMC 532",0.0272880518078705,2049
"BEV","Lebanon","NMC 532",0.0254039696778481,2050
"BEV","Lebanon","NMC 532",0.0254039696778481,2051
"BEV","Lebanon","NMC 532",0.0254039696778481,2052
"BEV","Lebanon","NMC 532",0.0254039696778481,2053
"BEV","Lebanon","NMC 532",0.0254039696778481,2054
"BEV","Lebanon","NMC 532",0.0254039696778481,2055
"BEV","Lebanon","NMC 532",0.0254039696778481,2056
"BEV","Lebanon","NMC 532",0.0254039696778481,2057
"BEV","Lebanon","NMC 532",0.0254039696778481,2058
"BEV","Lebanon","NMC 532",0.0254039696778481,2059
"BEV","Lebanon","NMC 532",0.0254039696778481,2060
"BEV","Lebanon","NMC 532",0.0254039696778481,2061
"BEV","Lebanon","NMC 532",0.0254039696778481,2062
"BEV","Lebanon","NMC 532",0.0254039696778481,2063
"BEV","Lebanon","NMC 532",0.0254039696778481,2064
"BEV","Lebanon","NMC 532",0.0254039696778481,2065
"BEV","Lebanon","NMC 532",0.0254039696778481,2066
"BEV","Lebanon","NMC 532",0.0254039696778481,2067
"BEV","Lebanon","NMC 532",0.0254039696778481,2068
"BEV","Lebanon","NMC 532",0.0254039696778481,2069
"BEV","Lebanon","NMC 532",0.0254039696778481,2070
"BEV","Lebanon","NMC 811",0.163033732002399,2022
"BEV","Lebanon","NMC 811",0.169848440301427,2023
"BEV","Lebanon","NMC 811",0.212377529622365,2024
"BEV","Lebanon","NMC 811",0.274764385841677,2025
"BEV","Lebanon","NMC 811",0.334428323003977,2026
"BEV","Lebanon","NMC 811",0.364217933764599,2027
"BEV","Lebanon","NMC 811",0.396317671228949,2028
"BEV","Lebanon","NMC 811",0.42481821960609,2029
"BEV","Lebanon","NMC 811",0.453066267536494,2030
"BEV","Lebanon","NMC 811",0.48075179777429,2031
"BEV","Lebanon","NMC 811",0.507288197676015,2032
"BEV","Lebanon","NMC 811",0.533973311580703,2033
"BEV","Lebanon","NMC 811",0.562713235282735,2034
"BEV","Lebanon","NMC 811",0.593464914087857,2035
"BEV","Lebanon","NMC 811",0.62052040407409,2036
"BEV","Lebanon","NMC 811",0.64762435546446,2037
"BEV","Lebanon","NMC 811",0.675529601758662,2038
"BEV","Lebanon","NMC 811",0.70511467410697,2039
"BEV","Lebanon","NMC 811",0.735932387336709,2040
"BEV","Lebanon","NMC 811",0.759995778568774,2041
"BEV","Lebanon","NMC 811",0.782434436392554,2042
"BEV","Lebanon","NMC 811",0.803242638087219,2043
"BEV","Lebanon","NMC 811",0.822440918894499,2044
"BEV","Lebanon","NMC 811",0.84007168921558,2045
"BEV","Lebanon","NMC 811",0.856194771546463,2046
"BEV","Lebanon","NMC 811",0.870883111974592,2047
"BEV","Lebanon","NMC 811",0.884218847195259,2048
"BEV","Lebanon","NMC 811",0.896289839279829,2049
"BEV","Lebanon","NMC 811",0.907186732097339,2050
"BEV","Lebanon","NMC 811",0.907186732097339,2051
"BEV","Lebanon","NMC 811",0.907186732097339,2052
"BEV","Lebanon","NMC 811",0.907186732097339,2053
"BEV","Lebanon","NMC 811",0.907186732097339,2054
"BEV","Lebanon","NMC 811",0.907186732097339,2055
"BEV","Lebanon","NMC 811",0.907186732097339,2056
"BEV","Lebanon","NMC 811",0.907186732097339,2057
"BEV","Lebanon","NMC 811",0.907186732097339,2058
"BEV","Lebanon","NMC 811",0.907186732097339,2059
"BEV","Lebanon","NMC 811",0.907186732097339,2060
"BEV","Lebanon","NMC 811",0.907186732097339,2061
"BEV","Lebanon","NMC 811",0.907186732097339,2062
"BEV","Lebanon","NMC 811",0.907186732097339,2063
"BEV","Lebanon","NMC 811",0.907186732097339,2064
"BEV","Lebanon","NMC 811",0.907186732097339,2065
"BEV","Lebanon","NMC 811",0.907186732097339,2066
"BEV","Lebanon","NMC 811",0.907186732097339,2067
"BEV","Lebanon","NMC 811",0.907186732097339,2068
"BEV","Lebanon","NMC 811",0.907186732097339,2069
"BEV","Lebanon","NMC 811",0.907186732097339,2070
"BEV","Lithuania","NMC 111",0.0253976323465308,2022
"BEV","Lithuania","NMC 111",0.0186604771491719,2023
"BEV","Lithuania","NMC 111",0.0140518238875238,2024
"BEV","Lithuania","NMC 111",0.011422411275628,2025
"BEV","Lithuania","NMC 111",0.00883203952945384,2026
"BEV","Lithuania","NMC 111",0.00679853206190261,2027
"BEV","Lithuania","NMC 111",0.00434703739721013,2028
"BEV","Lithuania","NMC 111",0.00362876290581699,2029
"BEV","Lithuania","NMC 111",0.00289581835071951,2030
"BEV","Lithuania","NMC 111",0.00233047226362492,2031
"BEV","Lithuania","NMC 111",0.00179494649148393,2032
"BEV","Lithuania","NMC 111",0.00130609211366732,2033
"BEV","Lithuania","NMC 111",0.000809408690154603,2034
"BEV","Lithuania","NMC 111",0.000608737636537016,2035
"BEV","Lithuania","NMC 111",0.00048872044654962,2036
"BEV","Lithuania","NMC 111",0.000373982730751245,2037
"BEV","Lithuania","NMC 111",0.000265202389379643,2038
"BEV","Lithuania","NMC 111",0.000161707241862469,2039
"BEV","Lithuania","NMC 111",6.04603694092684e-05,2040
"BEV","Lithuania","NMC 111",3.9170158944709e-05,2041
"BEV","Lithuania","NMC 111",2.53327260698728e-05,2042
"BEV","Lithuania","NMC 111",1.63578032519696e-05,2043
"BEV","Lithuania","NMC 111",1.05475862519775e-05,2044
"BEV","Lithuania","NMC 111",6.79249234761681e-06,2045
"BEV","Lithuania","NMC 111",4.36928765105758e-06,2046
"BEV","Lithuania","NMC 111",2.80769379781576e-06,2047
"BEV","Lithuania","NMC 111",1.80257674429122e-06,2048
"BEV","Lithuania","NMC 111",1.15633955151952e-06,2049
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2050
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2051
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2052
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2053
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2054
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2055
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2056
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2057
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2058
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2059
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2060
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2061
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2062
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2063
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2064
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2065
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2066
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2067
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2068
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2069
"BEV","Lithuania","NMC 111",7.41247078628777e-07,2070
"BEV","Lithuania","LFP",0.01698670605613,2022
"BEV","Lithuania","LFP",0.0201785439945105,2023
"BEV","Lithuania","LFP",0.022756548688102,2024
"BEV","Lithuania","LFP",0.0230632666898342,2025
"BEV","Lithuania","LFP",0.0232457000142329,2026
"BEV","Lithuania","LFP",0.0233500618119569,2027
"BEV","Lithuania","LFP",0.0234544314114176,2028
"BEV","Lithuania","LFP",0.0232120735559111,2029
"BEV","Lithuania","LFP",0.0228728311822785,2030
"BEV","Lithuania","LFP",0.0230469218286076,2031
"BEV","Lithuania","LFP",0.0229463227288994,2032
"BEV","Lithuania","LFP",0.023142749967637,2033
"BEV","Lithuania","LFP",0.0231895900420102,2034
"BEV","Lithuania","LFP",0.0230134150919581,2035
"BEV","Lithuania","LFP",0.0228941598377778,2036
"BEV","Lithuania","LFP",0.0228170544338826,2037
"BEV","Lithuania","LFP",0.0228158352508984,2038
"BEV","Lithuania","LFP",0.0229253637152312,2039
"BEV","Lithuania","LFP",0.0229454431327028,2040
"BEV","Lithuania","LFP",0.0227794174625163,2041
"BEV","Lithuania","LFP",0.0225751598247312,2042
