"Region","Country","Powertrain","kwh_veh","Vehicle"
"Other Asia Pacific","Kiribati","BEV",163,"Van"
"South Korea","Korea, Rep.","BEV",163,"Van"
"Middle East","Kuwait","BEV",163,"Van"
"Other Asia Pacific","Kyrgyz Republic","BEV",163,"Van"
"ASEAN","Lao PDR","BEV",163,"Van"
"European Union","Latvia","BEV",163,"Van"
"Middle East","Lebanon","BEV",163,"Van"
"Africa","Lesotho","BEV",163,"Van"
"Africa","Liberia","BEV",163,"Van"
"Africa","Libya","BEV",163,"Van"
"European Union","Lithuania","BEV",163,"Van"
"European Union","Luxembourg","BEV",163,"Van"
"Other Europe","Macedonia, FYR","BEV",163,"Van"
"Africa","Madagascar","BEV",163,"Van"
"Africa","Malawi","BEV",163,"Van"
"ASEAN","Malaysia","BEV",163,"Van"
"Other Asia Pacific","Maldives","BEV",163,"Van"
"Africa","Mali","BEV",163,"Van"
"European Union","Malta","BEV",163,"Van"
"Africa","Mauritania","BEV",163,"Van"
"Africa","Mauritius","BEV",163,"Van"
"Mexico","Mexico","BEV",163,"Van"
"Other Europe","Moldova","BEV",163,"Van"
"Other Asia Pacific","Mongolia","BEV",163,"Van"
"Other Europe","Montenegro","BEV",163,"Van"
"Africa","Morocco","BEV",163,"Van"
"Africa","Mozambique","BEV",163,"Van"
"ASEAN","Myanmar","BEV",163,"Van"
"Africa","Namibia","BEV",163,"Van"
"Other Asia Pacific","Nepal","BEV",163,"Van"
"European Union","Netherlands","BEV",163,"Van"
"Australia/NZ","New Zealand","BEV",163,"Van"
"Other Latin America and Caribbean","Nicaragua","BEV",163,"Van"
"Africa","Niger","BEV",163,"Van"
"Africa","Nigeria","BEV",163,"Van"
"EFTA","Norway","BEV",163,"Van"
"Middle East","Oman","BEV",163,"Van"
"Other Asia Pacific","Pakistan","BEV",163,"Van"
"Other Asia Pacific","Palau","BEV",163,"Van"
"Other Latin America and Caribbean","Panama","BEV",163,"Van"
"Other Asia Pacific","Papua New Guinea","BEV",163,"Van"
"Other Latin America and Caribbean","Paraguay","BEV",163,"Van"
"Other Latin America and Caribbean","Peru","BEV",163,"Van"
"ASEAN","Philippines","BEV",163,"Van"
"European Union","Poland","BEV",163,"Van"
"European Union","Portugal","BEV",163,"Van"
"Middle East","Qatar","BEV",163,"Van"
"European Union","Romania","BEV",163,"Van"
"Other Europe","Russian Federation","BEV",163,"Van"
"Africa","Rwanda","BEV",163,"Van"
"Other Asia Pacific","Samoa","BEV",163,"Van"
"Africa","Sao Tome and Principe","BEV",163,"Van"
"Middle East","Saudi Arabia","BEV",163,"Van"
"Africa","Senegal","BEV",163,"Van"
"Other Europe","Serbia","BEV",163,"Van"
"Africa","Seychelles","BEV",163,"Van"
"Africa","Sierra Leone","BEV",163,"Van"
"ASEAN","Singapore","BEV",163,"Van"
"European Union","Slovak Republic","BEV",163,"Van"
"European Union","Slovenia","BEV",163,"Van"
"Other Asia Pacific","Solomon Islands","BEV",163,"Van"
"Africa","Somalia","BEV",163,"Van"
"Africa","South Africa","BEV",163,"Van"
"Africa","South Sudan","BEV",163,"Van"
"European Union","Spain","BEV",163,"Van"
"Other Asia Pacific","Sri Lanka","BEV",163,"Van"
"Other Latin America and Caribbean","St. Kitts and Nevis","BEV",163,"Van"
"Other Latin America and Caribbean","St. Lucia","BEV",163,"Van"
"Other Latin America and Caribbean","St. Vincent and the Grenadines","BEV",163,"Van"
"Africa","Sudan","BEV",163,"Van"
"Africa","Swaziland","BEV",163,"Van"
"European Union","Sweden","BEV",163,"Van"
"EFTA","Switzerland","BEV",163,"Van"
"Middle East","Syrian Arab Republic","BEV",163,"Van"
"Other Asia Pacific","Tajikistan","BEV",163,"Van"
"Africa","Tanzania","BEV",163,"Van"
"ASEAN","Thailand","BEV",163,"Van"
"Other Asia Pacific","Timor-Leste","BEV",163,"Van"
"Africa","Togo","BEV",163,"Van"
"Other Asia Pacific","Tonga","BEV",163,"Van"
"Other Latin America and Caribbean","Trinidad and Tobago","BEV",163,"Van"
"Africa","Tunisia","BEV",163,"Van"
"Middle East","Turkey","BEV",163,"Van"
"Other Asia Pacific","Turkmenistan","BEV",163,"Van"
"Africa","Uganda","BEV",163,"Van"
"Other Europe","Ukraine","BEV",163,"Van"
"Middle East","United Arab Emirates","BEV",163,"Van"
"United Kingdom","United Kingdom","BEV",163,"Van"
"United States","United States","BEV",163,"Van"
"Other Latin America and Caribbean","Uruguay","BEV",163,"Van"
"Other Asia Pacific","Uzbekistan","BEV",163,"Van"
"Other Asia Pacific","Vanuatu","BEV",163,"Van"
"Other Latin America and Caribbean","Venezuela, RB","BEV",163,"Van"
"ASEAN","Vietnam","BEV",163,"Van"
"Middle East","Yemen, Rep.","BEV",163,"Van"
"Africa","Zambia","BEV",163,"Van"
"Africa","Zimbabwe","BEV",163,"Van"
"Other Asia Pacific","Afghanistan","BEV",407,"Bus"
"Other Europe","Albania","BEV",407,"Bus"
"Africa","Algeria","BEV",407,"Bus"
"Africa","Angola","BEV",407,"Bus"
"Other Latin America and Caribbean","Antigua and Barbuda","BEV",407,"Bus"
"Other Latin America and Caribbean","Argentina","BEV",407,"Bus"
"Other Europe","Armenia","BEV",407,"Bus"
"Other Latin America and Caribbean","Aruba","BEV",407,"Bus"
"Australia/NZ","Australia","BEV",407,"Bus"
"European Union","Austria","BEV",407,"Bus"
"Other Europe","Azerbaijan","BEV",407,"Bus"
"Other Latin America and Caribbean","Bahamas, The","BEV",407,"Bus"
"Middle East","Bahrain","BEV",407,"Bus"
"Other Asia Pacific","Bangladesh","BEV",407,"Bus"
"Other Latin America and Caribbean","Barbados","BEV",407,"Bus"
"Other Europe","Belarus","BEV",407,"Bus"
"European Union","Belgium","BEV",407,"Bus"
"Other Latin America and Caribbean","Belize","BEV",407,"Bus"
"Africa","Benin","BEV",407,"Bus"
"Other Latin America and Caribbean","Bermuda","BEV",407,"Bus"
"Other Asia Pacific","Bhutan","BEV",407,"Bus"
"Other Latin America and Caribbean","Bolivia","BEV",407,"Bus"
"Other Europe","Bosnia and Herzegovina","BEV",407,"Bus"
"Africa","Botswana","BEV",407,"Bus"
"Brazil","Brazil","BEV",407,"Bus"
"ASEAN","Brunei Darussalam","BEV",407,"Bus"
"European Union","Bulgaria","BEV",407,"Bus"
"Africa","Burkina Faso","BEV",407,"Bus"
"Africa","Burundi","BEV",407,"Bus"
"Africa","Cabo Verde","BEV",407,"Bus"
"ASEAN","Cambodia","BEV",407,"Bus"
"Africa","Cameroon","BEV",407,"Bus"
"Canada","Canada","BEV",407,"Bus"
"Other Latin America and Caribbean","Cayman Islands","BEV",407,"Bus"
"Africa","Central African Republic","BEV",407,"Bus"
"Africa","Chad","BEV",407,"Bus"
"Other Latin America and Caribbean","Chile","BEV",407,"Bus"
"China","China","BEV",407,"Bus"
"Other Latin America and Caribbean","Colombia","BEV",407,"Bus"
"Africa","Comoros","BEV",407,"Bus"
"Africa","Congo, Dem. Rep.","BEV",407,"Bus"
"Africa","Congo, Rep.","BEV",407,"Bus"
"Other Latin America and Caribbean","Costa Rica","BEV",407,"Bus"
"Africa","Cote d'Ivoire","BEV",407,"Bus"
"European Union","Croatia","BEV",407,"Bus"
"Other Latin America and Caribbean","Cuba","BEV",407,"Bus"
"European Union","Cyprus","BEV",407,"Bus"
"European Union","Czechia","BEV",407,"Bus"
"European Union","Denmark","BEV",407,"Bus"
"Africa","Djibouti","BEV",407,"Bus"
"Other Latin America and Caribbean","Dominica","BEV",407,"Bus"
"Other Latin America and Caribbean","Dominican Republic","BEV",407,"Bus"
"Other Latin America and Caribbean","Ecuador","BEV",407,"Bus"
"Middle East","Egypt, Arab Rep.","BEV",407,"Bus"
"Other Latin America and Caribbean","El Salvador","BEV",407,"Bus"
"Africa","Equatorial Guinea","BEV",407,"Bus"
"Africa","Eritrea","BEV",407,"Bus"
"European Union","Estonia","BEV",407,"Bus"
"Africa","Ethiopia","BEV",407,"Bus"
"Other Asia Pacific","Fiji","BEV",407,"Bus"
"European Union","Finland","BEV",407,"Bus"
"European Union","France","BEV",407,"Bus"
"Other Asia Pacific","French Polynesia","BEV",407,"Bus"
"Africa","Gabon","BEV",407,"Bus"
"Africa","Gambia, The","BEV",407,"Bus"
"Other Europe","Georgia","BEV",407,"Bus"
"European Union","Germany","BEV",407,"Bus"
"Africa","Ghana","BEV",407,"Bus"
"European Union","Greece","BEV",407,"Bus"
"Other Latin America and Caribbean","Grenada","BEV",407,"Bus"
"Other Latin America and Caribbean","Guatemala","BEV",407,"Bus"
"Africa","Guinea","BEV",407,"Bus"
"Africa","Guinea-Bissau","BEV",407,"Bus"
"Other Latin America and Caribbean","Guyana","BEV",407,"Bus"
"Other Latin America and Caribbean","Haiti","BEV",407,"Bus"
"Other Latin America and Caribbean","Honduras","BEV",407,"Bus"
"European Union","Hungary","BEV",407,"Bus"
"EFTA","Iceland","BEV",407,"Bus"
"India","India","BEV",407,"Bus"
"ASEAN","Indonesia","BEV",407,"Bus"
"Middle East","Iran, Islamic Rep.","BEV",407,"Bus"
"Middle East","Iraq","BEV",407,"Bus"
"European Union","Ireland","BEV",407,"Bus"
"Middle East","Israel","BEV",407,"Bus"
"European Union","Italy","BEV",407,"Bus"
"Other Latin America and Caribbean","Jamaica","BEV",407,"Bus"
"Japan","Japan","BEV",407,"Bus"
"Middle East","Jordan","BEV",407,"Bus"
"Other Asia Pacific","Kazakhstan","BEV",407,"Bus"
"Africa","Kenya","BEV",407,"Bus"
"Other Asia Pacific","Kiribati","BEV",407,"Bus"
"South Korea","Korea, Rep.","BEV",407,"Bus"
"Middle East","Kuwait","BEV",407,"Bus"
"Other Asia Pacific","Kyrgyz Republic","BEV",407,"Bus"
"ASEAN","Lao PDR","BEV",407,"Bus"
"European Union","Latvia","BEV",407,"Bus"
"Middle East","Lebanon","BEV",407,"Bus"
"Africa","Lesotho","BEV",407,"Bus"
"Africa","Liberia","BEV",407,"Bus"
"Africa","Libya","BEV",407,"Bus"
"European Union","Lithuania","BEV",407,"Bus"
"European Union","Luxembourg","BEV",407,"Bus"
"Other Europe","Macedonia, FYR","BEV",407,"Bus"
"Africa","Madagascar","BEV",407,"Bus"
"Africa","Malawi","BEV",407,"Bus"
"ASEAN","Malaysia","BEV",407,"Bus"
"Other Asia Pacific","Maldives","BEV",407,"Bus"
"Africa","Mali","BEV",407,"Bus"
"European Union","Malta","BEV",407,"Bus"
"Africa","Mauritania","BEV",407,"Bus"
"Africa","Mauritius","BEV",407,"Bus"
"Mexico","Mexico","BEV",407,"Bus"
"Other Europe","Moldova","BEV",407,"Bus"
"Other Asia Pacific","Mongolia","BEV",407,"Bus"
"Other Europe","Montenegro","BEV",407,"Bus"
"Africa","Morocco","BEV",407,"Bus"
"Africa","Mozambique","BEV",407,"Bus"
"ASEAN","Myanmar","BEV",407,"Bus"
"Africa","Namibia","BEV",407,"Bus"
"Other Asia Pacific","Nepal","BEV",407,"Bus"
"European Union","Netherlands","BEV",407,"Bus"
"Australia/NZ","New Zealand","BEV",407,"Bus"
"Other Latin America and Caribbean","Nicaragua","BEV",407,"Bus"
"Africa","Niger","BEV",407,"Bus"
"Africa","Nigeria","BEV",407,"Bus"
"EFTA","Norway","BEV",407,"Bus"
"Middle East","Oman","BEV",407,"Bus"
"Other Asia Pacific","Pakistan","BEV",407,"Bus"
"Other Asia Pacific","Palau","BEV",407,"Bus"
"Other Latin America and Caribbean","Panama","BEV",407,"Bus"
"Other Asia Pacific","Papua New Guinea","BEV",407,"Bus"
"Other Latin America and Caribbean","Paraguay","BEV",407,"Bus"
"Other Latin America and Caribbean","Peru","BEV",407,"Bus"
"ASEAN","Philippines","BEV",407,"Bus"
"European Union","Poland","BEV",407,"Bus"
"European Union","Portugal","BEV",407,"Bus"
"Middle East","Qatar","BEV",407,"Bus"
"European Union","Romania","BEV",407,"Bus"
"Other Europe","Russian Federation","BEV",407,"Bus"
"Africa","Rwanda","BEV",407,"Bus"
"Other Asia Pacific","Samoa","BEV",407,"Bus"
"Africa","Sao Tome and Principe","BEV",407,"Bus"
"Middle East","Saudi Arabia","BEV",407,"Bus"
"Africa","Senegal","BEV",407,"Bus"
"Other Europe","Serbia","BEV",407,"Bus"
"Africa","Seychelles","BEV",407,"Bus"
"Africa","Sierra Leone","BEV",407,"Bus"
"ASEAN","Singapore","BEV",407,"Bus"
"European Union","Slovak Republic","BEV",407,"Bus"
"European Union","Slovenia","BEV",407,"Bus"
"Other Asia Pacific","Solomon Islands","BEV",407,"Bus"
"Africa","Somalia","BEV",407,"Bus"
"Africa","South Africa","BEV",407,"Bus"
"Africa","South Sudan","BEV",407,"Bus"
"European Union","Spain","BEV",407,"Bus"
"Other Asia Pacific","Sri Lanka","BEV",407,"Bus"
"Other Latin America and Caribbean","St. Kitts and Nevis","BEV",407,"Bus"
"Other Latin America and Caribbean","St. Lucia","BEV",407,"Bus"
"Other Latin America and Caribbean","St. Vincent and the Grenadines","BEV",407,"Bus"
"Africa","Sudan","BEV",407,"Bus"
"Africa","Swaziland","BEV",407,"Bus"
"European Union","Sweden","BEV",407,"Bus"
"EFTA","Switzerland","BEV",407,"Bus"
"Middle East","Syrian Arab Republic","BEV",407,"Bus"
"Other Asia Pacific","Tajikistan","BEV",407,"Bus"
"Africa","Tanzania","BEV",407,"Bus"
"ASEAN","Thailand","BEV",407,"Bus"
"Other Asia Pacific","Timor-Leste","BEV",407,"Bus"
"Africa","Togo","BEV",407,"Bus"
"Other Asia Pacific","Tonga","BEV",407,"Bus"
"Other Latin America and Caribbean","Trinidad and Tobago","BEV",407,"Bus"
"Africa","Tunisia","BEV",407,"Bus"
"Middle East","Turkey","BEV",407,"Bus"
"Other Asia Pacific","Turkmenistan","BEV",407,"Bus"
"Africa","Uganda","BEV",407,"Bus"
"Other Europe","Ukraine","BEV",407,"Bus"
"Middle East","United Arab Emirates","BEV",407,"Bus"
"United Kingdom","United Kingdom","BEV",407,"Bus"
"United States","United States","BEV",407,"Bus"
"Other Latin America and Caribbean","Uruguay","BEV",407,"Bus"
"Other Asia Pacific","Uzbekistan","BEV",407,"Bus"
"Other Asia Pacific","Vanuatu","BEV",407,"Bus"
"Other Latin America and Caribbean","Venezuela, RB","BEV",407,"Bus"
"ASEAN","Vietnam","BEV",407,"Bus"
"Middle East","Yemen, Rep.","BEV",407,"Bus"
"Africa","Zambia","BEV",407,"Bus"
"Africa","Zimbabwe","BEV",407,"Bus"
"Other Asia Pacific","Afghanistan","BEV",210,"Medium truck"
"Other Europe","Albania","BEV",210,"Medium truck"
"Africa","Algeria","BEV",210,"Medium truck"
"Africa","Angola","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Antigua and Barbuda","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Argentina","BEV",210,"Medium truck"
"Other Europe","Armenia","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Aruba","BEV",210,"Medium truck"
"Australia/NZ","Australia","BEV",210,"Medium truck"
"European Union","Austria","BEV",210,"Medium truck"
"Other Europe","Azerbaijan","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Bahamas, The","BEV",210,"Medium truck"
"Middle East","Bahrain","BEV",210,"Medium truck"
"Other Asia Pacific","Bangladesh","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Barbados","BEV",210,"Medium truck"
"Other Europe","Belarus","BEV",210,"Medium truck"
"European Union","Belgium","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Belize","BEV",210,"Medium truck"
"Africa","Benin","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Bermuda","BEV",210,"Medium truck"
"Other Asia Pacific","Bhutan","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Bolivia","BEV",210,"Medium truck"
"Other Europe","Bosnia and Herzegovina","BEV",210,"Medium truck"
"Africa","Botswana","BEV",210,"Medium truck"
"Brazil","Brazil","BEV",210,"Medium truck"
"ASEAN","Brunei Darussalam","BEV",210,"Medium truck"
"European Union","Bulgaria","BEV",210,"Medium truck"
"Africa","Burkina Faso","BEV",210,"Medium truck"
"Africa","Burundi","BEV",210,"Medium truck"
"Africa","Cabo Verde","BEV",210,"Medium truck"
"ASEAN","Cambodia","BEV",210,"Medium truck"
"Africa","Cameroon","BEV",210,"Medium truck"
"Canada","Canada","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Cayman Islands","BEV",210,"Medium truck"
"Africa","Central African Republic","BEV",210,"Medium truck"
"Africa","Chad","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Chile","BEV",210,"Medium truck"
"China","China","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Colombia","BEV",210,"Medium truck"
"Africa","Comoros","BEV",210,"Medium truck"
"Africa","Congo, Dem. Rep.","BEV",210,"Medium truck"
"Africa","Congo, Rep.","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Costa Rica","BEV",210,"Medium truck"
"Africa","Cote d'Ivoire","BEV",210,"Medium truck"
"European Union","Croatia","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Cuba","BEV",210,"Medium truck"
"European Union","Cyprus","BEV",210,"Medium truck"
"European Union","Czechia","BEV",210,"Medium truck"
"European Union","Denmark","BEV",210,"Medium truck"
"Africa","Djibouti","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Dominica","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Dominican Republic","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Ecuador","BEV",210,"Medium truck"
"Middle East","Egypt, Arab Rep.","BEV",210,"Medium truck"
"Other Latin America and Caribbean","El Salvador","BEV",210,"Medium truck"
"Africa","Equatorial Guinea","BEV",210,"Medium truck"
"Africa","Eritrea","BEV",210,"Medium truck"
"European Union","Estonia","BEV",210,"Medium truck"
"Africa","Ethiopia","BEV",210,"Medium truck"
"Other Asia Pacific","Fiji","BEV",210,"Medium truck"
"European Union","Finland","BEV",210,"Medium truck"
"European Union","France","BEV",210,"Medium truck"
"Other Asia Pacific","French Polynesia","BEV",210,"Medium truck"
"Africa","Gabon","BEV",210,"Medium truck"
"Africa","Gambia, The","BEV",210,"Medium truck"
"Other Europe","Georgia","BEV",210,"Medium truck"
"European Union","Germany","BEV",210,"Medium truck"
"Africa","Ghana","BEV",210,"Medium truck"
"European Union","Greece","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Grenada","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Guatemala","BEV",210,"Medium truck"
"Africa","Guinea","BEV",210,"Medium truck"
"Africa","Guinea-Bissau","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Guyana","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Haiti","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Honduras","BEV",210,"Medium truck"
"European Union","Hungary","BEV",210,"Medium truck"
"EFTA","Iceland","BEV",210,"Medium truck"
"India","India","BEV",210,"Medium truck"
"ASEAN","Indonesia","BEV",210,"Medium truck"
"Middle East","Iran, Islamic Rep.","BEV",210,"Medium truck"
"Middle East","Iraq","BEV",210,"Medium truck"
"European Union","Ireland","BEV",210,"Medium truck"
"Middle East","Israel","BEV",210,"Medium truck"
"European Union","Italy","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Jamaica","BEV",210,"Medium truck"
"Japan","Japan","BEV",210,"Medium truck"
"Middle East","Jordan","BEV",210,"Medium truck"
"Other Asia Pacific","Kazakhstan","BEV",210,"Medium truck"
"Africa","Kenya","BEV",210,"Medium truck"
"Other Asia Pacific","Kiribati","BEV",210,"Medium truck"
"South Korea","Korea, Rep.","BEV",210,"Medium truck"
"Middle East","Kuwait","BEV",210,"Medium truck"
"Other Asia Pacific","Kyrgyz Republic","BEV",210,"Medium truck"
"ASEAN","Lao PDR","BEV",210,"Medium truck"
"European Union","Latvia","BEV",210,"Medium truck"
"Middle East","Lebanon","BEV",210,"Medium truck"
"Africa","Lesotho","BEV",210,"Medium truck"
"Africa","Liberia","BEV",210,"Medium truck"
"Africa","Libya","BEV",210,"Medium truck"
"European Union","Lithuania","BEV",210,"Medium truck"
"European Union","Luxembourg","BEV",210,"Medium truck"
"Other Europe","Macedonia, FYR","BEV",210,"Medium truck"
"Africa","Madagascar","BEV",210,"Medium truck"
"Africa","Malawi","BEV",210,"Medium truck"
"ASEAN","Malaysia","BEV",210,"Medium truck"
"Other Asia Pacific","Maldives","BEV",210,"Medium truck"
"Africa","Mali","BEV",210,"Medium truck"
"European Union","Malta","BEV",210,"Medium truck"
"Africa","Mauritania","BEV",210,"Medium truck"
"Africa","Mauritius","BEV",210,"Medium truck"
"Mexico","Mexico","BEV",210,"Medium truck"
"Other Europe","Moldova","BEV",210,"Medium truck"
"Other Asia Pacific","Mongolia","BEV",210,"Medium truck"
"Other Europe","Montenegro","BEV",210,"Medium truck"
"Africa","Morocco","BEV",210,"Medium truck"
"Africa","Mozambique","BEV",210,"Medium truck"
"ASEAN","Myanmar","BEV",210,"Medium truck"
"Africa","Namibia","BEV",210,"Medium truck"
"Other Asia Pacific","Nepal","BEV",210,"Medium truck"
"European Union","Netherlands","BEV",210,"Medium truck"
"Australia/NZ","New Zealand","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Nicaragua","BEV",210,"Medium truck"
"Africa","Niger","BEV",210,"Medium truck"
"Africa","Nigeria","BEV",210,"Medium truck"
"EFTA","Norway","BEV",210,"Medium truck"
"Middle East","Oman","BEV",210,"Medium truck"
"Other Asia Pacific","Pakistan","BEV",210,"Medium truck"
"Other Asia Pacific","Palau","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Panama","BEV",210,"Medium truck"
"Other Asia Pacific","Papua New Guinea","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Paraguay","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Peru","BEV",210,"Medium truck"
"ASEAN","Philippines","BEV",210,"Medium truck"
"European Union","Poland","BEV",210,"Medium truck"
"European Union","Portugal","BEV",210,"Medium truck"
"Middle East","Qatar","BEV",210,"Medium truck"
"European Union","Romania","BEV",210,"Medium truck"
"Other Europe","Russian Federation","BEV",210,"Medium truck"
"Africa","Rwanda","BEV",210,"Medium truck"
"Other Asia Pacific","Samoa","BEV",210,"Medium truck"
"Africa","Sao Tome and Principe","BEV",210,"Medium truck"
"Middle East","Saudi Arabia","BEV",210,"Medium truck"
"Africa","Senegal","BEV",210,"Medium truck"
"Other Europe","Serbia","BEV",210,"Medium truck"
"Africa","Seychelles","BEV",210,"Medium truck"
"Africa","Sierra Leone","BEV",210,"Medium truck"
"ASEAN","Singapore","BEV",210,"Medium truck"
"European Union","Slovak Republic","BEV",210,"Medium truck"
"European Union","Slovenia","BEV",210,"Medium truck"
"Other Asia Pacific","Solomon Islands","BEV",210,"Medium truck"
"Africa","Somalia","BEV",210,"Medium truck"
"Africa","South Africa","BEV",210,"Medium truck"
"Africa","South Sudan","BEV",210,"Medium truck"
"European Union","Spain","BEV",210,"Medium truck"
"Other Asia Pacific","Sri Lanka","BEV",210,"Medium truck"
"Other Latin America and Caribbean","St. Kitts and Nevis","BEV",210,"Medium truck"
"Other Latin America and Caribbean","St. Lucia","BEV",210,"Medium truck"
"Other Latin America and Caribbean","St. Vincent and the Grenadines","BEV",210,"Medium truck"
"Africa","Sudan","BEV",210,"Medium truck"
"Africa","Swaziland","BEV",210,"Medium truck"
"European Union","Sweden","BEV",210,"Medium truck"
"EFTA","Switzerland","BEV",210,"Medium truck"
"Middle East","Syrian Arab Republic","BEV",210,"Medium truck"
"Other Asia Pacific","Tajikistan","BEV",210,"Medium truck"
"Africa","Tanzania","BEV",210,"Medium truck"
"ASEAN","Thailand","BEV",210,"Medium truck"
"Other Asia Pacific","Timor-Leste","BEV",210,"Medium truck"
"Africa","Togo","BEV",210,"Medium truck"
"Other Asia Pacific","Tonga","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Trinidad and Tobago","BEV",210,"Medium truck"
"Africa","Tunisia","BEV",210,"Medium truck"
"Middle East","Turkey","BEV",210,"Medium truck"
"Other Asia Pacific","Turkmenistan","BEV",210,"Medium truck"
"Africa","Uganda","BEV",210,"Medium truck"
"Other Europe","Ukraine","BEV",210,"Medium truck"
"Middle East","United Arab Emirates","BEV",210,"Medium truck"
"United Kingdom","United Kingdom","BEV",210,"Medium truck"
"United States","United States","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Uruguay","BEV",210,"Medium truck"
"Other Asia Pacific","Uzbekistan","BEV",210,"Medium truck"
"Other Asia Pacific","Vanuatu","BEV",210,"Medium truck"
"Other Latin America and Caribbean","Venezuela, RB","BEV",210,"Medium truck"
"ASEAN","Vietnam","BEV",210,"Medium truck"
"Middle East","Yemen, Rep.","BEV",210,"Medium truck"
"Africa","Zambia","BEV",210,"Medium truck"
"Africa","Zimbabwe","BEV",210,"Medium truck"
"Other Asia Pacific","Afghanistan","BEV",470,"Heavy truck"
"Other Europe","Albania","BEV",470,"Heavy truck"
"Africa","Algeria","BEV",470,"Heavy truck"
"Africa","Angola","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Antigua and Barbuda","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Argentina","BEV",470,"Heavy truck"
"Other Europe","Armenia","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Aruba","BEV",470,"Heavy truck"
"Australia/NZ","Australia","BEV",470,"Heavy truck"
"European Union","Austria","BEV",470,"Heavy truck"
"Other Europe","Azerbaijan","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Bahamas, The","BEV",470,"Heavy truck"
"Middle East","Bahrain","BEV",470,"Heavy truck"
"Other Asia Pacific","Bangladesh","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Barbados","BEV",470,"Heavy truck"
"Other Europe","Belarus","BEV",470,"Heavy truck"
"European Union","Belgium","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Belize","BEV",470,"Heavy truck"
"Africa","Benin","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Bermuda","BEV",470,"Heavy truck"
"Other Asia Pacific","Bhutan","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Bolivia","BEV",470,"Heavy truck"
"Other Europe","Bosnia and Herzegovina","BEV",470,"Heavy truck"
"Africa","Botswana","BEV",470,"Heavy truck"
"Brazil","Brazil","BEV",470,"Heavy truck"
"ASEAN","Brunei Darussalam","BEV",470,"Heavy truck"
"European Union","Bulgaria","BEV",470,"Heavy truck"
"Africa","Burkina Faso","BEV",470,"Heavy truck"
"Africa","Burundi","BEV",470,"Heavy truck"
"Africa","Cabo Verde","BEV",470,"Heavy truck"
"ASEAN","Cambodia","BEV",470,"Heavy truck"
"Africa","Cameroon","BEV",470,"Heavy truck"
"Canada","Canada","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Cayman Islands","BEV",470,"Heavy truck"
"Africa","Central African Republic","BEV",470,"Heavy truck"
"Africa","Chad","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Chile","BEV",470,"Heavy truck"
"China","China","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Colombia","BEV",470,"Heavy truck"
"Africa","Comoros","BEV",470,"Heavy truck"
"Africa","Congo, Dem. Rep.","BEV",470,"Heavy truck"
"Africa","Congo, Rep.","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Costa Rica","BEV",470,"Heavy truck"
"Africa","Cote d'Ivoire","BEV",470,"Heavy truck"
"European Union","Croatia","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Cuba","BEV",470,"Heavy truck"
"European Union","Cyprus","BEV",470,"Heavy truck"
"European Union","Czechia","BEV",470,"Heavy truck"
"European Union","Denmark","BEV",470,"Heavy truck"
"Africa","Djibouti","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Dominica","BEV",470,"Heavy truck"
"Other Latin America and Caribbean","Dominican Republic","BEV",470,"Heavy truck"
