"Region","Country","Powertrain","kwh_veh","Vehicle"
"Other Europe","Macedonia, FYR","PHEV",32.6,"Van"
"Africa","Madagascar","PHEV",32.6,"Van"
"Africa","Malawi","PHEV",32.6,"Van"
"ASEAN","Malaysia","PHEV",32.6,"Van"
"Other Asia Pacific","Maldives","PHEV",32.6,"Van"
"Africa","Mali","PHEV",32.6,"Van"
"European Union","Malta","PHEV",32.6,"Van"
"Africa","Mauritania","PHEV",32.6,"Van"
"Africa","Mauritius","PHEV",32.6,"Van"
"Mexico","Mexico","PHEV",32.6,"Van"
"Other Europe","Moldova","PHEV",32.6,"Van"
"Other Asia Pacific","Mongolia","PHEV",32.6,"Van"
"Other Europe","Montenegro","PHEV",32.6,"Van"
"Africa","Morocco","PHEV",32.6,"Van"
"Africa","Mozambique","PHEV",32.6,"Van"
"ASEAN","Myanmar","PHEV",32.6,"Van"
"Africa","Namibia","PHEV",32.6,"Van"
"Other Asia Pacific","Nepal","PHEV",32.6,"Van"
"European Union","Netherlands","PHEV",32.6,"Van"
"Australia/NZ","New Zealand","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Nicaragua","PHEV",32.6,"Van"
"Africa","Niger","PHEV",32.6,"Van"
"Africa","Nigeria","PHEV",32.6,"Van"
"EFTA","Norway","PHEV",32.6,"Van"
"Middle East","Oman","PHEV",32.6,"Van"
"Other Asia Pacific","Pakistan","PHEV",32.6,"Van"
"Other Asia Pacific","Palau","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Panama","PHEV",32.6,"Van"
"Other Asia Pacific","Papua New Guinea","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Paraguay","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Peru","PHEV",32.6,"Van"
"ASEAN","Philippines","PHEV",32.6,"Van"
"European Union","Poland","PHEV",32.6,"Van"
"European Union","Portugal","PHEV",32.6,"Van"
"Middle East","Qatar","PHEV",32.6,"Van"
"European Union","Romania","PHEV",32.6,"Van"
"Other Europe","Russian Federation","PHEV",32.6,"Van"
"Africa","Rwanda","PHEV",32.6,"Van"
"Other Asia Pacific","Samoa","PHEV",32.6,"Van"
"Africa","Sao Tome and Principe","PHEV",32.6,"Van"
"Middle East","Saudi Arabia","PHEV",32.6,"Van"
"Africa","Senegal","PHEV",32.6,"Van"
"Other Europe","Serbia","PHEV",32.6,"Van"
"Africa","Seychelles","PHEV",32.6,"Van"
"Africa","Sierra Leone","PHEV",32.6,"Van"
"ASEAN","Singapore","PHEV",32.6,"Van"
"European Union","Slovak Republic","PHEV",32.6,"Van"
"European Union","Slovenia","PHEV",32.6,"Van"
"Other Asia Pacific","Solomon Islands","PHEV",32.6,"Van"
"Africa","Somalia","PHEV",32.6,"Van"
"Africa","South Africa","PHEV",32.6,"Van"
"Africa","South Sudan","PHEV",32.6,"Van"
"European Union","Spain","PHEV",32.6,"Van"
"Other Asia Pacific","Sri Lanka","PHEV",32.6,"Van"
"Other Latin America and Caribbean","St. Kitts and Nevis","PHEV",32.6,"Van"
"Other Latin America and Caribbean","St. Lucia","PHEV",32.6,"Van"
"Other Latin America and Caribbean","St. Vincent and the Grenadines","PHEV",32.6,"Van"
"Africa","Sudan","PHEV",32.6,"Van"
"Africa","Swaziland","PHEV",32.6,"Van"
"European Union","Sweden","PHEV",32.6,"Van"
"EFTA","Switzerland","PHEV",32.6,"Van"
"Middle East","Syrian Arab Republic","PHEV",32.6,"Van"
"Other Asia Pacific","Tajikistan","PHEV",32.6,"Van"
"Africa","Tanzania","PHEV",32.6,"Van"
"ASEAN","Thailand","PHEV",32.6,"Van"
"Other Asia Pacific","Timor-Leste","PHEV",32.6,"Van"
"Africa","Togo","PHEV",32.6,"Van"
"Other Asia Pacific","Tonga","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Trinidad and Tobago","PHEV",32.6,"Van"
"Africa","Tunisia","PHEV",32.6,"Van"
"Middle East","Turkey","PHEV",32.6,"Van"
"Other Asia Pacific","Turkmenistan","PHEV",32.6,"Van"
"Africa","Uganda","PHEV",32.6,"Van"
"Other Europe","Ukraine","PHEV",32.6,"Van"
"Middle East","United Arab Emirates","PHEV",32.6,"Van"
"United Kingdom","United Kingdom","PHEV",32.6,"Van"
"United States","United States","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Uruguay","PHEV",32.6,"Van"
"Other Asia Pacific","Uzbekistan","PHEV",32.6,"Van"
"Other Asia Pacific","Vanuatu","PHEV",32.6,"Van"
"Other Latin America and Caribbean","Venezuela, RB","PHEV",32.6,"Van"
"ASEAN","Vietnam","PHEV",32.6,"Van"
"Middle East","Yemen, Rep.","PHEV",32.6,"Van"
"Africa","Zambia","PHEV",32.6,"Van"
"Africa","Zimbabwe","PHEV",32.6,"Van"
"Other Asia Pacific","Afghanistan","PHEV",81.4,"Bus"
"Other Europe","Albania","PHEV",81.4,"Bus"
"Africa","Algeria","PHEV",81.4,"Bus"
"Africa","Angola","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Antigua and Barbuda","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Argentina","PHEV",81.4,"Bus"
"Other Europe","Armenia","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Aruba","PHEV",81.4,"Bus"
"Australia/NZ","Australia","PHEV",81.4,"Bus"
"European Union","Austria","PHEV",81.4,"Bus"
"Other Europe","Azerbaijan","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Bahamas, The","PHEV",81.4,"Bus"
"Middle East","Bahrain","PHEV",81.4,"Bus"
"Other Asia Pacific","Bangladesh","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Barbados","PHEV",81.4,"Bus"
"Other Europe","Belarus","PHEV",81.4,"Bus"
"European Union","Belgium","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Belize","PHEV",81.4,"Bus"
"Africa","Benin","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Bermuda","PHEV",81.4,"Bus"
"Other Asia Pacific","Bhutan","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Bolivia","PHEV",81.4,"Bus"
"Other Europe","Bosnia and Herzegovina","PHEV",81.4,"Bus"
"Africa","Botswana","PHEV",81.4,"Bus"
"Brazil","Brazil","PHEV",81.4,"Bus"
"ASEAN","Brunei Darussalam","PHEV",81.4,"Bus"
"European Union","Bulgaria","PHEV",81.4,"Bus"
"Africa","Burkina Faso","PHEV",81.4,"Bus"
"Africa","Burundi","PHEV",81.4,"Bus"
"Africa","Cabo Verde","PHEV",81.4,"Bus"
"ASEAN","Cambodia","PHEV",81.4,"Bus"
"Africa","Cameroon","PHEV",81.4,"Bus"
"Canada","Canada","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Cayman Islands","PHEV",81.4,"Bus"
"Africa","Central African Republic","PHEV",81.4,"Bus"
"Africa","Chad","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Chile","PHEV",81.4,"Bus"
"China","China","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Colombia","PHEV",81.4,"Bus"
"Africa","Comoros","PHEV",81.4,"Bus"
"Africa","Congo, Dem. Rep.","PHEV",81.4,"Bus"
"Africa","Congo, Rep.","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Costa Rica","PHEV",81.4,"Bus"
"Africa","Cote d'Ivoire","PHEV",81.4,"Bus"
"European Union","Croatia","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Cuba","PHEV",81.4,"Bus"
"European Union","Cyprus","PHEV",81.4,"Bus"
"European Union","Czechia","PHEV",81.4,"Bus"
"European Union","Denmark","PHEV",81.4,"Bus"
"Africa","Djibouti","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Dominica","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Dominican Republic","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Ecuador","PHEV",81.4,"Bus"
"Middle East","Egypt, Arab Rep.","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","El Salvador","PHEV",81.4,"Bus"
"Africa","Equatorial Guinea","PHEV",81.4,"Bus"
"Africa","Eritrea","PHEV",81.4,"Bus"
"European Union","Estonia","PHEV",81.4,"Bus"
"Africa","Ethiopia","PHEV",81.4,"Bus"
"Other Asia Pacific","Fiji","PHEV",81.4,"Bus"
"European Union","Finland","PHEV",81.4,"Bus"
"European Union","France","PHEV",81.4,"Bus"
"Other Asia Pacific","French Polynesia","PHEV",81.4,"Bus"
"Africa","Gabon","PHEV",81.4,"Bus"
"Africa","Gambia, The","PHEV",81.4,"Bus"
"Other Europe","Georgia","PHEV",81.4,"Bus"
"European Union","Germany","PHEV",81.4,"Bus"
"Africa","Ghana","PHEV",81.4,"Bus"
"European Union","Greece","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Grenada","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Guatemala","PHEV",81.4,"Bus"
"Africa","Guinea","PHEV",81.4,"Bus"
"Africa","Guinea-Bissau","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Guyana","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Haiti","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Honduras","PHEV",81.4,"Bus"
"European Union","Hungary","PHEV",81.4,"Bus"
"EFTA","Iceland","PHEV",81.4,"Bus"
"India","India","PHEV",81.4,"Bus"
"ASEAN","Indonesia","PHEV",81.4,"Bus"
"Middle East","Iran, Islamic Rep.","PHEV",81.4,"Bus"
"Middle East","Iraq","PHEV",81.4,"Bus"
"European Union","Ireland","PHEV",81.4,"Bus"
"Middle East","Israel","PHEV",81.4,"Bus"
"European Union","Italy","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Jamaica","PHEV",81.4,"Bus"
"Japan","Japan","PHEV",81.4,"Bus"
"Middle East","Jordan","PHEV",81.4,"Bus"
"Other Asia Pacific","Kazakhstan","PHEV",81.4,"Bus"
"Africa","Kenya","PHEV",81.4,"Bus"
"Other Asia Pacific","Kiribati","PHEV",81.4,"Bus"
"South Korea","Korea, Rep.","PHEV",81.4,"Bus"
"Middle East","Kuwait","PHEV",81.4,"Bus"
"Other Asia Pacific","Kyrgyz Republic","PHEV",81.4,"Bus"
"ASEAN","Lao PDR","PHEV",81.4,"Bus"
"European Union","Latvia","PHEV",81.4,"Bus"
"Middle East","Lebanon","PHEV",81.4,"Bus"
"Africa","Lesotho","PHEV",81.4,"Bus"
"Africa","Liberia","PHEV",81.4,"Bus"
"Africa","Libya","PHEV",81.4,"Bus"
"European Union","Lithuania","PHEV",81.4,"Bus"
"European Union","Luxembourg","PHEV",81.4,"Bus"
"Other Europe","Macedonia, FYR","PHEV",81.4,"Bus"
"Africa","Madagascar","PHEV",81.4,"Bus"
"Africa","Malawi","PHEV",81.4,"Bus"
"ASEAN","Malaysia","PHEV",81.4,"Bus"
"Other Asia Pacific","Maldives","PHEV",81.4,"Bus"
"Africa","Mali","PHEV",81.4,"Bus"
"European Union","Malta","PHEV",81.4,"Bus"
"Africa","Mauritania","PHEV",81.4,"Bus"
"Africa","Mauritius","PHEV",81.4,"Bus"
"Mexico","Mexico","PHEV",81.4,"Bus"
"Other Europe","Moldova","PHEV",81.4,"Bus"
"Other Asia Pacific","Mongolia","PHEV",81.4,"Bus"
"Other Europe","Montenegro","PHEV",81.4,"Bus"
"Africa","Morocco","PHEV",81.4,"Bus"
"Africa","Mozambique","PHEV",81.4,"Bus"
"ASEAN","Myanmar","PHEV",81.4,"Bus"
"Africa","Namibia","PHEV",81.4,"Bus"
"Other Asia Pacific","Nepal","PHEV",81.4,"Bus"
"European Union","Netherlands","PHEV",81.4,"Bus"
"Australia/NZ","New Zealand","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Nicaragua","PHEV",81.4,"Bus"
"Africa","Niger","PHEV",81.4,"Bus"
"Africa","Nigeria","PHEV",81.4,"Bus"
"EFTA","Norway","PHEV",81.4,"Bus"
"Middle East","Oman","PHEV",81.4,"Bus"
"Other Asia Pacific","Pakistan","PHEV",81.4,"Bus"
"Other Asia Pacific","Palau","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Panama","PHEV",81.4,"Bus"
"Other Asia Pacific","Papua New Guinea","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Paraguay","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Peru","PHEV",81.4,"Bus"
"ASEAN","Philippines","PHEV",81.4,"Bus"
"European Union","Poland","PHEV",81.4,"Bus"
"European Union","Portugal","PHEV",81.4,"Bus"
"Middle East","Qatar","PHEV",81.4,"Bus"
"European Union","Romania","PHEV",81.4,"Bus"
"Other Europe","Russian Federation","PHEV",81.4,"Bus"
"Africa","Rwanda","PHEV",81.4,"Bus"
"Other Asia Pacific","Samoa","PHEV",81.4,"Bus"
"Africa","Sao Tome and Principe","PHEV",81.4,"Bus"
"Middle East","Saudi Arabia","PHEV",81.4,"Bus"
"Africa","Senegal","PHEV",81.4,"Bus"
"Other Europe","Serbia","PHEV",81.4,"Bus"
"Africa","Seychelles","PHEV",81.4,"Bus"
"Africa","Sierra Leone","PHEV",81.4,"Bus"
"ASEAN","Singapore","PHEV",81.4,"Bus"
"European Union","Slovak Republic","PHEV",81.4,"Bus"
"European Union","Slovenia","PHEV",81.4,"Bus"
"Other Asia Pacific","Solomon Islands","PHEV",81.4,"Bus"
"Africa","Somalia","PHEV",81.4,"Bus"
"Africa","South Africa","PHEV",81.4,"Bus"
"Africa","South Sudan","PHEV",81.4,"Bus"
"European Union","Spain","PHEV",81.4,"Bus"
"Other Asia Pacific","Sri Lanka","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","St. Kitts and Nevis","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","St. Lucia","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","St. Vincent and the Grenadines","PHEV",81.4,"Bus"
"Africa","Sudan","PHEV",81.4,"Bus"
"Africa","Swaziland","PHEV",81.4,"Bus"
"European Union","Sweden","PHEV",81.4,"Bus"
"EFTA","Switzerland","PHEV",81.4,"Bus"
"Middle East","Syrian Arab Republic","PHEV",81.4,"Bus"
"Other Asia Pacific","Tajikistan","PHEV",81.4,"Bus"
"Africa","Tanzania","PHEV",81.4,"Bus"
"ASEAN","Thailand","PHEV",81.4,"Bus"
"Other Asia Pacific","Timor-Leste","PHEV",81.4,"Bus"
"Africa","Togo","PHEV",81.4,"Bus"
"Other Asia Pacific","Tonga","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Trinidad and Tobago","PHEV",81.4,"Bus"
"Africa","Tunisia","PHEV",81.4,"Bus"
"Middle East","Turkey","PHEV",81.4,"Bus"
"Other Asia Pacific","Turkmenistan","PHEV",81.4,"Bus"
"Africa","Uganda","PHEV",81.4,"Bus"
"Other Europe","Ukraine","PHEV",81.4,"Bus"
"Middle East","United Arab Emirates","PHEV",81.4,"Bus"
"United Kingdom","United Kingdom","PHEV",81.4,"Bus"
"United States","United States","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Uruguay","PHEV",81.4,"Bus"
"Other Asia Pacific","Uzbekistan","PHEV",81.4,"Bus"
"Other Asia Pacific","Vanuatu","PHEV",81.4,"Bus"
"Other Latin America and Caribbean","Venezuela, RB","PHEV",81.4,"Bus"
"ASEAN","Vietnam","PHEV",81.4,"Bus"
"Middle East","Yemen, Rep.","PHEV",81.4,"Bus"
"Africa","Zambia","PHEV",81.4,"Bus"
"Africa","Zimbabwe","PHEV",81.4,"Bus"
"Other Asia Pacific","Afghanistan","PHEV",42,"Medium truck"
"Other Europe","Albania","PHEV",42,"Medium truck"
"Africa","Algeria","PHEV",42,"Medium truck"
"Africa","Angola","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Antigua and Barbuda","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Argentina","PHEV",42,"Medium truck"
"Other Europe","Armenia","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Aruba","PHEV",42,"Medium truck"
"Australia/NZ","Australia","PHEV",42,"Medium truck"
"European Union","Austria","PHEV",42,"Medium truck"
"Other Europe","Azerbaijan","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Bahamas, The","PHEV",42,"Medium truck"
"Middle East","Bahrain","PHEV",42,"Medium truck"
"Other Asia Pacific","Bangladesh","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Barbados","PHEV",42,"Medium truck"
"Other Europe","Belarus","PHEV",42,"Medium truck"
"European Union","Belgium","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Belize","PHEV",42,"Medium truck"
"Africa","Benin","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Bermuda","PHEV",42,"Medium truck"
"Other Asia Pacific","Bhutan","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Bolivia","PHEV",42,"Medium truck"
"Other Europe","Bosnia and Herzegovina","PHEV",42,"Medium truck"
"Africa","Botswana","PHEV",42,"Medium truck"
"Brazil","Brazil","PHEV",42,"Medium truck"
"ASEAN","Brunei Darussalam","PHEV",42,"Medium truck"
"European Union","Bulgaria","PHEV",42,"Medium truck"
"Africa","Burkina Faso","PHEV",42,"Medium truck"
"Africa","Burundi","PHEV",42,"Medium truck"
"Africa","Cabo Verde","PHEV",42,"Medium truck"
"ASEAN","Cambodia","PHEV",42,"Medium truck"
"Africa","Cameroon","PHEV",42,"Medium truck"
"Canada","Canada","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Cayman Islands","PHEV",42,"Medium truck"
"Africa","Central African Republic","PHEV",42,"Medium truck"
"Africa","Chad","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Chile","PHEV",42,"Medium truck"
"China","China","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Colombia","PHEV",42,"Medium truck"
"Africa","Comoros","PHEV",42,"Medium truck"
"Africa","Congo, Dem. Rep.","PHEV",42,"Medium truck"
"Africa","Congo, Rep.","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Costa Rica","PHEV",42,"Medium truck"
"Africa","Cote d'Ivoire","PHEV",42,"Medium truck"
"European Union","Croatia","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Cuba","PHEV",42,"Medium truck"
"European Union","Cyprus","PHEV",42,"Medium truck"
"European Union","Czechia","PHEV",42,"Medium truck"
"European Union","Denmark","PHEV",42,"Medium truck"
"Africa","Djibouti","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Dominica","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Dominican Republic","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Ecuador","PHEV",42,"Medium truck"
"Middle East","Egypt, Arab Rep.","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","El Salvador","PHEV",42,"Medium truck"
"Africa","Equatorial Guinea","PHEV",42,"Medium truck"
"Africa","Eritrea","PHEV",42,"Medium truck"
"European Union","Estonia","PHEV",42,"Medium truck"
"Africa","Ethiopia","PHEV",42,"Medium truck"
"Other Asia Pacific","Fiji","PHEV",42,"Medium truck"
"European Union","Finland","PHEV",42,"Medium truck"
"European Union","France","PHEV",42,"Medium truck"
"Other Asia Pacific","French Polynesia","PHEV",42,"Medium truck"
"Africa","Gabon","PHEV",42,"Medium truck"
"Africa","Gambia, The","PHEV",42,"Medium truck"
"Other Europe","Georgia","PHEV",42,"Medium truck"
"European Union","Germany","PHEV",42,"Medium truck"
"Africa","Ghana","PHEV",42,"Medium truck"
"European Union","Greece","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Grenada","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Guatemala","PHEV",42,"Medium truck"
"Africa","Guinea","PHEV",42,"Medium truck"
"Africa","Guinea-Bissau","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Guyana","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Haiti","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Honduras","PHEV",42,"Medium truck"
"European Union","Hungary","PHEV",42,"Medium truck"
"EFTA","Iceland","PHEV",42,"Medium truck"
"India","India","PHEV",42,"Medium truck"
"ASEAN","Indonesia","PHEV",42,"Medium truck"
"Middle East","Iran, Islamic Rep.","PHEV",42,"Medium truck"
"Middle East","Iraq","PHEV",42,"Medium truck"
"European Union","Ireland","PHEV",42,"Medium truck"
"Middle East","Israel","PHEV",42,"Medium truck"
"European Union","Italy","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Jamaica","PHEV",42,"Medium truck"
"Japan","Japan","PHEV",42,"Medium truck"
"Middle East","Jordan","PHEV",42,"Medium truck"
"Other Asia Pacific","Kazakhstan","PHEV",42,"Medium truck"
"Africa","Kenya","PHEV",42,"Medium truck"
"Other Asia Pacific","Kiribati","PHEV",42,"Medium truck"
"South Korea","Korea, Rep.","PHEV",42,"Medium truck"
"Middle East","Kuwait","PHEV",42,"Medium truck"
"Other Asia Pacific","Kyrgyz Republic","PHEV",42,"Medium truck"
"ASEAN","Lao PDR","PHEV",42,"Medium truck"
"European Union","Latvia","PHEV",42,"Medium truck"
"Middle East","Lebanon","PHEV",42,"Medium truck"
"Africa","Lesotho","PHEV",42,"Medium truck"
"Africa","Liberia","PHEV",42,"Medium truck"
"Africa","Libya","PHEV",42,"Medium truck"
"European Union","Lithuania","PHEV",42,"Medium truck"
"European Union","Luxembourg","PHEV",42,"Medium truck"
"Other Europe","Macedonia, FYR","PHEV",42,"Medium truck"
"Africa","Madagascar","PHEV",42,"Medium truck"
"Africa","Malawi","PHEV",42,"Medium truck"
"ASEAN","Malaysia","PHEV",42,"Medium truck"
"Other Asia Pacific","Maldives","PHEV",42,"Medium truck"
"Africa","Mali","PHEV",42,"Medium truck"
"European Union","Malta","PHEV",42,"Medium truck"
"Africa","Mauritania","PHEV",42,"Medium truck"
"Africa","Mauritius","PHEV",42,"Medium truck"
"Mexico","Mexico","PHEV",42,"Medium truck"
"Other Europe","Moldova","PHEV",42,"Medium truck"
"Other Asia Pacific","Mongolia","PHEV",42,"Medium truck"
"Other Europe","Montenegro","PHEV",42,"Medium truck"
"Africa","Morocco","PHEV",42,"Medium truck"
"Africa","Mozambique","PHEV",42,"Medium truck"
"ASEAN","Myanmar","PHEV",42,"Medium truck"
"Africa","Namibia","PHEV",42,"Medium truck"
"Other Asia Pacific","Nepal","PHEV",42,"Medium truck"
"European Union","Netherlands","PHEV",42,"Medium truck"
"Australia/NZ","New Zealand","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Nicaragua","PHEV",42,"Medium truck"
"Africa","Niger","PHEV",42,"Medium truck"
"Africa","Nigeria","PHEV",42,"Medium truck"
"EFTA","Norway","PHEV",42,"Medium truck"
"Middle East","Oman","PHEV",42,"Medium truck"
"Other Asia Pacific","Pakistan","PHEV",42,"Medium truck"
"Other Asia Pacific","Palau","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Panama","PHEV",42,"Medium truck"
"Other Asia Pacific","Papua New Guinea","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Paraguay","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Peru","PHEV",42,"Medium truck"
"ASEAN","Philippines","PHEV",42,"Medium truck"
"European Union","Poland","PHEV",42,"Medium truck"
"European Union","Portugal","PHEV",42,"Medium truck"
"Middle East","Qatar","PHEV",42,"Medium truck"
"European Union","Romania","PHEV",42,"Medium truck"
"Other Europe","Russian Federation","PHEV",42,"Medium truck"
"Africa","Rwanda","PHEV",42,"Medium truck"
"Other Asia Pacific","Samoa","PHEV",42,"Medium truck"
"Africa","Sao Tome and Principe","PHEV",42,"Medium truck"
"Middle East","Saudi Arabia","PHEV",42,"Medium truck"
"Africa","Senegal","PHEV",42,"Medium truck"
"Other Europe","Serbia","PHEV",42,"Medium truck"
"Africa","Seychelles","PHEV",42,"Medium truck"
"Africa","Sierra Leone","PHEV",42,"Medium truck"
"ASEAN","Singapore","PHEV",42,"Medium truck"
"European Union","Slovak Republic","PHEV",42,"Medium truck"
"European Union","Slovenia","PHEV",42,"Medium truck"
"Other Asia Pacific","Solomon Islands","PHEV",42,"Medium truck"
"Africa","Somalia","PHEV",42,"Medium truck"
"Africa","South Africa","PHEV",42,"Medium truck"
"Africa","South Sudan","PHEV",42,"Medium truck"
"European Union","Spain","PHEV",42,"Medium truck"
"Other Asia Pacific","Sri Lanka","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","St. Kitts and Nevis","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","St. Lucia","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","St. Vincent and the Grenadines","PHEV",42,"Medium truck"
"Africa","Sudan","PHEV",42,"Medium truck"
"Africa","Swaziland","PHEV",42,"Medium truck"
"European Union","Sweden","PHEV",42,"Medium truck"
"EFTA","Switzerland","PHEV",42,"Medium truck"
"Middle East","Syrian Arab Republic","PHEV",42,"Medium truck"
"Other Asia Pacific","Tajikistan","PHEV",42,"Medium truck"
"Africa","Tanzania","PHEV",42,"Medium truck"
"ASEAN","Thailand","PHEV",42,"Medium truck"
"Other Asia Pacific","Timor-Leste","PHEV",42,"Medium truck"
"Africa","Togo","PHEV",42,"Medium truck"
"Other Asia Pacific","Tonga","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Trinidad and Tobago","PHEV",42,"Medium truck"
"Africa","Tunisia","PHEV",42,"Medium truck"
"Middle East","Turkey","PHEV",42,"Medium truck"
"Other Asia Pacific","Turkmenistan","PHEV",42,"Medium truck"
"Africa","Uganda","PHEV",42,"Medium truck"
"Other Europe","Ukraine","PHEV",42,"Medium truck"
"Middle East","United Arab Emirates","PHEV",42,"Medium truck"
"United Kingdom","United Kingdom","PHEV",42,"Medium truck"
"United States","United States","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Uruguay","PHEV",42,"Medium truck"
"Other Asia Pacific","Uzbekistan","PHEV",42,"Medium truck"
"Other Asia Pacific","Vanuatu","PHEV",42,"Medium truck"
"Other Latin America and Caribbean","Venezuela, RB","PHEV",42,"Medium truck"
"ASEAN","Vietnam","PHEV",42,"Medium truck"
"Middle East","Yemen, Rep.","PHEV",42,"Medium truck"
"Africa","Zambia","PHEV",42,"Medium truck"
"Africa","Zimbabwe","PHEV",42,"Medium truck"
"Other Asia Pacific","Afghanistan","PHEV",94,"Heavy truck"
"Other Europe","Albania","PHEV",94,"Heavy truck"
"Africa","Algeria","PHEV",94,"Heavy truck"
"Africa","Angola","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Antigua and Barbuda","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Argentina","PHEV",94,"Heavy truck"
"Other Europe","Armenia","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Aruba","PHEV",94,"Heavy truck"
"Australia/NZ","Australia","PHEV",94,"Heavy truck"
"European Union","Austria","PHEV",94,"Heavy truck"
"Other Europe","Azerbaijan","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Bahamas, The","PHEV",94,"Heavy truck"
"Middle East","Bahrain","PHEV",94,"Heavy truck"
"Other Asia Pacific","Bangladesh","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Barbados","PHEV",94,"Heavy truck"
"Other Europe","Belarus","PHEV",94,"Heavy truck"
"European Union","Belgium","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Belize","PHEV",94,"Heavy truck"
"Africa","Benin","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Bermuda","PHEV",94,"Heavy truck"
"Other Asia Pacific","Bhutan","PHEV",94,"Heavy truck"
"Other Latin America and Caribbean","Bolivia","PHEV",94,"Heavy truck"
"Other Europe","Bosnia and Herzegovina","PHEV",94,"Heavy truck"
"Africa","Botswana","PHEV",94,"Heavy truck"
"Brazil","Brazil","PHEV",94,"Heavy truck"
"ASEAN","Brunei Darussalam","PHEV",94,"Heavy truck"
