"Propulsion","year","ICCT_Country","chemistry","unit"
"BEV","2022","Malaysia","NMC 532",200.072970051223
"BEV","2022","Malaysia","NMC 811",250.500791325031
"BEV","2022","Malaysia","NMCA 89:4:4:3",225
"BEV","2022","Malaysia","NCA",0
"BEV","2022","Malta","NMC 111",3.23580831006889
"BEV","2022","Malta","LMO",0
"BEV","2022","Malta","NMC 622",70.1101467112333
"BEV","2022","Malta","NMC 532",63.9169048092606
"BEV","2022","Malta","NMC 811",13.7371401694372
"BEV","2022","Malta","NMC 721",29
"BEV","2022","Malta","NMCA 89:4:4:3",7
"BEV","2022","Malta","NCA",0
"BEV","2022","Mauritius","NMC 111",2.66478331417438
"BEV","2022","Mauritius","NMC 622",72.031885526898
"BEV","2022","Mauritius","NMC 532",42.9903921958617
"BEV","2022","Mauritius","NMC 811",11.3129389630659
"BEV","2022","Mexico","NMC 111",142.218360102985
"BEV","2022","Mexico","LMO",0
"BEV","2022","Mexico","LFP",1465
"BEV","2022","Mexico","NMC 622",1797.43969082011
"BEV","2022","Mexico","NMC 532",486.06587506796
"BEV","2022","Mexico","NMC 811",625.276074008945
"BEV","2022","Mexico","NCA",3079
"BEV","2022","Moldova","NMC 111",0.824813882958738
"BEV","2022","Moldova","NMC 622",12.8908217107065
"BEV","2022","Moldova","NMC 532",2.78274044157623
"BEV","2022","Moldova","NMC 811",3.5016239647585
"BEV","2022","Moldova","NMC 721",5
"BEV","2022","Mongolia","NMC 111",18.4631415339225
"BEV","2022","Mongolia","LFP",122
"BEV","2022","Mongolia","NMC 622",131.863778293508
"BEV","2022","Mongolia","NMC 532",62.2905744998988
"BEV","2022","Mongolia","NMC 811",78.382505672671
"BEV","2022","Morocco","NMC 111",51.2653551869739
"BEV","2022","Morocco","LMO",0
"BEV","2022","Morocco","NMC 622",458.13722632699
"BEV","2022","Morocco","NMC 532",172.958021291815
"BEV","2022","Morocco","NMC 811",217.639397194221
"BEV","2022","Nepal","NMC 111",4.88543607598637
"BEV","2022","Nepal","LFP",90
"BEV","2022","Nepal","NMC 622",191.891790132646
"BEV","2022","Nepal","NMC 532",136.482385692413
"BEV","2022","Nepal","NMC 811",39.7403880989542
"BEV","2022","Netherlands","NMC 111",2073.96278508886
"BEV","2022","Netherlands","LMO",1
"BEV","2022","Netherlands","LFP",594
"BEV","2022","Netherlands","NMC 622",21277.2446215058
"BEV","2022","Netherlands","NMC 532",22073.0938118649
"BEV","2022","Netherlands","NMC 811",9846.69878154045
"BEV","2022","Netherlands","NMC 721",17342
"BEV","2022","Netherlands","NMCA 89:4:4:3",4465
"BEV","2022","Netherlands","NCA",139
"BEV","2022","New Zealand","NMC 111",215.086081786932
"BEV","2022","New Zealand","LMO",0
"BEV","2022","New Zealand","LFP",3364
"BEV","2022","New Zealand","NMC 622",3629.14504609963
"BEV","2022","New Zealand","NMC 532",2361.65308438026
"BEV","2022","New Zealand","NMC 811",922.115787733178
"BEV","2022","New Zealand","NMC 721",21
"BEV","2022","New Zealand","NMCA 89:4:4:3",5586
"BEV","2022","New Zealand","NCA",0
"BEV","2022","Nigeria","NMC 622",633
"BEV","2022","Nigeria","NMC 811",9
"BEV","2022","Norway","NMC 111",3691.10557346212
"BEV","2022","Norway","LMO",0
"BEV","2022","Norway","LFP",5512
"BEV","2022","Norway","NMC 622",41723.8802955433
"BEV","2022","Norway","NMC 532",23603.9775330107
"BEV","2022","Norway","NMC 811",21320.0365979839
"BEV","2022","Norway","NMC 721",29806
"BEV","2022","Norway","NMCA 89:4:4:3",18596
"BEV","2022","Norway","NCA",774
"BEV","2022","Oman","NMC 111",4.31441108009186
"BEV","2022","Oman","NMC 622",90.8135289483111
"BEV","2022","Oman","NMC 532",29.5558730790141
"BEV","2022","Oman","NMC 811",28.3161868925829
"BEV","2022","Pakistan","NMC 111",0.824813882958738
"BEV","2022","Pakistan","NMC 622",5.89082171070653
"BEV","2022","Pakistan","NMC 532",2.78274044157623
"BEV","2022","Pakistan","NMC 811",3.5016239647585
"BEV","2022","Panama","NMC 111",1.9034166529817
"BEV","2022","Panama","LFP",75
"BEV","2022","Panama","NMC 622",25.5942039477843
"BEV","2022","Panama","NMC 532",18.4217087113298
"BEV","2022","Panama","NMC 811",25.0806706879042
"BEV","2022","Panama","NCA",8
"BEV","2022","Paraguay","NMC 111",3.67993886243129
"BEV","2022","Paraguay","LFP",8
"BEV","2022","Paraguay","NMC 622",87.282127632383
"BEV","2022","Paraguay","NMC 532",12.4153035085709
"BEV","2022","Paraguay","NMC 811",15.6226299966148
"BEV","2022","Paraguay","NCA",0
"BEV","2022","Peru","NMC 111",0.571024995894511
"BEV","2022","Peru","LFP",8
"BEV","2022","Peru","NMC 622",91.0782611843353
"BEV","2022","Peru","NMC 532",1.92651261339893
"BEV","2022","Peru","NMC 811",2.42420120637127
"BEV","2022","Philippines","NMC 111",0.634472217660567
"BEV","2022","Philippines","LFP",12
"BEV","2022","Philippines","NMC 622",239.531401315928
"BEV","2022","Philippines","NMC 532",12.1405695704433
"BEV","2022","Philippines","NMC 811",2.69355689596808
"BEV","2022","Poland","NMC 111",368.120780686661
"BEV","2022","Poland","LMO",0
"BEV","2022","Poland","LFP",517
"BEV","2022","Poland","NMC 622",4751.11904350148
"BEV","2022","Poland","NMC 532",2665.95846477118
"BEV","2022","Poland","NMC 811",2007.80171104068
"BEV","2022","Poland","NMC 721",1576
"BEV","2022","Poland","NMCA 89:4:4:3",800
"BEV","2022","Poland","NCA",74
"BEV","2022","Portugal","NMC 111",501.930971391275
"BEV","2022","Portugal","LMO",6
"BEV","2022","Portugal","LFP",570
"BEV","2022","Portugal","NMC 622",6726.79158103072
"BEV","2022","Portugal","NMC 532",5329.40458717766
"BEV","2022","Portugal","NMC 811",2641.87286040034
"BEV","2022","Portugal","NMC 721",1415
"BEV","2022","Portugal","NMCA 89:4:4:3",2111
"BEV","2022","Portugal","NCA",41
"BEV","2022","Qatar","NMC 111",4.82198885422031
"BEV","2022","Qatar","NMC 622",75.4386500010536
"BEV","2022","Qatar","NMC 532",45.2683287353688
"BEV","2022","Qatar","NMC 811",27.4710324093574
"BEV","2022","Romania","NMC 111",510.686687994991
"BEV","2022","Romania","LMO",0
"BEV","2022","Romania","LFP",480
"BEV","2022","Romania","NMC 622",4982.32491919053
"BEV","2022","Romania","NMC 532",2181.94444724978
"BEV","2022","Romania","NMC 811",2281.0439455647
"BEV","2022","Romania","NMC 721",594
"BEV","2022","Romania","NMCA 89:4:4:3",589
"BEV","2022","Romania","NCA",0
"BEV","2022","Russian Federation","NMC 111",36.4821525154826
"BEV","2022","Russian Federation","LMO",0
"BEV","2022","Russian Federation","LFP",0
"BEV","2022","Russian Federation","NMC 622",408.555575665866
"BEV","2022","Russian Federation","NMC 532",123.082750300487
"BEV","2022","Russian Federation","NMC 811",154.879521518164
"BEV","2022","Russian Federation","NMCA 89:4:4:3",39
"BEV","2022","Russian Federation","NCA",0
"BEV","2022","Rwanda","NMC 111",0
"BEV","2022","Rwanda","NMC 721",1
"BEV","2022","Saudi Arabia","NMC 111",11.6108415831884
"BEV","2022","Saudi Arabia","NMC 622",273.924644081484
"BEV","2022","Saudi Arabia","NMC 532",39.1724231391116
"BEV","2022","Saudi Arabia","NMC 811",63.2920911962158
"BEV","2022","Serbia","NMC 111",3.67993886243129
"BEV","2022","Serbia","NMC 622",68.282127632383
"BEV","2022","Serbia","NMC 532",12.4153035085709
"BEV","2022","Serbia","NMC 811",15.6226299966148
"BEV","2022","Serbia","NMC 721",39
"BEV","2022","Singapore","NMC 111",68.5864467291074
"BEV","2022","Singapore","LFP",971
"BEV","2022","Singapore","NMC 622",955.844482251828
"BEV","2022","Singapore","NMC 532",486.395570564916
"BEV","2022","Singapore","NMC 811",319.173500454149
"BEV","2022","Singapore","NMCA 89:4:4:3",570
"BEV","2022","Singapore","NCA",0
"BEV","2022","Slovak Republic","NMC 111",40.4158802649782
"BEV","2022","Slovak Republic","LMO",0
"BEV","2022","Slovak Republic","LFP",61
"BEV","2022","Slovak Republic","NMC 622",498.65026382462
"BEV","2022","Slovak Republic","NMC 532",300.354281637235
"BEV","2022","Slovak Republic","NMC 811",234.579574273166
"BEV","2022","Slovak Republic","NMC 721",384
"BEV","2022","Slovak Republic","NMCA 89:4:4:3",18
"BEV","2022","Slovak Republic","NCA",0
"BEV","2022","Slovenia","NMC 111",45.1744218974324
"BEV","2022","Slovenia","LMO",0
"BEV","2022","Slovenia","LFP",50
"BEV","2022","Slovenia","NMC 622",620.635773694081
"BEV","2022","Slovenia","NMC 532",438.40855341556
"BEV","2022","Slovenia","NMC 811",200.781250992927
"BEV","2022","Slovenia","NMC 721",637
"BEV","2022","Slovenia","NMCA 89:4:4:3",321
"BEV","2022","Slovenia","NCA",16
"BEV","2022","South Africa","NMC 111",25.4423359281888
"BEV","2022","South Africa","LMO",0
"BEV","2022","South Africa","NMC 622",216.709192768717
"BEV","2022","South Africa","NMC 532",85.8368397747746
"BEV","2022","South Africa","NMC 811",112.01163152832
"BEV","2022","Spain","NMC 111",903.678779613946
"BEV","2022","Spain","LMO",6
"BEV","2022","Spain","LFP",1512
"BEV","2022","Spain","NMC 622",11617.0748942764
"BEV","2022","Spain","NMC 532",10346.8132391823
"BEV","2022","Spain","NMC 811",4142.43308692733
"BEV","2022","Spain","NMC 721",3200
"BEV","2022","Spain","NMCA 89:4:4:3",3470
"BEV","2022","Spain","NCA",55
"BEV","2022","Sri Lanka","LMO",0
"BEV","2022","Sri Lanka","NMC 622",0
"BEV","2022","Sri Lanka","NCA",0
"BEV","2022","Sweden","NMC 111",2697.33173894037
"BEV","2022","Sweden","LMO",0
"BEV","2022","Sweden","LFP",2895
"BEV","2022","Sweden","NMC 622",31793.3464144051
"BEV","2022","Sweden","NMC 532",19632.2034148254
"BEV","2022","Sweden","NMC 811",12919.1184318291
"BEV","2022","Sweden","NMC 721",21376
"BEV","2022","Sweden","NMCA 89:4:4:3",7702
"BEV","2022","Sweden","NCA",395
"BEV","2022","Switzerland","NMC 111",1001.57784279897
"BEV","2022","Switzerland","LMO",0
"BEV","2022","Switzerland","LFP",1764
"BEV","2022","Switzerland","NMC 622",10960.2701173241
"BEV","2022","Switzerland","NMC 532",6561.10312390173
"BEV","2022","Switzerland","NMC 811",4752.0489159752
"BEV","2022","Switzerland","NMC 721",10387
"BEV","2022","Switzerland","NMCA 89:4:4:3",6715
"BEV","2022","Switzerland","NCA",272
"BEV","2022","Thailand","NMC 111",253.344756511865
"BEV","2022","Thailand","LFP",4194
"BEV","2022","Thailand","NMC 622",2310.38854545009
"BEV","2022","Thailand","NMC 532",1659.72942947799
"BEV","2022","Thailand","NMC 811",1092.53726856005
"BEV","2022","Thailand","NMC 721",2
"BEV","2022","Thailand","NMCA 89:4:4:3",388
"BEV","2022","Thailand","NCA",2
"BEV","2022","Tunisia","NMC 111",0.126894443532114
"BEV","2022","Tunisia","NMC 622",15.9062802631856
"BEV","2022","Tunisia","NMC 532",30.4281139140887
"BEV","2022","Tunisia","NMC 811",0.538711379193615
"BEV","2022","Turkey","NMC 111",215.847448448125
"BEV","2022","Turkey","LMO",0
"BEV","2022","Turkey","LFP",393
"BEV","2022","Turkey","NMC 622",3345.58272767874
"BEV","2022","Turkey","NMC 532",1034.2217678648
"BEV","2022","Turkey","NMC 811",2148.34805600834
"BEV","2022","Turkey","NMCA 89:4:4:3",64
"BEV","2022","Turkey","NCA",0
"BEV","2022","Ukraine","NMC 111",11.9915249137847
"BEV","2022","Ukraine","LMO",0
"BEV","2022","Ukraine","LFP",4
"BEV","2022","Ukraine","NMC 622",227.643484871041
"BEV","2022","Ukraine","NMC 532",74.4567648813776
"BEV","2022","Ukraine","NMC 811",52.9082253337966
"BEV","2022","Ukraine","NMC 721",9
"BEV","2022","Ukraine","NMCA 89:4:4:3",8
"BEV","2022","Ukraine","NCA",4
"BEV","2022","United Arab Emirates","NMC 111",23.6658137187392
"BEV","2022","United Arab Emirates","LMO",0
"BEV","2022","United Arab Emirates","NMC 622",627.021269084118
"BEV","2022","United Arab Emirates","NMC 532",91.8432449775335
"BEV","2022","United Arab Emirates","NMC 811",171.469672219609
"BEV","2022","United Arab Emirates","NMCA 89:4:4:3",3180
"BEV","2022","United Arab Emirates","NCA",0
"BEV","2022","United Kingdom","NMC 111",6125.51202540395
"BEV","2022","United Kingdom","LMO",0
"BEV","2022","United Kingdom","LFP",13263
"BEV","2022","United Kingdom","NMC 622",95697.4140046278
"BEV","2022","United Kingdom","NMC 532",62818.1289178444
"BEV","2022","United Kingdom","NMC 811",28116.9450521238
"BEV","2022","United Kingdom","NMC 721",35067
"BEV","2022","United Kingdom","NMCA 89:4:4:3",42901
"BEV","2022","United Kingdom","NCA",0
"BEV","2022","United States","NMC 111",12208.8316483335
"BEV","2022","United States","LMO",0
"BEV","2022","United States","LFP",66693
"BEV","2022","United States","NMC 622",159199.489821746
"BEV","2022","United States","NMC 532",41189.9099592544
"BEV","2022","United States","NMC 811",62580.7685706657
"BEV","2022","United States","NMC 721",14577
"BEV","2022","United States","NCA",448438
"BEV","2022","Uruguay","NMC 111",15.2907804456197
"BEV","2022","Uruguay","LMO",0
"BEV","2022","Uruguay","LFP",636
"BEV","2022","Uruguay","NMC 622",436.206771713867
"BEV","2022","Uruguay","NMC 532",126.587726647683
"BEV","2022","Uruguay","NMC 811",75.9147211928306
"BEV","2022","Uruguay","NCA",78
"BEV","2022","Vietnam","NMC 111",206.964837400877
"BEV","2022","Vietnam","NMC 622",1492.14310925575
"BEV","2022","Vietnam","NMC 532",698.25379387859
"BEV","2022","Vietnam","NMC 811",882.638259464786
"BEV","2022","Vietnam","NMCA 89:4:4:3",40
"BEV","2022","Vietnam","NCA",3959
"BEV","2022","Zambia","NMC 622",39
"BEV","2022","Zimbabwe","LFP",86
"BEV","2022","Zimbabwe","NMC 622",23
"FCEV","2015","Austria","NMC 111",0.253788887064227
"FCEV","2015","Austria","NMC 622",1.81256052637124
"FCEV","2015","Austria","NMC 532",0.856227828177303
"FCEV","2015","Austria","NMC 811",1.07742275838723
"FCEV","2015","Belgium","NMC 111",0.317236108830284
"FCEV","2015","Belgium","NMC 622",2.26570065796405
"FCEV","2015","Belgium","NMC 532",1.07028478522163
"FCEV","2015","Belgium","NMC 811",1.34677844798404
"FCEV","2015","Denmark","NMC 111",1.9034166529817
"FCEV","2015","Denmark","NMC 622",13.5942039477843
"FCEV","2015","Denmark","NMC 532",6.42170871132977
"FCEV","2015","Denmark","NMC 811",8.08067068790423
"FCEV","2015","France","NMC 111",0.507577774128454
"FCEV","2015","France","NMC 622",3.62512105274248
"FCEV","2015","France","NMC 532",1.71245565635461
"FCEV","2015","France","NMC 811",2.15484551677446
"FCEV","2015","Germany","NMC 111",4.56819996715609
"FCEV","2015","Germany","NMC 622",32.6260894746823
"FCEV","2015","Germany","NMC 532",15.4121009071915
"FCEV","2015","Germany","NMC 811",19.3936096509701
"FCEV","2015","Italy","NMC 111",0.0634472217660568
"FCEV","2015","Italy","NMC 622",0.45314013159281
"FCEV","2015","Italy","NMC 532",0.214056957044326
"FCEV","2015","Italy","NMC 811",0.269355689596808
"FCEV","2015","Japan","NMC 111",26.0768081458493
"FCEV","2015","Japan","NMC 622",186.240594084645
"FCEV","2015","Japan","NMC 532",87.9774093452179
"FCEV","2015","Japan","NMC 811",110.705188424288
"FCEV","2015","Korea, Rep.","NMC 111",1.20549721355508
"FCEV","2015","Korea, Rep.","NMC 622",8.60966250026339
"FCEV","2015","Korea, Rep.","NMC 532",4.06708218384219
"FCEV","2015","Korea, Rep.","NMC 811",5.11775810233934
"FCEV","2015","Netherlands","NMC 111",0.888261104724795
"FCEV","2015","Netherlands","NMC 622",6.34396184229934
"FCEV","2015","Netherlands","NMC 532",2.99679739862056
"FCEV","2015","Netherlands","NMC 811",3.77097965435531
"FCEV","2015","Norway","NMC 111",1.20549721355508
"FCEV","2015","Norway","NMC 622",8.60966250026339
"FCEV","2015","Norway","NMC 532",4.06708218384219
"FCEV","2015","Norway","NMC 811",5.11775810233934
"FCEV","2015","Sweden","NMC 111",0.0634472217660568
"FCEV","2015","Sweden","NMC 622",0.45314013159281
"FCEV","2015","Sweden","NMC 532",0.214056957044326
"FCEV","2015","Sweden","NMC 811",0.269355689596808
"FCEV","2015","Switzerland","NMC 111",0.634472217660568
"FCEV","2015","Switzerland","NMC 622",4.5314013159281
"FCEV","2015","Switzerland","NMC 532",2.14056957044326
"FCEV","2015","Switzerland","NMC 811",2.69355689596808
"FCEV","2015","United Kingdom","NMC 111",0.697919439426624
"FCEV","2015","United Kingdom","NMC 622",4.98454144752091
"FCEV","2015","United Kingdom","NMC 532",2.35462652748758
"FCEV","2015","United Kingdom","NMC 811",2.96291258556488
"FCEV","2015","United States","NMC 111",6.97919439426624
"FCEV","2015","United States","NMC 622",49.8454144752091
"FCEV","2015","United States","NMC 532",23.5462652748758
"FCEV","2015","United States","NMC 811",29.6291258556488
"FCEV","2016","Belgium","NMC 111",0.571024995894511
"FCEV","2016","Belgium","NMC 622",4.07826118433529
"FCEV","2016","Belgium","NMC 532",1.92651261339893
"FCEV","2016","Belgium","NMC 811",2.42420120637127
"FCEV","2016","Denmark","NMC 111",1.01515554825691
"FCEV","2016","Denmark","NMC 622",7.25024210548496
"FCEV","2016","Denmark","NMC 532",3.42491131270921
"FCEV","2016","Denmark","NMC 811",4.30969103354892
"FCEV","2016","France","NMC 111",2.15720554004593
"FCEV","2016","France","NMC 622",15.4067644741555
"FCEV","2016","France","NMC 532",7.27793653950707
"FCEV","2016","France","NMC 811",9.15809344629146
"FCEV","2016","Germany","NMC 111",3.10891386653678
"FCEV","2016","Germany","NMC 622",22.2038664480477
"FCEV","2016","Germany","NMC 532",10.488790895172
"FCEV","2016","Germany","NMC 811",13.1984287902436
"FCEV","2016","Ireland","NMC 111",0.0634472217660568
"FCEV","2016","Ireland","NMC 622",0.45314013159281
"FCEV","2016","Ireland","NMC 532",0.214056957044326
"FCEV","2016","Ireland","NMC 811",0.269355689596808
"FCEV","2016","Japan","NMC 111",66.9368189631899
"FCEV","2016","Japan","NMC 622",478.062838830415
"FCEV","2016","Japan","NMC 532",225.830089681764
"FCEV","2016","Japan","NMC 811",284.170252524632
"FCEV","2016","Korea, Rep.","NMC 111",2.60133609240833
"FCEV","2016","Korea, Rep.","NMC 622",18.5787453953052
"FCEV","2016","Korea, Rep.","NMC 532",8.77633523881735
"FCEV","2016","Korea, Rep.","NMC 811",11.0435832734691
"FCEV","2016","Netherlands","NMC 111",0.888261104724795
"FCEV","2016","Netherlands","NMC 622",6.34396184229934
"FCEV","2016","Netherlands","NMC 532",2.99679739862056
"FCEV","2016","Netherlands","NMC 811",3.77097965435531
"FCEV","2016","Norway","NMC 111",1.45928610061931
"FCEV","2016","Norway","NMC 622",10.4222230266346
"FCEV","2016","Norway","NMC 532",4.92331001201949
"FCEV","2016","Norway","NMC 811",6.19518086072657
"FCEV","2016","Sweden","NMC 111",1.14204999178902
"FCEV","2016","Sweden","NMC 622",8.15652236867058
"FCEV","2016","Sweden","NMC 532",3.85302522679786
"FCEV","2016","Sweden","NMC 811",4.84840241274254
"FCEV","2016","Switzerland","NMC 111",1.64962776591748
"FCEV","2016","Switzerland","NMC 622",11.7816434214131
"FCEV","2016","Switzerland","NMC 532",5.56548088315247
"FCEV","2016","Switzerland","NMC 811",7.003247929517
"FCEV","2016","United Kingdom","NMC 111",0.634472217660568
"FCEV","2016","United Kingdom","NMC 622",4.5314013159281
"FCEV","2016","United Kingdom","NMC 532",2.14056957044326
"FCEV","2016","United Kingdom","NMC 811",2.69355689596808
"FCEV","2016","United States","NMC 111",68.6498939508734
"FCEV","2016","United States","NMC 622",490.29762238342
"FCEV","2016","United States","NMC 532",231.60962752196
"FCEV","2016","United States","NMC 811",291.442856143746
"FCEV","2017","Austria","NMC 111",0.126894443532114
"FCEV","2017","Austria","NMC 622",0.90628026318562
"FCEV","2017","Austria","NMC 532",0.428113914088651
"FCEV","2017","Austria","NMC 811",0.538711379193615
"FCEV","2017","Belgium","NMC 111",0.697919439426624
"FCEV","2017","Belgium","NMC 622",4.98454144752091
"FCEV","2017","Belgium","NMC 532",2.35462652748758
"FCEV","2017","Belgium","NMC 811",2.96291258556488
"FCEV","2017","Denmark","NMC 111",0.888261104724795
"FCEV","2017","Denmark","NMC 622",6.34396184229934
"FCEV","2017","Denmark","NMC 532",2.99679739862056
"FCEV","2017","Denmark","NMC 811",3.77097965435531
"FCEV","2017","France","NMC 111",1.77652220944959
"FCEV","2017","France","NMC 622",12.6879236845987
"FCEV","2017","France","NMC 532",5.99359479724112
"FCEV","2017","France","NMC 811",7.54195930871061
"FCEV","2017","Germany","NMC 111",5.20267218481665
"FCEV","2017","Germany","NMC 622",37.1574907906104
"FCEV","2017","Germany","NMC 532",17.5526704776347
"FCEV","2017","Germany","NMC 811",22.0871665469382
"FCEV","2017","Japan","NMC 111",53.8666912793822
"FCEV","2017","Japan","NMC 622",384.715971722296
"FCEV","2017","Japan","NMC 532",181.734356530633
"FCEV","2017","Japan","NMC 811",228.68298046769
"FCEV","2017","Korea, Rep.","NMC 111",3.87028052772946
"FCEV","2017","Korea, Rep.","NMC 622",27.6415480271614
"FCEV","2017","Korea, Rep.","NMC 532",13.0574743797039
"FCEV","2017","Korea, Rep.","NMC 811",16.4306970654053
"FCEV","2017","Netherlands","NMC 111",0.19034166529817
"FCEV","2017","Netherlands","NMC 622",1.35942039477843
"FCEV","2017","Netherlands","NMC 532",0.642170871132977
"FCEV","2017","Netherlands","NMC 811",0.808067068790423
"FCEV","2017","Norway","NMC 111",3.48959719713312
"FCEV","2017","Norway","NMC 622",24.9227072376045
"FCEV","2017","Norway","NMC 532",11.7731326374379
"FCEV","2017","Norway","NMC 811",14.8145629278244
"FCEV","2017","Sweden","NMC 111",0.888261104724795
"FCEV","2017","Sweden","NMC 622",6.34396184229934
"FCEV","2017","Sweden","NMC 532",2.99679739862056
"FCEV","2017","Sweden","NMC 811",3.77097965435531
"FCEV","2017","Switzerland","NMC 111",0.0634472217660568
"FCEV","2017","Switzerland","NMC 622",0.45314013159281
"FCEV","2017","Switzerland","NMC 532",0.214056957044326
"FCEV","2017","Switzerland","NMC 811",0.269355689596808
"FCEV","2017","United Kingdom","NMC 111",2.15720554004593
"FCEV","2017","United Kingdom","NMC 622",15.4067644741555
"FCEV","2017","United Kingdom","NMC 532",7.27793653950707
"FCEV","2017","United Kingdom","NMC 811",9.15809344629146
"FCEV","2017","United States","NMC 111",145.801715618398
"FCEV","2017","United States","NMC 622",1041.31602240028
"FCEV","2017","United States","NMC 532",491.90288728786
"FCEV","2017","United States","NMC 811",618.979374693464
"FCEV","2018","Austria","NMC 111",0.444130552362397
"FCEV","2018","Austria","NMC 622",3.17198092114967
"FCEV","2018","Austria","NMC 532",1.49839869931028
"FCEV","2018","Austria","NMC 811",1.88548982717765
"FCEV","2018","Belgium","NMC 111",0.824813882958738
"FCEV","2018","Belgium","NMC 622",5.89082171070653
"FCEV","2018","Belgium","NMC 532",2.78274044157623
"FCEV","2018","Belgium","NMC 811",3.5016239647585
"FCEV","2018","Denmark","NMC 111",0.317236108830284
"FCEV","2018","Denmark","NMC 622",2.26570065796405
"FCEV","2018","Denmark","NMC 532",1.07028478522163
"FCEV","2018","Denmark","NMC 811",1.34677844798404
"FCEV","2018","France","NMC 111",2.22065276181199
"FCEV","2018","France","NMC 622",15.8599046057483
"FCEV","2018","France","NMC 532",7.4919934965514
"FCEV","2018","France","NMC 811",9.42744913588827
"FCEV","2018","Germany","NMC 111",6.78885272896807
"FCEV","2018","Germany","NMC 622",48.4859940804307
"FCEV","2018","Germany","NMC 532",22.9040944037429
"FCEV","2018","Germany","NMC 811",28.8210587868584
"FCEV","2018","Iceland","NMC 111",0.697919439426624
"FCEV","2018","Iceland","NMC 622",4.98454144752091
"FCEV","2018","Iceland","NMC 532",2.35462652748758
"FCEV","2018","Iceland","NMC 811",2.96291258556488
"FCEV","2018","Italy","NMC 111",0.0634472217660568
"FCEV","2018","Italy","NMC 622",0.45314013159281
"FCEV","2018","Italy","NMC 532",0.214056957044326
"FCEV","2018","Italy","NMC 811",0.269355689596808
"FCEV","2018","Japan","NMC 111",43.7151357968131
"FCEV","2018","Japan","NMC 622",312.213550667446
"FCEV","2018","Japan","NMC 532",147.48524340354
"FCEV","2018","Japan","NMC 811",185.5860701322
"FCEV","2018","Korea, Rep.","NMC 111",46.1261302239233
"FCEV","2018","Korea, Rep.","NMC 622",329.432875667973
"FCEV","2018","Korea, Rep.","NMC 532",155.619407771225
"FCEV","2018","Korea, Rep.","NMC 811",195.821586336879
"FCEV","2018","Netherlands","NMC 111",0.824813882958738
"FCEV","2018","Netherlands","NMC 622",5.89082171070653
"FCEV","2018","Netherlands","NMC 532",2.78274044157623
"FCEV","2018","Netherlands","NMC 811",3.5016239647585
"FCEV","2018","Norway","NMC 111",3.29925553183495
"FCEV","2018","Norway","NMC 622",23.5632868428261
"FCEV","2018","Norway","NMC 532",11.1309617663049
"FCEV","2018","Norway","NMC 811",14.006495859034
"FCEV","2018","Spain","NMC 111",0.0634472217660568
"FCEV","2018","Spain","NMC 622",0.45314013159281
"FCEV","2018","Spain","NMC 532",0.214056957044326
"FCEV","2018","Spain","NMC 811",0.269355689596808
"FCEV","2018","Sweden","NMC 111",0.317236108830284
"FCEV","2018","Sweden","NMC 622",2.26570065796405
"FCEV","2018","Sweden","NMC 532",1.07028478522163
"FCEV","2018","Sweden","NMC 811",1.34677844798404
"FCEV","2018","Switzerland","NMC 111",1.39583887885325
"FCEV","2018","Switzerland","NMC 622",9.96908289504182
"FCEV","2018","Switzerland","NMC 532",4.70925305497517
"FCEV","2018","Switzerland","NMC 811",5.92582517112977
"FCEV","2018","United Kingdom","NMC 111",2.28409998357804
"FCEV","2018","United Kingdom","NMC 622",16.3130447373412
"FCEV","2018","United Kingdom","NMC 532",7.70605045359573
"FCEV","2018","United Kingdom","NMC 811",9.69680482548507
"FCEV","2018","United States","NMC 111",150.243021142022
"FCEV","2018","United States","NMC 622",1073.03583161177
"FCEV","2018","United States","NMC 532",506.886874280963
"FCEV","2018","United States","NMC 811",637.83427296524
"FCEV","2019","Austria","NMC 111",1.20549721355508
"FCEV","2019","Austria","NMC 622",8.60966250026339
"FCEV","2019","Austria","NMC 532",4.06708218384219
"FCEV","2019","Austria","NMC 811",5.11775810233934
"FCEV","2019","Belgium","NMC 111",0.761366661192681
"FCEV","2019","Belgium","NMC 622",5.43768157911372
"FCEV","2019","Belgium","NMC 532",2.56868348453191
"FCEV","2019","Belgium","NMC 811",3.23226827516169
"FCEV","2019","Canada","NMC 111",5.01233051951848
"FCEV","2019","Canada","NMC 622",35.798070395832
"FCEV","2019","Canada","NMC 532",16.9104996065017
"FCEV","2019","Canada","NMC 811",21.2790994781478
"FCEV","2019","Denmark","NMC 111",0.507577774128454
"FCEV","2019","Denmark","NMC 622",3.62512105274248
"FCEV","2019","Denmark","NMC 532",1.71245565635461
"FCEV","2019","Denmark","NMC 811",2.15484551677446
"FCEV","2019","France","NMC 111",3.99717497126158
"FCEV","2019","France","NMC 622",28.547828290347
"FCEV","2019","France","NMC 532",13.4855882937925
"FCEV","2019","France","NMC 811",16.9694084445989
"FCEV","2019","Germany","NMC 111",12.7528915749774
"FCEV","2019","Germany","NMC 622",91.0811664501548
"FCEV","2019","Germany","NMC 532",43.0254483659095
"FCEV","2019","Germany","NMC 811",54.1404936089583
"FCEV","2019","Iceland","NMC 111",0.444130552362397
"FCEV","2019","Iceland","NMC 622",3.17198092114967
"FCEV","2019","Iceland","NMC 532",1.49839869931028
"FCEV","2019","Iceland","NMC 811",1.88548982717765
"FCEV","2019","Italy","NMC 111",1.07860277002296
