"Propulsion","year","ICCT_Country","chemistry","unit"
"BEV","2015","Algeria","NMC 622",0
"BEV","2015","Argentina","LFP",0
"BEV","2015","Argentina","NMC 622",0
"BEV","2015","Argentina","NMC 532",0
"BEV","2015","Australia","NMC 111",9.77087215197274
"BEV","2015","Australia","LMO",139
"BEV","2015","Australia","LFP",0
"BEV","2015","Australia","NMC 622",69.7835802652927
"BEV","2015","Australia","NMC 532",32.9647713848262
"BEV","2015","Australia","NMC 811",41.4807761979084
"BEV","2015","Australia","NMC 721",0
"BEV","2015","Australia","NMCA 89:4:4:3",0
"BEV","2015","Australia","NCA",600
"BEV","2015","Austria","NMC 111",243.980224798831
"BEV","2015","Austria","LMO",231
"BEV","2015","Austria","LFP",0
"BEV","2015","Austria","NMC 622",243.834798032429
"BEV","2015","Austria","NMC 532",406.399118056548
"BEV","2015","Austria","NMC 811",118.785859112192
"BEV","2015","Austria","NMC 721",0
"BEV","2015","Austria","NMCA 89:4:4:3",0
"BEV","2015","Austria","NCA",563
"BEV","2015","Azerbaijan","NMC 622",0
"BEV","2015","Azerbaijan","NMC 811",0
"BEV","2015","Bahamas, The","LFP",0
"BEV","2015","Bahamas, The","NMC 622",0
"BEV","2015","Bahamas, The","NMC 532",0
"BEV","2015","Bahrain","NMC 622",0
"BEV","2015","Bahrain","NMC 532",0
"BEV","2015","Bahrain","NMC 811",0
"BEV","2015","Belarus","NMC 622",0
"BEV","2015","Belarus","NMC 532",0
"BEV","2015","Belgium","NMC 111",66.9953803470879
"BEV","2015","Belgium","LMO",234
"BEV","2015","Belgium","LFP",0
"BEV","2015","Belgium","NMC 622",236.085040137914
"BEV","2015","Belgium","NMC 532",149.824029369257
"BEV","2015","Belgium","NMC 811",123.095550145741
"BEV","2015","Belgium","NMC 721",0
"BEV","2015","Belgium","NMCA 89:4:4:3",0
"BEV","2015","Belgium","NCA",894
"BEV","2015","Bermuda","LMO",0
"BEV","2015","Bhutan","NMC 622",0
"BEV","2015","Bolivia","LFP",0
"BEV","2015","Bosnia and Herzegovina","NMC 111",0
"BEV","2015","Bosnia and Herzegovina","NMC 622",0
"BEV","2015","Bosnia and Herzegovina","NMC 532",0
"BEV","2015","Bosnia and Herzegovina","NMC 721",0
"BEV","2015","Brazil","LMO",0
"BEV","2015","Brazil","LFP",0
"BEV","2015","Brazil","NMC 622",0
"BEV","2015","Brazil","NMC 532",0
"BEV","2015","Brazil","NMC 811",0
"BEV","2015","Brazil","NCA",0
"BEV","2015","Bulgaria","NMC 111",0.634472217660568
"BEV","2015","Bulgaria","LMO",8
"BEV","2015","Bulgaria","LFP",0
"BEV","2015","Bulgaria","NMC 622",4.5314013159281
"BEV","2015","Bulgaria","NMC 532",2.14056957044326
"BEV","2015","Bulgaria","NMC 811",2.69355689596808
"BEV","2015","Bulgaria","NMC 721",0
"BEV","2015","Bulgaria","NMCA 89:4:4:3",0
"BEV","2015","Bulgaria","NCA",0
"BEV","2015","Cambodia","LFP",0
"BEV","2015","Cambodia","NMC 622",0
"BEV","2015","Canada","NMC 111",305.421530322455
"BEV","2015","Canada","LMO",1427
"BEV","2015","Canada","LFP",0
"BEV","2015","Canada","NMC 622",563.554607243926
"BEV","2015","Canada","NMC 532",109.38310504965
"BEV","2015","Canada","NMC 811",137.640757383969
"BEV","2015","Canada","NMC 721",0
"BEV","2015","Canada","NCA",2010
"BEV","2015","Chile","LMO",0
"BEV","2015","Chile","LFP",0
"BEV","2015","Chile","NMC 622",0
"BEV","2015","Chile","NMC 532",0
"BEV","2015","Chile","NCA",0
"BEV","2015","China","NMC 111",20972.6266151661
"BEV","2015","China","LMO",9046
"BEV","2015","China","LFP",25332
"BEV","2015","China","NMC 622",31855.5164674215
"BEV","2015","China","NMC 532",15371.4245423759
"BEV","2015","China","NMC 811",18928.4323750365
"BEV","2015","China","NMC 721",0
"BEV","2015","China","NMCA 89:4:4:3",0
"BEV","2015","China","NCA",3692
"BEV","2015","Colombia","NMC 111",2.83996943121565
"BEV","2015","Colombia","LMO",154
"BEV","2015","Colombia","LFP",5
"BEV","2015","Colombia","NMC 622",17.1410638161915
"BEV","2015","Colombia","NMC 532",6.20765175428545
"BEV","2015","Colombia","NMC 811",7.81131499830742
"BEV","2015","Colombia","NCA",0
"BEV","2015","Costa Rica","NMC 111",0
"BEV","2015","Costa Rica","LMO",0
"BEV","2015","Costa Rica","LFP",0
"BEV","2015","Costa Rica","NMC 622",0
"BEV","2015","Costa Rica","NMC 532",0
"BEV","2015","Costa Rica","NMC 811",0
"BEV","2015","Costa Rica","NCA",0
"BEV","2015","Croatia","NMC 111",35.9034166529817
"BEV","2015","Croatia","LMO",1
"BEV","2015","Croatia","LFP",0
"BEV","2015","Croatia","NMC 622",13.5942039477843
"BEV","2015","Croatia","NMC 532",6.42170871132977
"BEV","2015","Croatia","NMC 811",8.08067068790423
"BEV","2015","Croatia","NMC 721",0
"BEV","2015","Croatia","NMCA 89:4:4:3",0
"BEV","2015","Croatia","NCA",5
"BEV","2015","Cyprus","NMC 111",0
"BEV","2015","Cyprus","LMO",0
"BEV","2015","Cyprus","NMC 622",0
"BEV","2015","Cyprus","NMC 532",0
"BEV","2015","Cyprus","NMC 721",0
"BEV","2015","Cyprus","NMCA 89:4:4:3",0
"BEV","2015","Cyprus","NCA",0
"BEV","2015","Czechia","NMC 111",52.6439777084406
"BEV","2015","Czechia","LMO",44
"BEV","2015","Czechia","LFP",0
"BEV","2015","Czechia","NMC 622",76.8773000021071
"BEV","2015","Czechia","NMC 532",51.5366574707375
"BEV","2015","Czechia","NMC 811",40.9420648187147
"BEV","2015","Czechia","NMC 721",0
"BEV","2015","Czechia","NMCA 89:4:4:3",0
"BEV","2015","Czechia","NCA",65
"BEV","2015","Denmark","NMC 111",108.950944106882
"BEV","2015","Denmark","LMO",260
"BEV","2015","Denmark","LFP",0
"BEV","2015","Denmark","NMC 622",336.323697378679
"BEV","2015","Denmark","NMC 532",958.402148212801
"BEV","2015","Denmark","NMC 811",199.323210301638
"BEV","2015","Denmark","NMC 721",0
"BEV","2015","Denmark","NMCA 89:4:4:3",0
"BEV","2015","Denmark","NCA",2776
"BEV","2015","Dominican Republic","LFP",0
"BEV","2015","Dominican Republic","NMC 622",0
"BEV","2015","Dominican Republic","NMC 532",0
"BEV","2015","Dominican Republic","NCA",0
"BEV","2015","Ecuador","NMC 111",0
"BEV","2015","Ecuador","LMO",2
"BEV","2015","Ecuador","LFP",0
"BEV","2015","Ecuador","NMC 622",0
"BEV","2015","Ecuador","NMC 532",0
"BEV","2015","Ecuador","NMC 811",0
"BEV","2015","Ecuador","NCA",0
"BEV","2015","Egypt, Arab Rep.","LMO",0
"BEV","2015","Egypt, Arab Rep.","NMC 622",0
"BEV","2015","Egypt, Arab Rep.","NMC 532",0
"BEV","2015","Estonia","NMC 111",4.57102499589451
"BEV","2015","Estonia","LMO",13
"BEV","2015","Estonia","LFP",0
"BEV","2015","Estonia","NMC 622",4.07826118433529
"BEV","2015","Estonia","NMC 532",6.92651261339893
"BEV","2015","Estonia","NMC 811",2.42420120637127
"BEV","2015","Estonia","NMC 721",0
"BEV","2015","Estonia","NMCA 89:4:4:3",0
"BEV","2015","Estonia","NCA",10
"BEV","2015","Ethiopia","NMC 622",0
"BEV","2015","Fiji","NMC 622",0
"BEV","2015","Finland","NMC 111",3.95170832649085
"BEV","2015","Finland","LMO",67
"BEV","2015","Finland","LFP",0
"BEV","2015","Finland","NMC 622",6.79710197389215
"BEV","2015","Finland","NMC 532",10.2108543556649
"BEV","2015","Finland","NMC 811",4.04033534395211
"BEV","2015","Finland","NMC 721",0
"BEV","2015","Finland","NMCA 89:4:4:3",0
"BEV","2015","Finland","NCA",151
"BEV","2015","France","NMC 111",875.854128910167
"BEV","2015","France","LMO",5625
"BEV","2015","France","LFP",2
"BEV","2015","France","NMC 622",1970.47645465527
"BEV","2015","France","NMC 532",11700.1034440589
"BEV","2015","France","NMC 811",971.565972375685
"BEV","2015","France","NMC 721",0
"BEV","2015","France","NMCA 89:4:4:3",0
"BEV","2015","France","NCA",804
"BEV","2015","Georgia","LMO",0
"BEV","2015","Georgia","LFP",0
"BEV","2015","Georgia","NMC 622",0
"BEV","2015","Georgia","NMC 532",0
"BEV","2015","Georgia","NMCA 89:4:4:3",0
"BEV","2015","Georgia","NCA",0
"BEV","2015","Germany","NMC 111",4608.0652761812
"BEV","2015","Germany","LMO",1583
"BEV","2015","Germany","LFP",0
"BEV","2015","Germany","NMC 622",2261.99046057483
"BEV","2015","Germany","NMC 532",2684.19934965514
"BEV","2015","Germany","NMC 811",942.744913588826
"BEV","2015","Germany","NMC 721",0
"BEV","2015","Germany","NMCA 89:4:4:3",0
"BEV","2015","Germany","NCA",2067
"BEV","2015","Ghana","LFP",0
"BEV","2015","Ghana","NMC 622",0
"BEV","2015","Ghana","NMC 532",0
"BEV","2015","Greece","NMC 111",2.15720554004593
"BEV","2015","Greece","LMO",0
"BEV","2015","Greece","LFP",0
"BEV","2015","Greece","NMC 622",15.4067644741555
"BEV","2015","Greece","NMC 532",7.27793653950707
"BEV","2015","Greece","NMC 811",9.15809344629146
"BEV","2015","Greece","NMC 721",0
"BEV","2015","Greece","NMCA 89:4:4:3",0
"BEV","2015","Greece","NCA",0
"BEV","2015","Hungary","NMC 111",10.3778583018579
"BEV","2015","Hungary","LMO",110
"BEV","2015","Hungary","LFP",0
"BEV","2015","Hungary","NMC 622",31.2666690799039
"BEV","2015","Hungary","NMC 532",38.7699300360585
"BEV","2015","Hungary","NMC 811",18.5855425821797
"BEV","2015","Hungary","NMC 721",0
"BEV","2015","Hungary","NMCA 89:4:4:3",0
"BEV","2015","Hungary","NCA",11
"BEV","2015","Iceland","NMC 111",55.0274860677754
"BEV","2015","Iceland","LMO",93
"BEV","2015","Iceland","LFP",0
"BEV","2015","Iceland","NMC 622",43.0483125013169
"BEV","2015","Iceland","NMC 532",29.3354109192109
"BEV","2015","Iceland","NMC 811",25.5887905116967
"BEV","2015","Iceland","NMC 721",0
"BEV","2015","Iceland","NMCA 89:4:4:3",0
"BEV","2015","Iceland","NCA",19
"BEV","2015","India","LFP",375
"BEV","2015","India","NMC 622",0
"BEV","2015","India","NMC 532",0
"BEV","2015","India","NMC 811",0
"BEV","2015","Indonesia","LFP",0
"BEV","2015","Indonesia","NMC 622",0
"BEV","2015","Indonesia","NMCA 89:4:4:3",0
"BEV","2015","Indonesia","NCA",0
"BEV","2015","Iraq","NMC 622",0
"BEV","2015","Iraq","NMC 532",0
"BEV","2015","Ireland","NMC 111",3.29925553183495
"BEV","2015","Ireland","LMO",414
"BEV","2015","Ireland","LFP",0
"BEV","2015","Ireland","NMC 622",23.5632868428261
"BEV","2015","Ireland","NMC 532",57.1309617663049
"BEV","2015","Ireland","NMC 811",14.006495859034
"BEV","2015","Ireland","NMC 721",0
"BEV","2015","Ireland","NMCA 89:4:4:3",0
"BEV","2015","Ireland","NCA",2
"BEV","2015","Israel","LMO",3
"BEV","2015","Israel","LFP",0
"BEV","2015","Israel","NMC 622",0
"BEV","2015","Israel","NMC 532",0
"BEV","2015","Israel","NMC 811",0
"BEV","2015","Israel","NMC 721",0
"BEV","2015","Israel","NMCA 89:4:4:3",0
"BEV","2015","Israel","NCA",0
"BEV","2015","Italy","NMC 111",113.058827568854
"BEV","2015","Italy","LMO",679
"BEV","2015","Italy","LFP",0
"BEV","2015","Italy","NMC 622",322.538180269507
"BEV","2015","Italy","NMC 532",433.038086326301
"BEV","2015","Italy","NMC 811",123.364905835338
"BEV","2015","Italy","NMC 721",0
"BEV","2015","Italy","NMCA 89:4:4:3",0
"BEV","2015","Italy","NCA",214
"BEV","2015","Jamaica","LFP",0
"BEV","2015","Jamaica","NMC 622",0
"BEV","2015","Japan","NMC 111",158.364265528078
"BEV","2015","Japan","LMO",9057
"BEV","2015","Japan","LFP",0
"BEV","2015","Japan","NMC 622",1131.03776845565
"BEV","2015","Japan","NMC 532",1134.28616478264
"BEV","2015","Japan","NMC 811",672.311801233632
"BEV","2015","Japan","NMC 721",0
"BEV","2015","Japan","NMCA 89:4:4:3",0
"BEV","2015","Japan","NCA",514
"BEV","2015","Jordan","LFP",0
"BEV","2015","Jordan","NMC 622",0
"BEV","2015","Jordan","NMC 532",0
"BEV","2015","Jordan","NMC 811",0
"BEV","2015","Jordan","NMCA 89:4:4:3",0
"BEV","2015","Jordan","NCA",0
"BEV","2015","Kazakhstan","NMC 111",0
"BEV","2015","Kazakhstan","LMO",0
"BEV","2015","Kazakhstan","LFP",0
"BEV","2015","Kazakhstan","NMC 622",0
"BEV","2015","Kazakhstan","NMC 721",0
"BEV","2015","Kazakhstan","NCA",0
"BEV","2015","Kenya","LFP",0
"BEV","2015","Kenya","NMC 622",0
"BEV","2015","Korea, Rep.","NMC 111",1396.86566087482
"BEV","2015","Korea, Rep.","LMO",1113
"BEV","2015","Korea, Rep.","LFP",0
"BEV","2015","Korea, Rep.","NMC 622",234.726588165076
"BEV","2015","Korea, Rep.","NMC 532",110.881503748961
"BEV","2015","Korea, Rep.","NMC 811",139.526247211146
"BEV","2015","Korea, Rep.","NMC 721",0
"BEV","2015","Korea, Rep.","NCA",0
"BEV","2015","Kuwait","NMC 622",0
"BEV","2015","Kuwait","NMC 811",0
"BEV","2015","Lao PDR","LFP",0
"BEV","2015","Latvia","NMC 111",0
"BEV","2015","Latvia","LMO",0
"BEV","2015","Latvia","LFP",0
"BEV","2015","Latvia","NMC 622",0
"BEV","2015","Latvia","NMC 532",0
"BEV","2015","Latvia","NMC 811",0
"BEV","2015","Latvia","NMC 721",0
"BEV","2015","Latvia","NMCA 89:4:4:3",0
"BEV","2015","Latvia","NCA",0
"BEV","2015","Lebanon","LMO",0
"BEV","2015","Lebanon","NMC 622",0
"BEV","2015","Lebanon","NMC 532",0
"BEV","2015","Lebanon","NMC 811",0
"BEV","2015","Lithuania","NMC 111",0.951708326490851
"BEV","2015","Lithuania","LMO",0
"BEV","2015","Lithuania","LFP",0
"BEV","2015","Lithuania","NMC 622",6.79710197389215
"BEV","2015","Lithuania","NMC 532",3.21085435566489
"BEV","2015","Lithuania","NMC 811",4.04033534395211
"BEV","2015","Lithuania","NMC 721",0
"BEV","2015","Lithuania","NMCA 89:4:4:3",0
"BEV","2015","Lithuania","NCA",0
"BEV","2015","Luxembourg","NMC 111",3.69791943942662
"BEV","2015","Luxembourg","LMO",3
"BEV","2015","Luxembourg","LFP",0
"BEV","2015","Luxembourg","NMC 622",4.98454144752091
"BEV","2015","Luxembourg","NMC 532",2.35462652748758
"BEV","2015","Luxembourg","NMC 811",2.96291258556488
"BEV","2015","Luxembourg","NMC 721",0
"BEV","2015","Luxembourg","NMCA 89:4:4:3",0
"BEV","2015","Luxembourg","NCA",31
"BEV","2015","Macedonia, FYR","NMC 111",0
"BEV","2015","Macedonia, FYR","NMC 622",0
"BEV","2015","Macedonia, FYR","NMC 532",0
"BEV","2015","Macedonia, FYR","NMC 721",0
"BEV","2015","Madagascar","NMC 111",0
"BEV","2015","Malaysia","LMO",31
"BEV","2015","Malaysia","LFP",0
"BEV","2015","Malaysia","NMC 622",0
"BEV","2015","Malaysia","NMC 532",6
"BEV","2015","Malaysia","NMCA 89:4:4:3",0
"BEV","2015","Malaysia","NCA",0
"BEV","2015","Malta","NMC 111",0
"BEV","2015","Malta","LMO",7
"BEV","2015","Malta","NMC 622",0
"BEV","2015","Malta","NMC 532",0
"BEV","2015","Malta","NMC 721",0
"BEV","2015","Malta","NMCA 89:4:4:3",0
"BEV","2015","Malta","NCA",0
"BEV","2015","Mauritius","NMC 622",0
"BEV","2015","Mauritius","NMC 532",0
"BEV","2015","Mexico","NMC 111",7.86745549899104
"BEV","2015","Mexico","LMO",90
"BEV","2015","Mexico","LFP",0
"BEV","2015","Mexico","NMC 622",56.1893763175084
"BEV","2015","Mexico","NMC 532",26.5430626734964
"BEV","2015","Mexico","NMC 811",33.4001055100041
"BEV","2015","Mexico","NCA",0
"BEV","2015","Moldova","NMC 622",0
"BEV","2015","Moldova","NMC 721",0
"BEV","2015","Mongolia","LFP",0
"BEV","2015","Morocco","LMO",25
"BEV","2015","Morocco","NMC 622",0
"BEV","2015","Morocco","NMC 532",0
"BEV","2015","Nepal","LFP",0
"BEV","2015","Nepal","NMC 622",0
"BEV","2015","Nepal","NMC 532",0
"BEV","2015","Nepal","NMC 811",0
"BEV","2015","Netherlands","NMC 111",175.050352482639
"BEV","2015","Netherlands","LMO",692
"BEV","2015","Netherlands","LFP",0
"BEV","2015","Netherlands","NMC 622",492.181665140548
"BEV","2015","Netherlands","NMC 532",560.494851207679
"BEV","2015","Netherlands","NMC 811",174.273131169135
"BEV","2015","Netherlands","NMC 721",0
"BEV","2015","Netherlands","NMCA 89:4:4:3",0
"BEV","2015","Netherlands","NCA",2034
"BEV","2015","New Zealand","NMC 111",2.85512497947255
"BEV","2015","New Zealand","LMO",35
"BEV","2015","New Zealand","LFP",0
"BEV","2015","New Zealand","NMC 622",20.3913059216764
"BEV","2015","New Zealand","NMC 532",9.63256306699466
"BEV","2015","New Zealand","NMC 811",12.1210060318563
"BEV","2015","New Zealand","NMC 721",0
"BEV","2015","New Zealand","NMCA 89:4:4:3",0
"BEV","2015","New Zealand","NCA",21
"BEV","2015","Nigeria","NMC 622",0
"BEV","2015","Nigeria","NMC 811",0
"BEV","2015","Norway","NMC 111",3189.69263857268
"BEV","2015","Norway","LMO",3587
"BEV","2015","Norway","LFP",0
"BEV","2015","Norway","NMC 622",5924.81977386265
"BEV","2015","Norway","NMC 532",4899.34115107456
"BEV","2015","Norway","NMC 811",3467.14643649011
"BEV","2015","Norway","NMC 721",0
"BEV","2015","Norway","NMCA 89:4:4:3",0
"BEV","2015","Norway","NCA",5391
"BEV","2015","Oman","NMC 622",0
"BEV","2015","Oman","NMC 532",0
"BEV","2015","Oman","NMC 811",0
"BEV","2015","Panama","LFP",0
"BEV","2015","Panama","NMC 622",0
"BEV","2015","Panama","NMC 532",0
"BEV","2015","Panama","NMC 811",0
"BEV","2015","Panama","NCA",0
"BEV","2015","Paraguay","LFP",0
"BEV","2015","Paraguay","NMC 622",0
"BEV","2015","Paraguay","NMC 532",0
"BEV","2015","Paraguay","NCA",0
"BEV","2015","Peru","LFP",0
"BEV","2015","Peru","NMC 622",0
"BEV","2015","Philippines","LFP",0
"BEV","2015","Philippines","NMC 622",0
"BEV","2015","Philippines","NMC 532",0
"BEV","2015","Poland","NMC 111",4.2509638583258
"BEV","2015","Poland","LMO",27
"BEV","2015","Poland","LFP",0
"BEV","2015","Poland","NMC 622",30.3603888167183
"BEV","2015","Poland","NMC 532",21.3418161219698
"BEV","2015","Poland","NMC 811",18.0468312029861
"BEV","2015","Poland","NMC 721",0
"BEV","2015","Poland","NMCA 89:4:4:3",0
"BEV","2015","Poland","NCA",21
"BEV","2015","Portugal","NMC 111",42.0038554333032
"BEV","2015","Portugal","LMO",297
"BEV","2015","Portugal","LFP",0
"BEV","2015","Portugal","NMC 622",128.441555266873
"BEV","2015","Portugal","NMC 532",246.367264487879
"BEV","2015","Portugal","NMC 811",72.1873248119444
"BEV","2015","Portugal","NMC 721",0
"BEV","2015","Portugal","NMCA 89:4:4:3",0
"BEV","2015","Portugal","NCA",30
"BEV","2015","Qatar","NMC 622",0
"BEV","2015","Qatar","NMC 532",0
"BEV","2015","Qatar","NMC 811",0
"BEV","2015","Romania","NMC 111",8.38068333059634
"BEV","2015","Romania","LMO",18
"BEV","2015","Romania","LFP",0
"BEV","2015","Romania","NMC 622",2.71884078955686
"BEV","2015","Romania","NMC 532",17.284341742266
"BEV","2015","Romania","NMC 811",1.61613413758085
"BEV","2015","Romania","NMC 721",0
"BEV","2015","Romania","NMCA 89:4:4:3",0
"BEV","2015","Romania","NCA",24
"BEV","2015","Russian Federation","NMC 111",1.9034166529817
"BEV","2015","Russian Federation","LMO",7
"BEV","2015","Russian Federation","LFP",0
"BEV","2015","Russian Federation","NMC 622",13.5942039477843
"BEV","2015","Russian Federation","NMC 532",6.42170871132977
"BEV","2015","Russian Federation","NMC 811",8.08067068790423
"BEV","2015","Russian Federation","NMCA 89:4:4:3",0
"BEV","2015","Russian Federation","NCA",75
"BEV","2015","Rwanda","NMC 111",0
"BEV","2015","Rwanda","NMC 721",0
"BEV","2015","Saudi Arabia","NMC 622",0
"BEV","2015","Saudi Arabia","NMC 532",0
"BEV","2015","Saudi Arabia","NMC 811",0
"BEV","2015","Serbia","NMC 111",0
"BEV","2015","Serbia","NMC 622",0
"BEV","2015","Serbia","NMC 721",0
"BEV","2015","Singapore","LFP",0
"BEV","2015","Singapore","NMC 622",0
"BEV","2015","Singapore","NMC 532",0
"BEV","2015","Singapore","NMC 811",0
"BEV","2015","Singapore","NMCA 89:4:4:3",0
"BEV","2015","Singapore","NCA",0
"BEV","2015","Slovak Republic","NMC 111",0
"BEV","2015","Slovak Republic","LMO",15
"BEV","2015","Slovak Republic","LFP",0
"BEV","2015","Slovak Republic","NMC 622",0
"BEV","2015","Slovak Republic","NMC 532",0
"BEV","2015","Slovak Republic","NMC 811",0
"BEV","2015","Slovak Republic","NMC 721",0
"BEV","2015","Slovak Republic","NMCA 89:4:4:3",0
"BEV","2015","Slovak Republic","NCA",0
"BEV","2015","Slovenia","NMC 111",1.83996943121565
"BEV","2015","Slovenia","LMO",15
"BEV","2015","Slovenia","LFP",0
"BEV","2015","Slovenia","NMC 622",13.1410638161915
"BEV","2015","Slovenia","NMC 532",47.2076517542854
"BEV","2015","Slovenia","NMC 811",7.81131499830742
"BEV","2015","Slovenia","NMC 721",0
"BEV","2015","Slovenia","NMCA 89:4:4:3",0
"BEV","2015","Slovenia","NCA",8
"BEV","2015","South Africa","NMC 111",5.20267218481665
"BEV","2015","South Africa","LMO",29
"BEV","2015","South Africa","NMC 622",37.1574907906104
"BEV","2015","South Africa","NMC 532",17.5526704776347
"BEV","2015","South Africa","NMC 811",22.0871665469382
"BEV","2015","Spain","NMC 111",123.145905425092
"BEV","2015","Spain","LMO",802
"BEV","2015","Spain","LFP",2
"BEV","2015","Spain","NMC 622",517.598077635544
"BEV","2015","Spain","NMC 532",630.220289714677
"BEV","2015","Spain","NMC 811",77.035727224687
"BEV","2015","Spain","NMC 721",0
"BEV","2015","Spain","NMCA 89:4:4:3",0
"BEV","2015","Spain","NCA",24
"BEV","2015","Sri Lanka","NMC 111",1.14204999178902
"BEV","2015","Sri Lanka","LMO",3116
"BEV","2015","Sri Lanka","NMC 622",8.15652236867058
"BEV","2015","Sri Lanka","NMC 532",3.85302522679786
"BEV","2015","Sri Lanka","NMC 811",4.84840241274254
"BEV","2015","Sri Lanka","NCA",18
"BEV","2015","Sweden","NMC 111",248.684824700299
"BEV","2015","Sweden","LMO",1034
"BEV","2015","Sweden","LFP",0
"BEV","2015","Sweden","NMC 622",297.713066456476
"BEV","2015","Sweden","NMC 532",817.635420778122
"BEV","2015","Sweden","NMC 811",176.966688065103
"BEV","2015","Sweden","NMC 721",0
"BEV","2015","Sweden","NMCA 89:4:4:3",0
"BEV","2015","Sweden","NCA",1020
"BEV","2015","Switzerland","NMC 111",301.631913373878
"BEV","2015","Switzerland","LMO",376
"BEV","2015","Switzerland","LFP",0
"BEV","2015","Switzerland","NMC 622",618.595208568282
"BEV","2015","Switzerland","NMC 532",785.670304503044
"BEV","2015","Switzerland","NMC 811",304.102573554796
"BEV","2015","Switzerland","NMC 721",0
"BEV","2015","Switzerland","NMCA 89:4:4:3",0
"BEV","2015","Switzerland","NCA",1734
"BEV","2015","Thailand","NMC 111",34
"BEV","2015","Thailand","LFP",0
"BEV","2015","Thailand","NMC 622",0
"BEV","2015","Thailand","NMC 532",0
"BEV","2015","Thailand","NMC 811",0
"BEV","2015","Thailand","NMC 721",0
"BEV","2015","Thailand","NMCA 89:4:4:3",0
"BEV","2015","Thailand","NCA",0
"BEV","2015","Tunisia","NMC 622",0
"BEV","2015","Tunisia","NMC 532",0
"BEV","2015","Turkey","NMC 111",5.26611940658271
"BEV","2015","Turkey","LMO",21
"BEV","2015","Turkey","LFP",0
"BEV","2015","Turkey","NMC 622",37.6106309222032
"BEV","2015","Turkey","NMC 532",53.766727434679
"BEV","2015","Turkey","NMC 811",22.356522236535
"BEV","2015","Turkey","NMCA 89:4:4:3",0
"BEV","2015","Turkey","NCA",0
"BEV","2015","Ukraine","NMC 111",1.33239165708719
"BEV","2015","Ukraine","LMO",164
"BEV","2015","Ukraine","LFP",0
"BEV","2015","Ukraine","NMC 622",9.51594276344901
"BEV","2015","Ukraine","NMC 532",23.4951960979308
"BEV","2015","Ukraine","NMC 811",5.65646948153296
"BEV","2015","Ukraine","NMC 721",0
"BEV","2015","Ukraine","NMCA 89:4:4:3",0
"BEV","2015","Ukraine","NCA",41
"BEV","2015","United Arab Emirates","NMC 111",2.03031109651382
"BEV","2015","United Arab Emirates","LMO",0
"BEV","2015","United Arab Emirates","NMC 622",14.5004842109699
"BEV","2015","United Arab Emirates","NMC 532",6.84982262541842
"BEV","2015","United Arab Emirates","NMC 811",8.61938206709784
"BEV","2015","United Arab Emirates","NMCA 89:4:4:3",0
"BEV","2015","United Arab Emirates","NCA",0
"BEV","2015","United Kingdom","NMC 111",307.007212831953
"BEV","2015","United Kingdom","LMO",5479
"BEV","2015","United Kingdom","LFP",0
"BEV","2015","United Kingdom","NMC 622",1069.92568490054
"BEV","2015","United Kingdom","NMC 532",3283.9699694717
"BEV","2015","United Kingdom","NMC 811",624.097132795803
"BEV","2015","United Kingdom","NMC 721",0
"BEV","2015","United Kingdom","NMCA 89:4:4:3",0
"BEV","2015","United Kingdom","NCA",1653
"BEV","2015","United States","NMC 111",2657.52167707968
"BEV","2015","United States","LMO",17269
"BEV","2015","United States","LFP",0
"BEV","2015","United States","NMC 622",13117.8917266747
"BEV","2015","United States","NMC 532",5541.5065039635
"BEV","2015","United States","NMC 811",6973.08009228215
"BEV","2015","United States","NMC 721",0
"BEV","2015","United States","NCA",26142
"BEV","2015","Uruguay","LMO",0
"BEV","2015","Uruguay","LFP",0
"BEV","2015","Uruguay","NMC 622",0
"BEV","2015","Uruguay","NMC 532",0
"BEV","2015","Uruguay","NMC 811",0
"BEV","2015","Uruguay","NCA",0
"BEV","2015","Vietnam","NMC 111",0
"BEV","2015","Vietnam","NMC 622",0
"BEV","2015","Vietnam","NMC 811",0
"BEV","2015","Vietnam","NMCA 89:4:4:3",0
"BEV","2015","Vietnam","NCA",0
"BEV","2015","Zambia","NMC 622",0
"BEV","2015","Zimbabwe","LFP",0
"BEV","2015","Zimbabwe","NMC 622",0
"BEV","2016","Algeria","NMC 622",0
"BEV","2016","Argentina","LFP",0
"BEV","2016","Argentina","NMC 622",0
"BEV","2016","Argentina","NMC 532",0
"BEV","2016","Australia","NMC 111",5.83714440247722
"BEV","2016","Australia","LMO",42
"BEV","2016","Australia","LFP",0
"BEV","2016","Australia","NMC 622",41.6888921065385
"BEV","2016","Australia","NMC 532",19.693240048078
"BEV","2016","Australia","NMC 811",24.7807234429063
"BEV","2016","Australia","NMC 721",0
"BEV","2016","Australia","NMCA 89:4:4:3",0
"BEV","2016","Australia","NCA",450
"BEV","2016","Austria","NMC 111",406.958654973488
"BEV","2016","Austria","LMO",480
"BEV","2016","Austria","LFP",0
"BEV","2016","Austria","NMC 622",607.206807912426
"BEV","2016","Austria","NMC 532",1162.13667718856
"BEV","2016","Austria","NMC 811",343.697859925526
"BEV","2016","Austria","NMC 721",0
"BEV","2016","Austria","NMCA 89:4:4:3",0
"BEV","2016","Austria","NCA",1013
"BEV","2016","Azerbaijan","NMC 622",0
"BEV","2016","Azerbaijan","NMC 811",0
"BEV","2016","Bahamas, The","LFP",0
"BEV","2016","Bahamas, The","NMC 622",0
