"chemistry","Year","stationaryPower","ICCT_Region","ICCT_Country"
"NMC 111",2023,0.138970985340158,"European Union","Estonia"
"NMC 111",2023,1.21624606954174,"European Union","Finland"
"NMC 111",2023,7.82303335701405,"European Union","France"
"NMC 111",2023,9.70264092852122,"European Union","Germany"
"NMC 111",2023,0.873817562498545,"European Union","Greece"
"NMC 111",2023,0.59187642677247,"European Union","Hungary"
"NMC 111",2023,0.560049738283297,"European Union","Ireland"
"NMC 111",2023,4.64669651941923,"European Union","Italy"
"NMC 111",2023,0.0843157297147719,"European Union","Latvia"
"NMC 111",2023,0.0694854926700788,"European Union","Lithuania"
"NMC 111",2023,0.018829402090453,"European Union","Luxembourg"
"NMC 111",2023,0.0333263753813328,"European Union","Malta"
"NMC 111",2023,2.01441275992466,"European Union","Netherlands"
"NMC 111",2023,2.98770955293648,"European Union","Poland"
"NMC 111",2023,0.782503293953693,"European Union","Portugal"
"NMC 111",2023,0.938137466984517,"European Union","Romania"
"NMC 111",2023,0.445407006971512,"European Union","Slovak Republic"
"NMC 111",2023,0.221120500655143,"European Union","Slovenia"
"NMC 111",2023,4.74584248617869,"European Union","Spain"
"NMC 111",2023,2.8607360627336,"European Union","Sweden"
"NMC 111",2023,0.180129058936104,"Other Europe","Albania"
"NMC 111",2023,0.483775662948041,"Other Europe","Azerbaijan"
"NMC 111",2023,0.660549755674506,"Other Europe","Belarus"
"NMC 111",2023,0.270610168096422,"Other Europe","Bosnia and Herzegovina"
"NMC 111",2023,0.237283792715089,"Other Europe","Georgia"
"NMC 111",2023,0.116475681957758,"Other Europe","Macedonia, FYR"
"NMC 111",2023,0.0896479497757851,"Other Europe","Moldova"
"NMC 111",2023,0.0538220962408524,"Other Europe","Montenegro"
"NMC 111",2023,18.5782878519547,"Other Europe","Russian Federation"
"NMC 111",2023,0.60287413064831,"Other Europe","Serbia"
"NMC 111",2023,1.86527723009319,"Other Europe","Ukraine"
"NMC 111",2023,5.4137030488206,"United Kingdom","United Kingdom"
"NMC 111",2023,23.2310369705392,"Canada","Canada"
"NMC 111",2023,12.7177209692733,"Mexico","Mexico"
"NMC 111",2023,156.356282914023,"United States","United States"
"NMC 111",2023,4.06716693127087,"Brazil","Brazil"
"NMC 111",2023,0.858198027575616,"Other Latin America and Caribbean","Argentina"
"NMC 111",2023,0.0673201905114303,"Other Latin America and Caribbean","Bolivia"
"NMC 111",2023,0.497106145018743,"Other Latin America and Caribbean","Chile"
"NMC 111",2023,0.504871561847923,"Other Latin America and Caribbean","Colombia"
"NMC 111",2023,0.0754440111942649,"Other Latin America and Caribbean","Costa Rica"
"NMC 111",2023,0.197838927217265,"Other Latin America and Caribbean","Ecuador"
"NMC 111",2023,0.045517289414117,"Other Latin America and Caribbean","El Salvador"
"NMC 111",2023,0.36001667099591,"Other Latin America and Caribbean","Peru"
"NMC 111",2023,0.0607208884072955,"Other Latin America and Caribbean","Trinidad and Tobago"
"NMC 111",2023,0.087928412096562,"Other Latin America and Caribbean","Uruguay"
"NMC 111",2023,0.494741073828862,"Other Latin America and Caribbean","Venezuela, RB"
"NMC 111",2023,0.603808731247263,"Africa","Algeria"
"NMC 111",2023,0.0023719393882379,"Africa","Burundi"
"NMC 111",2023,0.0812389240471482,"Africa","Kenya"
"NMC 111",2023,0.271165019460147,"Africa","Morocco"
"NMC 111",2023,0.211497928784547,"Africa","Nigeria"
"NMC 111",2023,1.40735070368782,"Africa","South Africa"
"NMC 111",2023,0.133619252204069,"Africa","Tunisia"
"NMC 111",2023,1.65824918119921,"Australia/NZ","Australia"
"NMC 111",2023,0.290562575059143,"Australia/NZ","New Zealand"
"NMC 111",2023,1.37104685360674,"Middle East","Egypt, Arab Rep."
"NMC 111",2023,2.44316345709027,"Middle East","Iran, Islamic Rep."
"NMC 111",2023,0.772439159509431,"Middle East","Iraq"
"NMC 111",2023,0.503883998135603,"Middle East","Israel"
"NMC 111",2023,0.546580093093579,"Middle East","Kuwait"
"NMC 111",2023,0.244375644193733,"Middle East","Oman"
"NMC 111",2023,0.302422272000333,"Middle East","Qatar"
"NMC 111",2023,2.64595320573413,"Middle East","Saudi Arabia"
"NMC 111",2023,2.14851587530694,"Middle East","Turkey"
"NMC 111",2023,1.01954217162001,"Middle East","United Arab Emirates"
"NMC 111",2024,259.773500460516,"China","China"
"NMC 111",2024,2.81815507910227,"ASEAN","Indonesia"
"NMC 111",2024,1.52516991463918,"ASEAN","Malaysia"
"NMC 111",2024,0.952565820045543,"ASEAN","Philippines"
"NMC 111",2024,0.462933131810318,"ASEAN","Singapore"
"NMC 111",2024,1.6127883956918,"ASEAN","Thailand"
"NMC 111",2024,2.22493487131979,"ASEAN","Vietnam"
"NMC 111",2024,15.5292562440368,"India","India"
"NMC 111",2024,8.16803645160926,"Japan","Japan"
"NMC 111",2024,0.720127593067958,"Other Asia Pacific","Bangladesh"
"NMC 111",2024,0.952903789114213,"Other Asia Pacific","Kazakhstan"
"NMC 111",2024,0.0614258782307176,"Other Asia Pacific","Mongolia"
"NMC 111",2024,1.2857188294867,"Other Asia Pacific","Pakistan"
"NMC 111",2024,0.142986956564023,"Other Asia Pacific","Sri Lanka"
"NMC 111",2024,0.266353423018589,"Other Asia Pacific","Turkmenistan"
"NMC 111",2024,0.599856230445816,"Other Asia Pacific","Uzbekistan"
"NMC 111",2024,5.12454049597146,"South Korea","Korea, Rep."
"NMC 111",2024,0.254609122527872,"EFTA","Iceland"
"NMC 111",2024,1.93320084330391,"EFTA","Norway"
"NMC 111",2024,0.788195916267149,"EFTA","Switzerland"
"NMC 111",2024,0.819090663828463,"European Union","Austria"
"NMC 111",2024,1.19755132145457,"European Union","Belgium"
"NMC 111",2024,0.64043292280791,"European Union","Bulgaria"
"NMC 111",2024,0.178784358838428,"European Union","Croatia"
"NMC 111",2024,0.0666009722018506,"European Union","Cyprus"
"NMC 111",2024,1.07764424792766,"European Union","Czechia"
"NMC 111",2024,0.435818529123137,"European Union","Denmark"
"NMC 111",2024,0.105599260107117,"European Union","Estonia"
"NMC 111",2024,0.924183452664083,"European Union","Finland"
"NMC 111",2024,5.94445331355985,"European Union","France"
"NMC 111",2024,7.37270229918129,"European Union","Germany"
"NMC 111",2024,0.663983836932519,"European Union","Greece"
"NMC 111",2024,0.449746489089303,"European Union","Hungary"
"NMC 111",2024,0.425562485875323,"European Union","Ireland"
"NMC 111",2024,3.53086446924108,"European Union","Italy"
"NMC 111",2024,0.0640686158443658,"European Union","Latvia"
"NMC 111",2024,0.0527996300535584,"European Union","Lithuania"
"NMC 111",2024,0.0143078134197892,"European Union","Luxembourg"
"NMC 111",2024,0.0253235635748482,"European Union","Malta"
"NMC 111",2024,1.5306828002817,"European Union","Netherlands"
"NMC 111",2024,2.27025747448514,"European Union","Poland"
"NMC 111",2024,0.594597272737435,"European Union","Portugal"
"NMC 111",2024,0.712858314631975,"European Union","Romania"
"NMC 111",2024,0.338449427177846,"European Union","Slovak Republic"
"NMC 111",2024,0.168021844319117,"European Union","Slovenia"
"NMC 111",2024,3.60620207087625,"European Union","Spain"
"NMC 111",2024,2.17377469726497,"European Union","Sweden"
"NMC 111",2024,0.136873861122054,"Other Europe","Albania"
"NMC 111",2024,0.367604445921568,"Other Europe","Azerbaijan"
"NMC 111",2024,0.501928983898543,"Other Europe","Belarus"
"NMC 111",2024,0.205627336227767,"Other Europe","Bosnia and Herzegovina"
"NMC 111",2024,0.180303772652919,"Other Europe","Georgia"
"NMC 111",2024,0.0885058546940943,"Other Europe","Macedonia, FYR"
"NMC 111",2024,0.0681203860163415,"Other Europe","Moldova"
"NMC 111",2024,0.0408975551733798,"Other Europe","Montenegro"
"NMC 111",2024,14.1170003682527,"Other Europe","Russian Federation"
"NMC 111",2024,0.458103265069003,"Other Europe","Serbia"
"NMC 111",2024,1.41735985328425,"Other Europe","Ukraine"
"NMC 111",2024,4.11368628491621,"United Kingdom","United Kingdom"
"NMC 111",2024,13.4225587543862,"Canada","Canada"
"NMC 111",2024,7.34811610641579,"Mexico","Mexico"
"NMC 111",2024,90.3404095431642,"United States","United States"
"NMC 111",2024,2.78991271412952,"Brazil","Brazil"
"NMC 111",2024,0.588689283925196,"Other Latin America and Caribbean","Argentina"
"NMC 111",2024,0.0461789394434256,"Other Latin America and Caribbean","Bolivia"
"NMC 111",2024,0.340994795073814,"Other Latin America and Caribbean","Chile"
"NMC 111",2024,0.346321558274919,"Other Latin America and Caribbean","Colombia"
"NMC 111",2024,0.0517515532538124,"Other Latin America and Caribbean","Costa Rica"
"NMC 111",2024,0.135709536323537,"Other Latin America and Caribbean","Ecuador"
"NMC 111",2024,0.0312230273787847,"Other Latin America and Caribbean","El Salvador"
"NMC 111",2024,0.246956937023537,"Other Latin America and Caribbean","Peru"
"NMC 111",2024,0.0416520839797001,"Other Latin America and Caribbean","Trinidad and Tobago"
"NMC 111",2024,0.0603153494771274,"Other Latin America and Caribbean","Uruguay"
"NMC 111",2024,0.339372451488224,"Other Latin America and Caribbean","Venezuela, RB"
"NMC 111",2024,0.412764398583744,"Africa","Algeria"
"NMC 111",2024,0.0016214607116408,"Africa","Burundi"
"NMC 111",2024,0.0555350293736973,"Africa","Kenya"
"NMC 111",2024,0.185368744077637,"Africa","Morocco"
"NMC 111",2024,0.144580246787971,"Africa","Nigeria"
"NMC 111",2024,0.962066688906872,"Africa","South Africa"
"NMC 111",2024,0.0913422867557648,"Africa","Tunisia"
"NMC 111",2024,1.13358119973821,"Australia/NZ","Australia"
"NMC 111",2024,0.198628937175997,"Australia/NZ","New Zealand"
"NMC 111",2024,0.937249331903703,"Middle East","Egypt, Arab Rep."
"NMC 111",2024,1.67014957356534,"Middle East","Iran, Islamic Rep."
"NMC 111",2024,0.528040368775122,"Middle East","Iraq"
"NMC 111",2024,0.344455726926618,"Middle East","Israel"
"NMC 111",2024,0.373642830466508,"Middle East","Kuwait"
"NMC 111",2024,0.167055493874325,"Middle East","Oman"
"NMC 111",2024,0.206736240734201,"Middle East","Qatar"
"NMC 111",2024,1.80877689759398,"Middle East","Saudi Arabia"
"NMC 111",2024,1.4687281207193,"Middle East","Turkey"
"NMC 111",2024,0.69696029474467,"Middle East","United Arab Emirates"
"NMC 111",2025,133.635035793466,"China","China"
"NMC 111",2025,1.62209501618343,"ASEAN","Indonesia"
"NMC 111",2025,0.877868835435842,"ASEAN","Malaysia"
"NMC 111",2025,0.548285039648977,"ASEAN","Philippines"
"NMC 111",2025,0.266458553506896,"ASEAN","Singapore"
"NMC 111",2025,0.92830094348232,"ASEAN","Thailand"
"NMC 111",2025,1.28064484203269,"ASEAN","Vietnam"
"NMC 111",2025,8.93844676798685,"India","India"
"NMC 111",2025,4.70142020160954,"Japan","Japan"
"NMC 111",2025,0.414496486866084,"Other Asia Pacific","Bangladesh"
"NMC 111",2025,0.548479570441828,"Other Asia Pacific","Kazakhstan"
"NMC 111",2025,0.0353559716005682,"Other Asia Pacific","Mongolia"
"NMC 111",2025,0.740043768701303,"Other Asia Pacific","Pakistan"
"NMC 111",2025,0.0823015139733271,"Other Asia Pacific","Sri Lanka"
"NMC 111",2025,0.153309717845435,"Other Asia Pacific","Turkmenistan"
"NMC 111",2025,0.345269786268361,"Other Asia Pacific","Uzbekistan"
"NMC 111",2025,2.94962177929307,"South Korea","Korea, Rep."
"NMC 111",2025,0.142461227521056,"EFTA","Iceland"
"NMC 111",2025,1.08168223686356,"EFTA","Norway"
"NMC 111",2025,0.441018596048967,"EFTA","Switzerland"
"NMC 111",2025,0.458305108086871,"European Union","Austria"
"NMC 111",2025,0.670064880551186,"European Union","Belgium"
"NMC 111",2025,0.358340892982438,"European Union","Bulgaria"
"NMC 111",2025,0.100035061465244,"European Union","Croatia"
"NMC 111",2025,0.0372651857866276,"European Union","Cyprus"
"NMC 111",2025,0.602973376863094,"European Union","Czechia"
"NMC 111",2025,0.243853173911734,"European Union","Denmark"
"NMC 111",2025,0.05908586491644,"European Union","Estonia"
"NMC 111",2025,0.517107587560066,"European Union","Finland"
"NMC 111",2025,3.32609494735854,"European Union","France"
"NMC 111",2025,4.12524189730751,"European Union","Germany"
"NMC 111",2025,0.371518316093299,"European Union","Greece"
"NMC 111",2025,0.251646273600953,"European Union","Hungary"
"NMC 111",2025,0.238114618686037,"European Union","Ireland"
"NMC 111",2025,1.97562161757775,"European Union","Italy"
"NMC 111",2025,0.035848258570406,"European Union","Latvia"
"NMC 111",2025,0.02954293245822,"European Union","Lithuania"
"NMC 111",2025,0.00800563877165194,"European Union","Luxembourg"
"NMC 111",2025,0.0141692721622158,"European Union","Malta"
"NMC 111",2025,0.856461655845135,"European Union","Netherlands"
"NMC 111",2025,1.27027524934265,"European Union","Poland"
"NMC 111",2025,0.332694510368827,"European Union","Portugal"
"NMC 111",2025,0.398865011366375,"European Union","Romania"
"NMC 111",2025,0.189372322448014,"European Union","Slovak Republic"
"NMC 111",2025,0.094013120796302,"European Union","Slovenia"
"NMC 111",2025,2.01777520226034,"European Union","Spain"
"NMC 111",2025,1.21629032240461,"European Union","Sweden"
"NMC 111",2025,0.0765849160367765,"Other Europe","Albania"
"NMC 111",2025,0.205685405488373,"Other Europe","Azerbaijan"
"NMC 111",2025,0.28084390089658,"Other Europe","Belarus"
"NMC 111",2025,0.115054489957192,"Other Europe","Bosnia and Herzegovina"
"NMC 111",2025,0.100885217794977,"Other Europe","Georgia"
"NMC 111",2025,0.0495216062069443,"Other Europe","Macedonia, FYR"
"NMC 111",2025,0.0381153421163605,"Other Europe","Moldova"
"NMC 111",2025,0.0228833745419786,"Other Europe","Montenegro"
"NMC 111",2025,7.89887330590964,"Other Europe","Russian Federation"
"NMC 111",2025,0.256322133414484,"Other Europe","Serbia"
"NMC 111",2025,0.793054162919219,"Other Europe","Ukraine"
"NMC 111",2025,2.30172741639115,"United Kingdom","United Kingdom"
"NMC 111",2025,7.12646583774003,"Canada","Canada"
"NMC 111",2025,3.90134991117155,"Mexico","Mexico"
"NMC 111",2025,47.9646134658507,"United States","United States"
"NMC 111",2025,1.92519648339473,"Brazil","Brazil"
"NMC 111",2025,0.406228672848843,"Other Latin America and Caribbean","Argentina"
"NMC 111",2025,0.0318660621076527,"Other Latin America and Caribbean","Bolivia"
"NMC 111",2025,0.235305562431132,"Other Latin America and Caribbean","Chile"
"NMC 111",2025,0.238981328246567,"Other Latin America and Caribbean","Colombia"
"NMC 111",2025,0.0357114786530305,"Other Latin America and Caribbean","Costa Rica"
"NMC 111",2025,0.093647202928612,"Other Latin America and Caribbean","Ecuador"
"NMC 111",2025,0.0215456427027785,"Other Latin America and Caribbean","El Salvador"
"NMC 111",2025,0.170414158227882,"Other Latin America and Caribbean","Peru"
"NMC 111",2025,0.0287422775621854,"Other Latin America and Caribbean","Trinidad and Tobago"
"NMC 111",2025,0.0416209790793831,"Other Latin America and Caribbean","Uruguay"
"NMC 111",2025,0.23418605422931,"Other Latin America and Caribbean","Venezuela, RB"
"NMC 111",2025,0.220619529266699,"Africa","Algeria"
"NMC 111",2025,0.000866658801374462,"Africa","Burundi"
"NMC 111",2025,0.0296830639470753,"Africa","Kenya"
"NMC 111",2025,0.0990782276753703,"Africa","Morocco"
"NMC 111",2025,0.0772770764558896,"Africa","Nigeria"
"NMC 111",2025,0.514217555482181,"Africa","South Africa"
"NMC 111",2025,0.0488217791440947,"Africa","Tunisia"
"NMC 111",2025,0.605890797583124,"Australia/NZ","Australia"
"NMC 111",2025,0.106165703168372,"Australia/NZ","New Zealand"
"NMC 111",2025,0.500952861050033,"Middle East","Egypt, Arab Rep."
"NMC 111",2025,0.89268263927129,"Middle East","Iran, Islamic Rep."
"NMC 111",2025,0.28223368583312,"Middle East","Iraq"
"NMC 111",2025,0.184109047651673,"Middle East","Israel"
"NMC 111",2025,0.199709339405814,"Middle East","Kuwait"
"NMC 111",2025,0.0892899303971634,"Middle East","Oman"
"NMC 111",2025,0.110498997175244,"Middle East","Qatar"
"NMC 111",2025,0.966777922381067,"Middle East","Saudi Arabia"
"NMC 111",2025,0.785024357056107,"Middle East","Turkey"
"NMC 111",2025,0.372520141445658,"Middle East","United Arab Emirates"
"NMC 111",2026,113.549923130461,"China","China"
"NMC 111",2026,1.63339826533863,"ASEAN","Indonesia"
"NMC 111",2026,0.88398609125225,"ASEAN","Malaysia"
"NMC 111",2026,0.552105655796237,"ASEAN","Philippines"
"NMC 111",2026,0.268315317376936,"ASEAN","Singapore"
"NMC 111",2026,0.934769625495704,"ASEAN","Thailand"
"NMC 111",2026,1.2895687630018,"ASEAN","Vietnam"
"NMC 111",2026,9.00073257114328,"India","India"
"NMC 111",2026,4.73418112090951,"Japan","Japan"
"NMC 111",2026,0.417384823873632,"Other Asia Pacific","Bangladesh"
"NMC 111",2026,0.552301542138545,"Other Asia Pacific","Kazakhstan"
"NMC 111",2026,0.0356023427145524,"Other Asia Pacific","Mongolia"
"NMC 111",2026,0.745200617726746,"Other Asia Pacific","Pakistan"
"NMC 111",2026,0.0828750158391298,"Other Asia Pacific","Sri Lanka"
"NMC 111",2026,0.154378026373253,"Other Asia Pacific","Turkmenistan"
"NMC 111",2026,0.347675730668052,"Other Asia Pacific","Uzbekistan"
"NMC 111",2026,2.97017563683675,"South Korea","Korea, Rep."
"NMC 111",2026,0.143779393560133,"EFTA","Iceland"
"NMC 111",2026,1.09169083228644,"EFTA","Norway"
"NMC 111",2026,0.445099255369603,"EFTA","Switzerland"
"NMC 111",2026,0.462545716142323,"European Union","Austria"
"NMC 111",2026,0.676264860608145,"European Union","Belgium"
"NMC 111",2026,0.361656551591879,"European Union","Bulgaria"
"NMC 111",2026,0.100960666438856,"European Union","Croatia"
"NMC 111",2026,0.0376099933051263,"European Union","Cyprus"
"NMC 111",2026,0.608552572281235,"European Union","Czechia"
"NMC 111",2026,0.246109499916815,"European Union","Denmark"
"NMC 111",2026,0.0596325749362648,"European Union","Estonia"
"NMC 111",2026,0.521892283524936,"European Union","Finland"
"NMC 111",2026,3.35687065720355,"European Union","France"
"NMC 111",2026,4.16341195849979,"European Union","Germany"
"NMC 111",2026,0.374955902836658,"European Union","Greece"
"NMC 111",2026,0.253974707642221,"European Union","Hungary"
"NMC 111",2026,0.240317846955379,"European Union","Ireland"
"NMC 111",2026,1.99390166027899,"European Union","Italy"
"NMC 111",2026,0.0361799555368705,"European Union","Latvia"
"NMC 111",2026,0.0298162874681324,"European Union","Lithuania"
"NMC 111",2026,0.00807971339064499,"European Union","Luxembourg"
"NMC 111",2026,0.0143003776825575,"European Union","Malta"
"NMC 111",2026,0.864386329022189,"European Union","Netherlands"
"NMC 111",2026,1.28202885924128,"European Union","Poland"
"NMC 111",2026,0.33577286798645,"European Union","Portugal"
"NMC 111",2026,0.402555631763994,"European Union","Romania"
"NMC 111",2026,0.191124547727381,"European Union","Slovak Republic"
"NMC 111",2026,0.0948830059237691,"European Union","Slovenia"
"NMC 111",2026,2.0364452838846,"European Union","Spain"
"NMC 111",2026,1.22754442027074,"European Union","Sweden"
"NMC 111",2026,0.0772935413742234,"Other Europe","Albania"
"NMC 111",2026,0.20758857255331,"Other Europe","Azerbaijan"
"NMC 111",2026,0.28344249490623,"Other Europe","Belarus"
"NMC 111",2026,0.116119066782367,"Other Europe","Bosnia and Herzegovina"
"NMC 111",2026,0.101818689099809,"Other Europe","Georgia"
"NMC 111",2026,0.0499798200005385,"Other Europe","Macedonia, FYR"
"NMC 111",2026,0.0384680159660797,"Other Europe","Moldova"
"NMC 111",2026,0.0230951099573304,"Other Europe","Montenegro"
"NMC 111",2026,7.97196004480692,"Other Europe","Russian Federation"
"NMC 111",2026,0.258693832277465,"Other Europe","Serbia"
"NMC 111",2026,0.800392138892744,"Other Europe","Ukraine"
"NMC 111",2026,2.32302485264306,"United Kingdom","United Kingdom"
"NMC 111",2026,6.65166200802449,"Canada","Canada"
"NMC 111",2026,3.64142080731268,"Mexico","Mexico"
"NMC 111",2026,44.7689506109462,"United States","United States"
"NMC 111",2026,2.06983573292267,"Brazil","Brazil"
"NMC 111",2026,0.436748472196276,"Other Latin America and Caribbean","Argentina"
"NMC 111",2026,0.0342601467366328,"Other Latin America and Caribbean","Bolivia"
"NMC 111",2026,0.252983976168818,"Other Latin America and Caribbean","Chile"
"NMC 111",2026,0.25693590081457,"Other Latin America and Caribbean","Colombia"
"NMC 111",2026,0.0383944679044962,"Other Latin America and Caribbean","Costa Rica"
"NMC 111",2026,0.100682880205615,"Other Latin America and Caribbean","Ecuador"
"NMC 111",2026,0.0231643583081758,"Other Latin America and Caribbean","El Salvador"
"NMC 111",2026,0.183217306461123,"Other Latin America and Caribbean","Peru"
"NMC 111",2026,0.0309016734951074,"Other Latin America and Caribbean","Trinidad and Tobago"
"NMC 111",2026,0.044747946758051,"Other Latin America and Caribbean","Uruguay"
"NMC 111",2026,0.251780359759056,"Other Latin America and Caribbean","Venezuela, RB"
"NMC 111",2026,0.219138226846518,"Africa","Algeria"
"NMC 111",2026,0.00086083980708953,"Africa","Burundi"
"NMC 111",2026,0.0294837633928164,"Africa","Kenya"
"NMC 111",2026,0.0984129882066314,"Africa","Morocco"
"NMC 111",2026,0.0767582161321498,"Africa","Nigeria"
"NMC 111",2026,0.510764952206455,"Africa","South Africa"
"NMC 111",2026,0.0484939757993769,"Africa","Tunisia"
"NMC 111",2026,0.601822674023036,"Australia/NZ","Australia"
"NMC 111",2026,0.105452876368467,"Australia/NZ","New Zealand"
"NMC 111",2026,0.497589320714612,"Middle East","Egypt, Arab Rep."
"NMC 111",2026,0.88668891351908,"Middle East","Iran, Islamic Rep."
"NMC 111",2026,0.280338688398982,"Middle East","Iraq"
"NMC 111",2026,0.182872887014534,"Middle East","Israel"
"NMC 111",2026,0.198368433962049,"Middle East","Kuwait"
"NMC 111",2026,0.0886904123470852,"Middle East","Oman"
"NMC 111",2026,0.109757075403915,"Middle East","Qatar"
"NMC 111",2026,0.960286699772801,"Middle East","Saudi Arabia"
"NMC 111",2026,0.779753479705069,"Middle East","Turkey"
"NMC 111",2026,0.370018935007027,"Middle East","United Arab Emirates"
"NMC 111",2027,94.4607110495432,"China","China"
"NMC 111",2027,1.56343541381925,"ASEAN","Indonesia"
"NMC 111",2027,0.84612258364368,"ASEAN","Malaysia"
"NMC 111",2027,0.528457482023093,"ASEAN","Philippines"
"NMC 111",2027,0.256822648927135,"ASEAN","Singapore"
"NMC 111",2027,0.894730922197693,"ASEAN","Thailand"
"NMC 111",2027,1.23433305606831,"ASEAN","Vietnam"
"NMC 111",2027,8.6152069281918,"India","India"
"NMC 111",2027,4.53140337964666,"Japan","Japan"
"NMC 111",2027,0.399507106553381,"Other Asia Pacific","Bangladesh"
"NMC 111",2027,0.52864497802523,"Other Asia Pacific","Kazakhstan"
"NMC 111",2027,0.0340773983883971,"Other Asia Pacific","Mongolia"
"NMC 111",2027,0.713281666129626,"Other Asia Pacific","Pakistan"
"NMC 111",2027,0.0793252554709094,"Other Asia Pacific","Sri Lanka"
"NMC 111",2027,0.147765599284158,"Other Asia Pacific","Turkmenistan"
"NMC 111",2027,0.332783841752903,"Other Asia Pacific","Uzbekistan"
"NMC 111",2027,2.84295500640257,"South Korea","Korea, Rep."
"NMC 111",2027,0.130963790131542,"EFTA","Iceland"
"NMC 111",2027,0.994384282114073,"EFTA","Norway"
"NMC 111",2027,0.405425868231602,"EFTA","Switzerland"
"NMC 111",2027,0.421317259693211,"European Union","Austria"
"NMC 111",2027,0.615986805097911,"European Union","Belgium"
"NMC 111",2027,0.329420729560714,"European Union","Bulgaria"
"NMC 111",2027,0.0919616587860277,"European Union","Croatia"
"NMC 111",2027,0.0342576717574013,"European Union","Cyprus"
"NMC 111",2027,0.554309970203882,"European Union","Czechia"
"NMC 111",2027,0.224172825454325,"European Union","Denmark"
"NMC 111",2027,0.054317297045005,"European Union","Estonia"
"NMC 111",2027,0.475374042124091,"European Union","Finland"
"NMC 111",2027,3.05766002598189,"European Union","France"
"NMC 111",2027,3.79231123781361,"European Union","Germany"
"NMC 111",2027,0.341534659117514,"European Union","Greece"
"NMC 111",2027,0.231336977342755,"European Union","Hungary"
"NMC 111",2027,0.2188974045183,"European Union","Ireland"
"NMC 111",2027,1.81617763237052,"European Union","Italy"
"NMC 111",2027,0.0329550986867776,"European Union","Latvia"
"NMC 111",2027,0.0271586485225025,"European Union","Lithuania"
"NMC 111",2027,0.00735953784902346,"European Union","Luxembourg"
"NMC 111",2027,0.0130257307062362,"European Union","Malta"
"NMC 111",2027,0.787340292538448,"European Union","Netherlands"
"NMC 111",2027,1.16775675781408,"European Union","Poland"
"NMC 111",2027,0.305844156982426,"European Union","Portugal"
"NMC 111",2027,0.36667431938055,"European Union","Romania"
"NMC 111",2027,0.174088890888847,"European Union","Slovak Republic"
"NMC 111",2027,0.0864257232358773,"European Union","Slovenia"
"NMC 111",2027,1.85492918122157,"European Union","Spain"
"NMC 111",2027,1.11812872382332,"European Union","Sweden"
"NMC 111",2027,0.0704040744672068,"Other Europe","Albania"
"NMC 111",2027,0.189085414650937,"Other Europe","Azerbaijan"
"NMC 111",2027,0.258178188807947,"Other Europe","Belarus"
"NMC 111",2027,0.105768933334638,"Other Europe","Bosnia and Herzegovina"
"NMC 111",2027,0.0927432026284019,"Other Europe","Georgia"
"NMC 111",2027,0.0455249288182956,"Other Europe","Macedonia, FYR"
"NMC 111",2027,0.0350392155997754,"Other Europe","Moldova"
"NMC 111",2027,0.0210365550905715,"Other Europe","Montenegro"
"NMC 111",2027,7.26138896815197,"Other Europe","Russian Federation"
"NMC 111",2027,0.235635468475813,"Other Europe","Serbia"
"NMC 111",2027,0.729050147628041,"Other Europe","Ukraine"
"NMC 111",2027,2.11596482457454,"United Kingdom","United Kingdom"
"NMC 111",2027,5.66950008068769,"Canada","Canada"
"NMC 111",2027,3.1037409200845,"Mexico","Mexico"
"NMC 111",2027,38.1585186972609,"United States","United States"
"NMC 111",2027,1.99093790777165,"Brazil","Brazil"
"NMC 111",2027,0.420100530503985,"Other Latin America and Caribbean","Argentina"
"NMC 111",2027,0.0329542213320798,"Other Latin America and Caribbean","Bolivia"
"NMC 111",2027,0.243340754148685,"Other Latin America and Caribbean","Chile"
"NMC 111",2027,0.247142039661703,"Other Latin America and Caribbean","Colombia"
"NMC 111",2027,0.0369309507918517,"Other Latin America and Caribbean","Costa Rica"
"NMC 111",2027,0.0968450586085611,"Other Latin America and Caribbean","Ecuador"
"NMC 111",2027,0.0222813812378392,"Other Latin America and Caribbean","El Salvador"
"NMC 111",2027,0.176233444515036,"Other Latin America and Caribbean","Peru"
"NMC 111",2027,0.0297237660923551,"Other Latin America and Caribbean","Trinidad and Tobago"
"NMC 111",2027,0.0430422482704716,"Other Latin America and Caribbean","Uruguay"
"NMC 111",2027,0.242183017088446,"Other Latin America and Caribbean","Venezuela, RB"
"NMC 111",2027,0.225668213257102,"Africa","Algeria"
"NMC 111",2027,0.000886491526202517,"Africa","Burundi"
"NMC 111",2027,0.0303623347724362,"Africa","Kenya"
"NMC 111",2027,0.101345545820436,"Africa","Morocco"
"NMC 111",2027,0.0790454944197245,"Africa","Nigeria"
"NMC 111",2027,0.525984972213494,"Africa","South Africa"
"NMC 111",2027,0.0499390226427418,"Africa","Tunisia"
"NMC 111",2027,0.619756075874027,"Australia/NZ","Australia"
"NMC 111",2027,0.108595211959808,"Australia/NZ","New Zealand"
"NMC 111",2027,0.512416726909672,"Middle East","Egypt, Arab Rep."
"NMC 111",2027,0.91311089675321,"Middle East","Iran, Islamic Rep."
"NMC 111",2027,0.288692355634268,"Middle East","Iraq"
"NMC 111",2027,0.188322221365066,"Middle East","Israel"
"NMC 111",2027,0.204279512082474,"Middle East","Kuwait"
"NMC 111",2027,0.091333251963476,"Middle East","Oman"
"NMC 111",2027,0.113027669590821,"Middle East","Qatar"
