"Region","Vehicle","Powertrain","Year","Scenario","Sales","scen_lifetime","EV_Stock","LIB_reuse_EV","LIB_recycling","LIB_Available","add_LIB","add_LIB_vector","LIB_Available_vector","LIB_recycling_vector","EV_Stock_vector","perc_add_lib","perc_lib_reuse_ev","perc_lib_available","perc_lib_recycling"
"ASEAN","Bus","BEV",2022,"Ambitious",385,"Baseline",385,0,6,0,6,"6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","385|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.0155844155844156,0,0,0.0155844155844156
"ASEAN","Bus","BEV",2023,"Ambitious",632,"Baseline",1011,0,18,0,18,"9|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","9|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","632|379|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.0284810126582278,0,0,0.0284810126582278
"ASEAN","Bus","BEV",2024,"Ambitious",915,"Baseline",1907,0,40,1,40,"13|14|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","13|14|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","915|622|370|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.0437158469945355,0,0.00109289617486339,0.0437158469945355
"ASEAN","Bus","BEV",2025,"Ambitious",1233,"Baseline",3138,0,78,2,78,"18|20|21|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","19|20|21|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1233|914|622|370|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.0632603406326034,0,0.0016220600162206,0.0632603406326034
"ASEAN","Bus","BEV",2026,"Ambitious",2048,"Baseline",5181,0,145,4,145,"30|28|31|31|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","31|28|30|30|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","2047|1232|913|621|369|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.07080078125,0,0.001953125,0.07080078125
"ASEAN","Bus","BEV",2027,"Ambitious",4149,"Baseline",9322,0,269,8,269,"61|46|41|45|43|34|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","2|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","63|47|42|43|41|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","4147|2046|1231|912|619|367|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.0648348999758978,0,0.00192817546396722,0.0648348999758978
"ASEAN","Bus","BEV",2028,"Ambitious",8366,"Baseline",17672,0,505,16,505,"122|93|69|60|63|56|42|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","4|3|2|2|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","126|95|70|60|60|54|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","8363|4145|2044|1229|910|617|365|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.0603633755677743,0,0.00191250298828592,0.0603633755677743
"ASEAN","Bus","BEV",2029,"Ambitious",16809,"Baseline",34450,16,957,16,941,"246|187|139|100|84|83|69|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","4|3|2|2|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","253|192|141|101|83|78|65|43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","16802|8357|4141|2041|1226|907|614|362|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.0559819144505919,0.00095187102147659,0.00095187102147659,0.0569337854720685
"ASEAN","Bus","BEV",2030,"Ambitious",33665,"Baseline",68051,31,1835,31,1804,"493|376|281|203|140|111|102|79|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","8|6|5|3|2|2|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","507|384|284|204|139|109|94|71|43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","33652|16792|8349|4135|2036|1222|902|609|355|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.0535868112282786,0.000920837665230952,0.000920837665230952,0.0545076488935096
"ASEAN","Bus","BEV",2031,"Ambitious",39010,"Baseline",106937,55,3150,55,3095,"571|754|564|409|284|185|137|114|72|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","10|12|9|7|5|3|2|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","597|768|570|410|281|181|130|103|70|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","38994|33631|16776|8337|4125|2029|1215|885|601|345|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.0793386311202256,0.00140989489874391,0.00140989489874391,0.0807485260189695
"ASEAN","Bus","BEV",2032,"Ambitious",44711,"Baseline",151445,94,5056,94,4963,"654|874|1130|822|572|375|228|156|105|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","14|16|19|14|10|7|4|3|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","700|905|1140|822|566|366|219|141|102|63|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","44693|38970|33598|16750|8318|4111|2018|1205|873|581|327|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.111001766902999,0.00210239091051419,0.00210239091051419,0.113081791952763
"ASEAN","Bus","BEV",2033,"Ambitious",50775,"Baseline",201897,152,7722,154,7571,"743|1001|1310|1647|1149|756|462|259|144|94|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","19|21|24|29|21|14|9|6|4|3|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","816|1060|1344|1643|1135|737|442|241|138|91|51|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","50755|44665|38932|33548|16712|8288|4088|2001|1190|856|557|303|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.149108813392418,0.00299359921221073,0.0030329886755293,0.152082717872969
"ASEAN","Bus","BEV",2034,"Ambitious",57197,"Baseline",258575,240,11306,247,11065,"837|1137|1501|1908|2301|1519|931|524|243|127|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","27|29|32|37|42|29|19|12|7|4|3|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","948|1236|1574|1938|2269|1478|889|487|235|123|74|39|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","57174|50723|44622|38874|33471|16653|8244|4055|1976|1158|821|520|284|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.193454202143469,0.00419602426700701,0.00431840830812805,0.197667709844922
"ASEAN","Bus","BEV",2035,"Ambitious",63978,"Baseline",321773,374,15913,386,15539,"936|1281|1705|2187|2667|3042|1871|1057|507|221|67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","40|41|44|48|53|60|39|24|14|7|4|6|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1098|1436|1836|2269|2675|2954|1783|979|484|207|99|55|27|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","63952|57139|50674|44555|38785|33353|16564|8176|4003|1938|1123|774|486|251|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.242880365125512,0.00584575947982119,0.00603332395510957,0.248726124605333
"ASEAN","Bus","BEV",2036,"Ambitious",68156,"Baseline",388749,572,21516,592,20944,"998|1433|1921|2483|3056|3525|3746|2123|1043|470|147|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","60|60|61|65|69|75|81|50|29|16|7|8|6|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1225|1664|2132|2645|3133|3483|3563|1962|973|434|165|75|38|17|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","68129|63913|57083|50598|44453|38648|33174|16427|8073|3925|1880|1066|724|434|221|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.307295029051001,0.00839251129761136,0.00868595574857679,0.315687540348612
"ASEAN","Bus","BEV",2037,"Ambitious",72455,"Baseline",459424,862,28001,891,27140,"1061|1526|2148|2798|3471|4040|4341|4252|2123|979|399|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","92|91|90|90|93|97|101|103|59|32|16|14|8|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1367|1856|2470|3072|3651|4077|4199|3921|1951|874|352|124|51|24|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","72426|68086|63851|56998|50482|44296|38441|32901|16219|7915|3808|1795|998|660|383|166|0|0|0|0|0|0|0|0|0|0|0|0|0|0",0.374577323856187,0.0118970395417846,0.0122972879718446,0.386460561727969
"ASEAN","Bus","BEV",2038,"Ambitious",76873,"Baseline",533664,1276,35191,1331,33915,"1125|1622|2289|3129|3910|4588|4975|4927|4296|2010|852|191|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","141|138|134|131|128|128|129|128|121|65|33|30|13|7|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1522|2070|2754|3558|4240|4751|4916|4620|3898|1751|710|261|85|33|15|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0","76842|72381|68021|63755|56867|50304|44058|38124|32484|15902|7678|3636|1678|908|574|321|129|0|0|0|0|0|0|0|0|0|0|0|0|0",0.441182209618462,0.0165988058225905,0.0173142715908056,0.457781015441052
"ASEAN","Bus","BEV",2039,"Ambitious",81411,"Baseline",611223,1859,42894,1969,41034,"1192|1721|2433|3334|4373|5168|5650|5647|4929|4092|1778|701|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","213|210|203|193|184|175|168|162|151|134|67|64|27|11|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1688|2305|3071|3965|4908|5514|5726|5407|4592|3498|1429|532|176|55|20|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0","81379|76794|72311|67919|63609|56667|50034|43696|37641|31849|15426|7331|3398|1529|795|489|251|105|0|0|0|0|0|0|0|0|0|0|0|0",0.504035081254376,0.0228347520605324,0.0241859208215106,0.526882116667281
"ASEAN","Bus","BEV",2040,"Ambitious",86068,"Baseline",691717,2659,50965,2882,48306,"1260|1823|2581|3544|4659|5780|6365|6413|5583|4673|3662|1504|459|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","310|312|303|287|267|247|227|209|190|166|140|131|56|23|9|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0","1860|2554|3417|4418|5465|6380|6643|6295|5371|4118|2854|1070|358|113|33|11|4|0|0|0|0|0|0|0|0|0|0|0|0|0","86034|81328|76720|72203|67763|63385|56362|49622|43142|36906|30895|14729|6846|3092|1349|669|398|195|78|0|0|0|0|0|0|0|0|0|0|0",0.561253892271227,0.030894176697495,0.0334851512757355,0.592148068968722
"ASEAN","Bus","BEV",2041,"Ambitious",89063,"Baseline",772834,3708,59284,4172,55551,"1304|1927|2734|3760|4953|6158|7119|7224|6253|5266|4153|3159|1244|297|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","439|448|443|423|390|352|315|277|241|207|173|274|116|47|17|6|2|0|0|0|0|0|0|0|0|0|0|0|0|0","2011|2813|3784|4912|6086|7098|7679|7296|6246|4811|3357|2143|729|229|66|19|6|0|0|0|0|0|0|0|0|0|0|0|0|0","89027|85980|81249|76605|72037|67524|63044|55898|48994|42300|35800|29499|13754|6212|2726|1145|553|310|138|37|0|0|0|0|0|0|0|0|0|0",0.623727024690388,0.0416334504788745,0.0468432457923043,0.665641175347788
"ASEAN","Bus","BEV",2042,"Ambitious",92058,"Baseline",853809,5118,67762,5839,62588,"1347|1994|2890|3982|5255|6546|7584|8081|6936|5869|4648|3552|2695|1022|186|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","603|620|623|604|562|503|437|375|316|262|214|337|237|96|35|12|4|0|0|0|0|0|0|0|0|0|0|0|0|0","2161|3038|4164|5434|6757|7894|8533|8423|7235|5592|3919|2518|1455|460|132|37|10|0|0|0|0|0|0|0|0|0|0|0|0|0","92021|88972|85897|81128|76429|71783|67161|62525|55190|48037|41032|34183|27546|12472|5439|2316|941|425|229|65|16|0|0|0|0|0|0|0|0|0",0.679875730517717,0.0555953855178257,0.0634274044624041,0.736079428186578
"ASEAN","Bus","BEV",2043,"Ambitious",95054,"Baseline",933895,6914,76371,7923,69362,"1391|2061|2991|4210|5565|6945|8063|8609|7631|6482|5147|3945|3006|2311|843|162|0|0|0|0|0|0|0|0|0|0|0|0|0|0","801|829|841|827|781|704|607|506|417|335|266|416|288|197|73|25|8|2|0|0|0|0|0|0|0|0|0|0|0|0","2307|3261|4492|5973|7466|8752|9473|9345|8340|6465|4547|2938|1709|927|274|75|20|5|0|0|0|0|0|0|0|0|0|0|0|0","95016|91964|88886|85768|80941|76160|71397|66608|61734|54112|46598|39179|31921|24973|10911|4598|1905|754|332|101|29|7|0|0|0|0|0|0|0|0",0.729711532392114,0.072737601784249,0.08335262061565,0.803448566078229
"ASEAN","Bus","BEV",2044,"Ambitious",98051,"Baseline",1012266,9086,85011,10394,75785,"1435|2128|3091|4356|5883|7355|8554|9152|7945|7110|5658|4342|3319|2571|2001|697|183|0|0|0|0|0|0|0|0|0|0|0|0|0","1038|1068|1091|1085|1040|950|823|680|544|433|334|510|346|233|147|52|16|5|0|0|0|0|0|0|0|0|0|0|0|0","2451|3480|4817|6436|8194|9652|10483|10354|9231|7442|5247|3404|1987|1083|547|155|40|10|0|0|0|0|0|0|0|0|0|0|0|0","98012|94957|91875|88753|85571|80656|75751|70810|65765|60528|52491|44494|36587|28943|21836|9165|3753|1535|580|146|45|13|0|0|0|0|0|0|0|0",0.772914095725694,0.092666061539403,0.10600605807182,0.867007985640126
"ASEAN","Bus","BEV",2045,"Ambitious",101046,"Baseline",1088278,11560,93632,13202,81828,"1479|2196|3192|4503|6088|7776|9059|9710|8241|7379|6193|4759|3646|2842|2242|1737|581|197|8|0|0|0|0|0|0|0|0|0|0|0","1309|1335|1361|1365|1324|1227|1077|892|706|544|420|629|415|275|177|102|32|9|2|0|0|0|0|0|0|0|0|0|0|0","2588|3691|5133|6891|8814|10575|11537|11429|10202|8215|6027|3920|2295|1257|648|306|80|20|5|0|0|0|0|0|0|0|0|0|0|0","101006|97951|94865|91738|88549|85270|80223|75128|69913|64480|58715|50122|41552|33177|25313|18335|7409|2971|1203|272|63|20|5|0|0|0|0|0|0|0",0.809809393741464,0.11440334105259,0.130653365793797,0.926627476594818
"ASEAN","Bus","BEV",2046,"Ambitious",104042,"Baseline",1161333,14222,102117,16225,87425,"1523|2263|3293|4649|6293|8047|9578|10283|8527|7647|6409|5209|4002|3139|2504|1976|1484|474|124|0|0|0|0|0|0|0|0|0|0|0","1605|1619|1644|1652|1618|1518|1351|1131|895|680|510|770|494|324|207|120|64|19|5|0|0|0|0|0|0|0|0|0|0|0","2721|3894|5438|7333|9423|11353|12613|12547|11230|9050|6634|4489|2628|1447|750|358|161|40|10|0|0|0|0|0|0|0|0|0|0|0","104000|100943|97856|94723|91527|88237|84812|79562|74176|68548|62549|56065|46809|37683|29024|21265|14778|5780|2289|563|108|27|8|0|0|0|0|0|0|0",0.840285653870552,0.13669479633225,0.155946636935084,0.981497856634821
"ASEAN","Bus","BEV",2047,"Ambitious",107039,"Baseline",1231284,16962,110405,19338,92688,"1567|2330|3393|4796|6498|8317|9911|10871|8824|7923|6641|5387|4400|3473|2801|2243|1721|1222|371|0|0|0|0|0|0|0|0|0|0|0","1907|1909|1927|1938|1908|1809|1630|1383|1101|835|616|908|586|379|241|139|74|37|10|2|0|0|0|0|0|0|0|0|0|0","2846|4088|5730|7759|10012|12117|13513|13685|12295|9934|7288|4928|2993|1653|861|414|186|81|19|4|0|0|0|0|0|0|0|0|0|0","106996|103936|100845|97710|94505|91204|87763|84114|78555|72727|66495|59727|52361|42455|32973|24394|17154|11471|4385|1204|252|47|12|0|0|0|0|0|0|0",0.865927372266183,0.158465605994077,0.180663122787022,1.03144648212334
"ASEAN","Bus","BEV",2048,"Ambitious",110034,"Baseline",1297966,19674,118405,22437,97550,"1611|2397|3494|4942|6703|8588|10244|11249|9134|8223|6894|5590|4562|3851|3136|2548|1986|1442|957|0|0|0|0|0|0|0|0|0|0|0","2210|2192|2202|2211|2186|2090|1903|1632|1315|999|734|1061|669|440|278|163|85|43|20|5|0|0|0|0|0|0|0|0|0|0","2967|4272|6007|8165|10579|12855|14395|14629|13377|10842|7974|5393|3263|1875|980|478|213|93|38|9|0|0|0|0|0|0|0|0|0|0","109990|106930|103835|100694|97485|94173|90714|87041|83049|77021|70550|63495|55783|47493|37155|27724|19692|13329|8629|2451|612|96|20|5|0|0|0|0|0|0",0.886544159078103,0.178799280222477,0.203909700637985,1.07607648544995
"ASEAN","Bus","BEV",2049,"Ambitious",113030,"Baseline",1361253,22280,126080,25445,101843,"1654|2464|3594|5089|6907|8859|10578|11628|9246|8544|7177|5822|4755|4021|3513|2886|2283|1682|1141|0|0|0|0|0|0|0|0|0|0|0","2493|2467|2462|2469|2447|2356|2165|1875|1522|1168|856|1231|762|491|316|185|97|49|23|10|2|0|0|0|0|0|0|0|0|0","3082|4448|6271|8551|11120|13565|15247|15553|14266|11769|8677|5884|3551|2034|1106|541|242|107|44|17|4|0|0|0|0|0|0|0|0|0","112985|109922|106826|103680|100463|97142|93667|89968|85938|81427|74715|67368|59305|50602|41570|31250|22392|15313|10036|5009|1331|301|36|8|0|0|0|0|0|0",0.901026276209856,0.197115809961957,0.22511722551535,1.11545607360878
"ASEAN","Bus","BEV",2050,"Ambitious",116025,"Baseline",1421572,24696,133408,28274,106039,"1698|2531|3695|5235|7112|9130|10911|12006|9419|8674|7486|6086|4978|4220|3702|3260|2608|1948|1340|0|0|0|0|0|0|0|0|0|0|0","2715|2722|2709|2707|2688|2602|2411|2106|1725|1330|982|1407|859|545|349|213|109|56|26|11|4|0|0|0|0|0|0|0|0|0","3189|4616|6524|8919|11636|14243|16068|16447|15135|12519|9394|6386|3847|2200|1197|615|273|121|51|20|8|0|0|0|0|0|0|0|0|0","115979|112915|109815|106666|103441|100109|96620|92896|88828|84260|78989|71346|62924|53801|44301|34971|25250|17422|11539|5817|2820|705|144|15|0|0|0|0|0|0",0.913932342167636,0.212850678733032,0.243688860159448,1.14982115923292
"ASEAN","Bus","BEV",2051,"Ambitious",117185.25,"Baseline",1477464,26932,140359,30928,110086,"1715|2598|3796|5382|7317|9400|11244|12385|9592|8849|7618|6376|5232|4446|3915|3466|2960|2236|1559|0|0|0|0|0|0|0|0|0|0|0","2936|2932|2937|2930|2908|2827|2638|2323|1917|1486|1099|1583|961|603|381|232|125|63|29|13|5|0|0|0|0|0|0|0|0|0","3267|4773|6765|9270|12125|14889|16853|17308|15976|13253|9966|6895|4154|2374|1290|664|310|137|58|23|9|0|0|0|0|0|0|0|0|0","117138|115907|112805|109651|106421|103077|99571|95825|91719|87094|81738|75428|66641|57088|47109|37280|28262|19652|13133|6683|3273|1544|367|53|6|0|0|0|0|0",0.939418570169881,0.229824145956936,0.263924000674146,1.19775313019343
"ASEAN","Bus","BEV",2052,"Ambitious",118357.1025,"Baseline",1529319,29018,146948,33415,113947,"1732|2624|3896|5528|7522|9671|11578|12763|9772|9028|7784|6507|5510|4699|4151|3688|3164|2540|1790|0|0|0|0|0|0|0|0|0|0|0","3152|3137|3130|3135|3113|3033|2846|2525|2098|1636|1213|1746|1064|661|415|251|134|70|33|14|6|2|0|0|0|0|0|0|0|0","3344|4887|6990|9606|12595|15505|17603|18133|16790|13966|10529|7299|4466|2549|1385|712|332|153|65|26|10|4|0|0|0|0|0|0|0|0","118310|117066|115794|112637|109399|106047|102523|98752|94611|89928|84486|78053|70455|60463|49993|39654|30143|22000|14815|7607|3759|1796|824|182|22|0|0|0|0|0",0.962739012641848,0.245173288185219,0.282323572427772,1.24156469612797
"ASEAN","Bus","BEV",2053,"Ambitious",119540.673525,"Baseline",1577473,30960,153192,35747,117621,"1750|2650|3935|5675|7726|9942|11911|13141|9964|9214|7955|6662|5643|4974|4407|3926|3379|2728|2038|0|0|0|0|0|0|0|0|0|0|0","3355|3336|3318|3313|3301|3224|3036|2711|2268|1777|1322|1902|1153|722|450|273|149|75|37|16|7|3|0|0|0|0|0|0|0|0","3418|4998|7152|9922|13043|16095|18317|18924|17570|14655|11076|7693|4702|2731|1484|766|366|163|73|29|11|4|0|0|0|0|0|0|0|0","119493|118236|116952|115621|112378|109014|105477|101680|97501|92763|87236|80679|72909|63926|52953|42090|32073|23485|16592|8593|4282|2064|961|432|83|0|0|0|0|0",0.98394125222493,0.258991346518766,0.299036294057052,1.28150524405371
"ASEAN","Bus","BEV",2054,"Ambitious",120736.08026025,"Baseline",1622205,32770,159080,37927,121076,"1767|2677|3974|5732|7931|10212|12245|13520|10169|9411|8133|6824|5794|5115|4680|4177|3604|2920|2190|0|0|0|0|0|0|0|0|0|0|0","3544|3523|3498|3484|3466|3399|3214|2883|2425|1909|1425|2053|1241|772|485|292|162|82|40|18|7|3|0|0|0|0|0|0|0|0","3489|5105|7310|10146|13466|16660|19005|19679|18319|15316|11602|8078|4937|2866|1583|818|394|177|77|33|13|5|0|0|0|0|0|0|0|0","120688|119419|118122|116777|115355|111982|108428|104609|100392|95597|89987|83305|75362|66156|55989|44588|34051|24998|17717|9632|4843|2354|1106|503|215|32|0|0|0|0",1.00281539485974,0.27141845196037,0.314131450335702,1.31758459987353
"ASEAN","Bus","BEV",2055,"Ambitious",121943.441062853,"Baseline",1663868,34453,164605,39953,124378,"1785|2704|4014|5789|8010|10483|12578|13898|10393|9619|8321|6992|5951|5269|4831|4442|3839|3115|2344|0|0|0|0|0|0|0|0|0|0|0","3715|3699|3669|3648|3624|3554|3377|3043|2569|2033|1522|2197|1324|820|512|313|173|88|42|19|8|3|0|0|0|0|0|0|0|0","3557|5209|7464|10364|13764|17195|19664|20407|19034|15953|12112|8452|5164|2997|1654|870|419|189|82|35|14|6|0|0|0|0|0|0|0|0","121895|120613|119303|117945|116509|114949|111380|107536|103284|98431|92736|85932|77816|68385|57948|47148|36077|26545|18863|10276|5437|2663|1263|579|251|99|6|0|0|0",1.01996465669599,0.282532620858568,0.327635497668196,1.34984709768161
"ASEAN","Bus","BEV",2056,"Ambitious",123162.875473481,"Baseline",1702780,36027,169776,41852,127480,"1803|2731|4054|5847|8091|10588|12911|14277|10622|9842|8518|7168|6114|5429|4989|4597|4082|3316|2501|0|0|0|0|0|0|0|0|0|0|0","3881|3860|3829|3804|3775|3701|3522|3190|2705|2147|1614|2332|1404|867|539|328|186|93|45|21|9|4|0|0|0|0|0|0|0|0","3623|5308|7612|10576|14054|17565|20288|21105|19727|16565|12604|8810|5385|3125|1725|908|449|200|87|37|15|6|0|0|0|0|0|0|0|0","123114|121819|120496|119125|117674|116099|114331|110464|106174|101267|95485|88557|80271|70614|59904|48804|38151|28126|20033|10937|5798|2999|1431|662|290|116|40|0|0|0",1.03505215764022,0.292515093217008,0.339810189061487,1.37846732911457
"ASEAN","Bus","BEV",2057,"Ambitious",124394.504228216,"Baseline",1739188,37503,174583,43638,130348,"1821|2758|4095|5905|8172|10694|13040|14655|10859|10071|8727|7351|6283|5593|5153|4756|4229|3523|2662|0|0|0|0|0|0|0|0|0|0|0","4038|4015|3978|3950|3919|3842|3658|3320|2830|2255|1697|2458|1479|911|567|343|195|99|47|22|9|4|0|0|0|0|0|0|0|0","3687|5405|7754|10782|14335|17928|20715|21767|20394|17157|13074|9157|5599|3251|1799|944|467|213|92|40|16|7|0|0|0|0|0|0|0|0","124345|123037|121701|120316|118851|117260|115475|113391|109065|104100|98236|91183|82724|72843|61859|50456|39499|29743|21227|11616|6170|3198|1611|751|336|134|47|13|0|0",1.04785979741405,0.301484380139467,0.350803279218358,1.40346232402444
"ASEAN","Bus","BEV",2058,"Ambitious",125638.449270498,"Baseline",1773313,38894,179034,45323,132965,"1839|2785|4136|5964|8253|10801|13171|14801|11106|10307|8941|7543|6458|5761|5320|4920|4379|3654|2827|0|0|0|0|0|0|0|0|0|0|0","4187|4163|4121|4088|4055|3976|3789|3442|2942|2354|1777|2576|1553|954|593|358|205|103|50|23|10|4|0|0|0|0|0|0|0|0","3747|5497|7892|10980|14608|18280|21133|22215|21027|17726|13531|9491|5811|3374|1867|981|489|221|98|42|17|7|0|0|0|0|0|0|0|0","125588|124267|122918|121519|120039|118432|116629|114524|111955|106935|100985|93810|85178|75071|63815|52108|40841|30801|22445|12312|6554|3404|1723|847|382|159|55|16|0|0",1.05831455873614,0.309570837795536,0.360741478927523,1.42499371044084
"ASEAN","Bus","BEV",2059,"Ambitious",126894.833763203,"Baseline",1805344,40213,183148,46921,135327,"1857|2813|4177|6024|8336|10909|13302|14949|11120|10550|9160|7738|6637|5932|5489|5085|4533|3784|2931|0|0|0|0|0|0|0|0|0|0|0","4325|4303|4259|4222|4185|4105|3914|3559|3045|2443|1851|2691|1621|995|617|372|213|107|52|24|11|4|0|0|0|0|0|0|0|0","3804|5585|8025|11172|14871|18622|21540|22653|21448|18270|13975|9819|6014|3493|1935|1017|507|229|101|44|18|7|0|0|0|0|0|0|0|0","126844|125510|124147|122734|121240|119617|117796|115670|113074|109768|103734|96435|87632|77299|65769|53759|42181|31851|23248|13025|6950|3617|1834|904|431|181|68|23|0|0",1.06645003572432,0.316900214196592,0.369762886387942,1.44330540943669
